"tablet.id","signs.orig.vec","signs.expand.vec","num.char"
"P001178","1(N34) _ 1(N14) _ NAM~a# _ PAP~a# _ LAL2~a","N34 _ N14 _ NAM~a _ PAP~a _ LAL2~a",9
"P001179","1(N01)# _ 2(N01) _ IR~c _ PAP~a _ 1(N01) _ NIM~a _ 1(N01) _ KAB _ 2(N01) _ UD5~a _ 2(N01)# _ 1(N01) _ MUSZ3~a _ 1(N01) _ |MAH~bxSAL| _ 1(N01) _ AB2 _ SANGA~a _ 1(N01) _ LAGAR~a _ PA~a _ 1(N01)# _ IB~a _ MU _ 1(N01) _ UMUN2# _ LAM~b _ 1(N01)# _ NUN~a _ 1(N01) _ AB~a _ 2(N14)# _ 2(N01)# _ UDU~a","N01 _ N01 N01 _ IR~c _ PAP~a _ N01 _ NIM~a _ N01 _ KAB _ N01 N01 _ UD5~a _ N01 N01 _ N01 _ MUSZ3~a _ N01 _ |MAH~bxSAL| _ N01 _ AB2 _ SANGA~a _ N01 _ LAGAR~a _ PA~a _ N01 _ IB~a _ MU _ N01 _ UMUN2 _ LAM~b _ N01 _ NUN~a _ N01 _ AB~a _ N14 N14 _ N01 N01 _ UDU~a",72
"P001123","RAD~b# _ 1(N01)# _ DI#","RAD~b _ N01 _ DI",5
"P001133","2(N14) _ EN~b _ UDUNITA~a _ U4 _ SU~a _ |UNUG~axA@t|","N14 N14 _ EN~b _ UDUNITA~a _ U4 _ SU~a _ |UNUG~axA@t|",12
"P001134","2(N34)# _ 1(N01)#","N34 N34 _ N01",4
"P001135","1(N01)# _ 1(N01) _ SIG2~a3 _ 1(N01) _ DU8~c _ 1(N01) _ 1(N28) _ ZATU726~d# _ 2(N01)# _ 3(N01) _ ZATU720# _ 6(N01) _ 1(N28)#","N01 _ N01 _ SIG2~a3 _ N01 _ DU8~c _ N01 _ N28 _ ZATU726~d _ N01 N01 _ N01 N01 N01 _ ZATU720 _ N01 N01 N01 N01 N01 N01 _ N28",33
"P001136","3(N01) _ NI~a _ 1(N01) _ DUG~b _ |1(N57).SZUBUR|","N01 N01 N01 _ NI~a _ N01 _ DUG~b _ |1(N57).SZUBUR|",11
"P001137","1(N01) _ AN _ AB2","N01 _ AN _ AB2",5
"P001138","2(N07~a) _ BA _ SANGA~a _ UNUG~a _ 3(N07~a)","N07~a N07~a _ BA _ SANGA~a _ UNUG~a _ N07~a N07~a N07~a",12
"P001139","3(N14) _ 5(N01) _ EN~b _ 2(N34) _ 1(N01)#","N14 N14 N14 _ N01 N01 N01 N01 N01 _ EN~b _ N34 N34 _ N01",16
"P001140","1(N01) _ NUN~a _ UNUG~a _ DUG~c _ NESAG2~a","N01 _ NUN~a _ UNUG~a _ DUG~c _ NESAG2~a",9
"P001141","1(N01) _ UMUN2 _ 2(N01) _ |SZE~a.NAM2| _ 1(N01) _ UTUL~a _ GU4 _ NINDA2# _ 1(N01) _ MUSZ3~a# _ 1(N01) _ TE _ 1(N01) _ |1(N58).BAD~a| _ 1(N01) _ |USZ~a&USZ~a|# _ 1(N01)","N01 _ UMUN2 _ N01 N01 _ |SZE~a.NAM2| _ N01 _ UTUL~a _ GU4 _ NINDA2 _ N01 _ MUSZ3~a _ N01 _ TE _ N01 _ |1(N58).BAD~a| _ N01 _ |USZ~a&USZ~a| _ N01",34
"P001143","7(N01)#","N01 N01 N01 N01 N01 N01 N01",7
"P001224","3(N01)# _ ERIN# _ 1(N01) _ UDU~a _ 1(N01)# _ ZATU693# _ 1(N01) _ ZATU735~b","N01 N01 N01 _ ERIN _ N01 _ UDU~a _ N01 _ ZATU693 _ N01 _ ZATU735~b",17
"P001226","2(N34) _ 3(N14) _ 5(N01) _ HASZHUR# _ 2(N14)# _ 5(N01)# _ 5(N01) _ EN~a# _ NUN~a _ DIN _ 1(N14)# _ 5(N01) _ ZATU631 _ PA~a _ ZATU631# _ HASZHUR _ 1(N01)#","N34 N34 _ N14 N14 N14 _ N01 N01 N01 N01 N01 _ HASZHUR _ N14 N14 _ N01 N01 N01 N01 N01 _ N01 N01 N01 N01 N01 _ EN~a _ NUN~a _ DIN _ N14 _ N01 N01 N01 N01 N01 _ ZATU631 _ PA~a _ ZATU631 _ HASZHUR _ N01",53
"P001227","1(N14) _ 1(N01) _ 3(N07~b) _ EN~b# _ NUN~a _ 2(N01) _ 1(N24) _ 1(N08) _ 2(N07~b) _ NESAG2~a _ 1(N14) _ 4(N01) _ 1(N07~b) _ ZATU724","N14 _ N01 _ N07~b N07~b N07~b _ EN~b _ NUN~a _ N01 N01 _ N24 _ N08 _ N07~b N07~b _ NESAG2~a _ N14 _ N01 N01 N01 N01 _ N07~b _ ZATU724",34
"P001228","1(N14)# _ 5(N01)# _ GESZTU~b _ 1(N14)# _ 4(N01)# _ 1(N14) _ 4(N01) _ UKKIN~a# _ 1(N14) _ 1(N14)# _ TE# _ 2(N14) _ NAM2 _ 6(N01)# _ SZITA~a1 _ 6(N01) _ 5(N01)# _ 1(N01)# _ 2(N14) _ AB~a# _ 5(N01) _ MUSZ3~a _ 3(N01) _ EN~a# _ 1(N01)# _ ZATU630# _ 4(N14) _ ZATU693 _ 1(N14) _ 3(N01) _ NIR~b _ 1(N14) _ KU6~a _ 6(N01) _ APIN~a _ DA~a _ 1(N34) _ 4(N14)# _ 5(N34) _ ZATU758 _ KU6~a#","N14 _ N01 N01 N01 N01 N01 _ GESZTU~b _ N14 _ N01 N01 N01 N01 _ N14 _ N01 N01 N01 N01 _ UKKIN~a _ N14 _ N14 _ TE _ N14 N14 _ NAM2 _ N01 N01 N01 N01 N01 N01 _ SZITA~a1 _ N01 N01 N01 N01 N01 N01 _ N01 N01 N01 N01 N01 _ N01 _ N14 N14 _ AB~a _ N01 N01 N01 N01 N01 _ MUSZ3~a _ N01 N01 N01 _ EN~a _ N01 _ ZATU630 _ N14 N14 N14 N14 _ ZATU693 _ N14 _ N01 N01 N01 _ NIR~b _ N14 _ KU6~a _ N01 N01 N01 N01 N01 N01 _ APIN~a _ DA~a _ N34 _ N14 N14 N14 N14 _ N34 N34 N34 N34 N34 _ ZATU758 _ KU6~a",130
"P001229","3(N14)# _ 1(N48) _ 1(N48) _ 1(N34)","N14 N14 N14 _ N48 _ N48 _ N34",9
"P001230","2(N01) _ NI~a _ 1(N14) _ 4(N01)# _ DUG~b _ 8(N01) _ SZU2 _ 5(N01) _ 1(N57) _ 3(N34) _ 1(N14) _ SZE3 _ 1(N18) _ 4(N03) _ 5(N52)# _ 1(N38)# _ UDU~a _ UD5~a","N01 N01 _ NI~a _ N14 _ N01 N01 N01 N01 _ DUG~b _ N01 N01 N01 N01 N01 N01 N01 N01 _ SZU2 _ N01 N01 N01 N01 N01 _ N57 _ N34 N34 N34 _ N14 _ SZE3 _ N18 _ N03 N03 N03 N03 _ N52 N52 N52 N52 N52 _ N38 _ UDU~a _ UD5~a",59
"P001231","5(N02)# _ 5(N01)# _ TE# _ 3(N01) _ SZITA~a1 _ 1(N01) _ 1(N02) _ ISZ~b _ 5(N01)# _ NUN~a# _ 5(N01) _ DI _ 6(N01)# _ TE# _ 2(N01)# _ GAL~a _ 1(N01) _ |SILA3~axSZE~a@t|# _ 2(N01)# _ 1(N02)# _ NUN~a# _ 1(N02) _ ADAB _ DA~b _ UB# _ 1(N02)# _ GA~a# _ 1(N01) _ AN _ MUSZ3~a#","N02 N02 N02 N02 N02 _ N01 N01 N01 N01 N01 _ TE _ N01 N01 N01 _ SZITA~a1 _ N01 _ N02 _ ISZ~b _ N01 N01 N01 N01 N01 _ NUN~a _ N01 N01 N01 N01 N01 _ DI _ N01 N01 N01 N01 N01 N01 _ TE _ N01 N01 _ GAL~a _ N01 _ |SILA3~axSZE~a@t| _ N01 N01 _ N02 _ NUN~a _ N02 _ ADAB _ DA~b _ UB _ N02 _ GA~a _ N01 _ AN _ MUSZ3~a",84
"P001232","1(N14) _ 3(N01)#","N14 _ N01 N01 N01",5
"P001234","1(N20) _ 6(N01)# _ UDU~a _ 1(N38) _ 3(N01) _ SZU2 _ SZAB~a _ |U4.SZU2| _ |NUN~a+EN~a| _ 1(N05)","N20 _ N01 N01 N01 N01 N01 N01 _ UDU~a _ N38 _ N01 N01 N01 _ SZU2 _ SZAB~a _ |U4.SZU2| _ |NUN~a+EN~a| _ N05",26
"P001235","2(N14) _ 8(N01) _ UTUA~a _ 1(N14) _ 4(N01) _ U8# _ 3(N34)# _ 2(N14) _ 3(N01) _ 2(N34) _ 4(N14) _ 1(N01) _ UD5~a _ U2~b _ 1(N34)# _ 5(N01)# _ GA2~b# _ UTUA~b# _ 1(N34)# _ 1(N14) _ 4(N01) _ U8# _ GI6# _ 7(N01) _ U8 _ 1(N14) _ UDUNITA~a# _ 5(N01) _ UD5~b","N14 N14 _ N01 N01 N01 N01 N01 N01 N01 N01 _ UTUA~a _ N14 _ N01 N01 N01 N01 _ U8 _ N34 N34 N34 _ N14 N14 _ N01 N01 N01 _ N34 N34 _ N14 N14 N14 N14 _ N01 _ UD5~a _ U2~b _ N34 _ N01 N01 N01 N01 N01 _ GA2~b _ UTUA~b _ N34 _ N14 _ N01 N01 N01 N01 _ U8 _ GI6 _ N01 N01 N01 N01 N01 N01 N01 _ U8 _ N14 _ UDUNITA~a _ N01 N01 N01 N01 N01 _ UD5~b",94
"P001236","2(N01) _ MAR~a _ SZIM~b _ 1(N01) _ |1(N58).BAD~a|# _ 1(N01) _ UB _ |1(N58).BAD~a| _ 1(N01) _ DI _ 1(N01) _ NAM2 _ 1(N01)# _ 1(N01) _ ZATU689# _ 1(N01) _ 1(N01) _ BIR~a# _ 1(N01) _ KISAL~b1 _ GUKKAL~a# _ KU6~a# _ SU~b _ 1(N14) _ 1(N01) _ BA _ GUKKAL~a _ KU6~a _ SU~a#","N01 N01 _ MAR~a _ SZIM~b _ N01 _ |1(N58).BAD~a| _ N01 _ UB _ |1(N58).BAD~a| _ N01 _ DI _ N01 _ NAM2 _ N01 _ N01 _ ZATU689 _ N01 _ N01 _ BIR~a _ N01 _ KISAL~b1 _ GUKKAL~a _ KU6~a _ SU~b _ N14 _ N01 _ BA _ GUKKAL~a _ KU6~a _ SU~a",58
"P001237","1(N01) _ 1(N01)# _ |1(N58).BAD~a|# _ 1(N01) _ SAL _ SANGA~a _ 1(N01) _ SAL _ 1(N01)# _ SAL# _ GA~a# _ 1(N01)# _ SAL# _ TE# _ 1(N01) _ SAL# _ |1(N58).BAD~a|#","N01 _ N01 _ |1(N58).BAD~a| _ N01 _ SAL _ SANGA~a _ N01 _ SAL _ N01 _ SAL _ GA~a _ N01 _ SAL _ TE _ N01 _ SAL _ |1(N58).BAD~a|",33
"P001238","2(N01) _ AN _ MUSZ3~a _ KASKAL# _ KUR~a# _ DUB~b _ NAGA~a _ A _ IB~a _ NUN~c#","N01 N01 _ AN _ MUSZ3~a _ KASKAL _ KUR~a _ DUB~b _ NAGA~a _ A _ IB~a _ NUN~c",20
"P001239","1(N14) _ 4(N01) _ |DUG~bx1(N57)| _ 1(N14) _ 4(N01) _ |DUG~bxHI| _ SU~a# _ EN~b# _ UNUG~a# _ 2(N14) _ 8(N01)#","N14 _ N01 N01 N01 N01 _ |DUG~bx1(N57)| _ N14 _ N01 N01 N01 N01 _ |DUG~bxHI| _ SU~a _ EN~b _ UNUG~a _ N14 N14 _ N01 N01 N01 N01 N01 N01 N01 N01",35
"P001240","5(N34) _ 5(N01)# _ SZU2 _ 1(N14)# _ ZATU644~a _ 1(N14) _ ZATU753 _ 1(N14) _ ME~a _ NESAG2~a _ 1(N01) _ |ZATU662x1(N14)| _ 1(N01) _ ZATU662 _ 4(N14) _ 2(N01) _ SZU2 _ 4(N14) _ 2(N01) _ 2(N01) _ ME~a _ ANSZE~c _ EN~b@t _ GIR3~a","N34 N34 N34 N34 N34 _ N01 N01 N01 N01 N01 _ SZU2 _ N14 _ ZATU644~a _ N14 _ ZATU753 _ N14 _ ME~a _ NESAG2~a _ N01 _ |ZATU662x1(N14)| _ N01 _ ZATU662 _ N14 N14 N14 N14 _ N01 N01 _ SZU2 _ N14 N14 N14 N14 _ N01 N01 _ N01 N01 _ ME~a _ ANSZE~c _ EN~b@t _ GIR3~a",64
"P001241","2(N14) _ UTUA~a _ EN@g~b _ GURUSZDA _ A _ BU~a#","N14 N14 _ UTUA~a _ EN@g~b _ GURUSZDA _ A _ BU~a",12
"P001242","5(N01)# _ UD5~a _ SZUBUR# _ 2(N14) _ 2(N01)#","N01 N01 N01 N01 N01 _ UD5~a _ SZUBUR _ N14 N14 _ N01 N01",15
"P001243","6(N34)# _ 4(N14)# _ 8(N01)# _ GI6 _ U8# _ 2(N34)# _ 1(N14)# _ 3(N01)# _ UD5~a# _ GI6# _ 8(N01)# _ UDUNITA~c _ GI6 _ 1(N01) _ SILA4~c# _ ZATU693 _ NUN~a _ 9(N34) _ 3(N14) _ NUN~a _ ZATU693 _ U8 _ GI6 _ UD5~a#","N34 N34 N34 N34 N34 N34 _ N14 N14 N14 N14 _ N01 N01 N01 N01 N01 N01 N01 N01 _ GI6 _ U8 _ N34 N34 _ N14 _ N01 N01 N01 _ UD5~a _ GI6 _ N01 N01 N01 N01 N01 N01 N01 N01 _ UDUNITA~c _ GI6 _ N01 _ SILA4~c _ ZATU693 _ NUN~a _ N34 N34 N34 N34 N34 N34 N34 N34 N34 _ N14 N14 N14 _ NUN~a _ ZATU693 _ U8 _ GI6 _ UD5~a",82
"P001244","3(N01) _ SZITA~a1 _ 6(N01) _ |SILA3~bxNAGA~b| _ 2(N01)# _ UKKIN~a# _ NAGA~a _ 1(N01) _ MASZ _ GIR3~a _ 2(N01) _ 1(N01) _ SUHUR _ GESZTU~b _ 4(N01)# _ SUHUR# _ GAL~a# _ 2(N01) _ IB~a# _ ZATU762~b# _ DUB~b# _ 4(N01) _ ZATU764 _ 5(N01)# _ 4(N01)# _ GESZTU~b _ 5(N01) _ GA~a# _ GAL~a _ 4(N01) _ 7(N01) _ IDIGNA# _ 5(N14)# _ LAM~b","N01 N01 N01 _ SZITA~a1 _ N01 N01 N01 N01 N01 N01 _ |SILA3~bxNAGA~b| _ N01 N01 _ UKKIN~a _ NAGA~a _ N01 _ MASZ _ GIR3~a _ N01 N01 _ N01 _ SUHUR _ GESZTU~b _ N01 N01 N01 N01 _ SUHUR _ GAL~a _ N01 N01 _ IB~a _ ZATU762~b _ DUB~b _ N01 N01 N01 N01 _ ZATU764 _ N01 N01 N01 N01 N01 _ N01 N01 N01 N01 _ GESZTU~b _ N01 N01 N01 N01 N01 _ GA~a _ GAL~a _ N01 N01 N01 N01 _ N01 N01 N01 N01 N01 N01 N01 _ IDIGNA _ N14 N14 N14 N14 N14 _ LAM~b",107
"P001245","6(N01)# _ UDU~a _ 1(N38) _ 1(N01) _ 1(N01) _ GI# _ |U4.SZU2|","N01 N01 N01 N01 N01 N01 _ UDU~a _ N38 _ N01 _ N01 _ GI _ |U4.SZU2|",18
"P001246","3(N01)# _ NIM~a _ UNUG~a _ TU~a _ SUKKAL _ DUB~b","N01 N01 N01 _ NIM~a _ UNUG~a _ TU~a _ SUKKAL _ DUB~b",13
"P001247","3(N34) _ GISZIMMAR~a1# _ ERIN _ SANGA~a# _ 3(N34) _ 1(N14) _ |ZATU711xHI@g~a| _ BA# _ KU6~a","N34 N34 N34 _ GISZIMMAR~a1 _ ERIN _ SANGA~a _ N34 N34 N34 _ N14 _ |ZATU711xHI@g~a| _ BA _ KU6~a",21
"P001248","1(N08) _ ESZDA _ BA _ U4 _ |HIx1(N57)| _ PAP~a _ 1(N07~a)","N08 _ ESZDA _ BA _ U4 _ |HIx1(N57)| _ PAP~a _ N07~a",13
"P001249","1(N01) _ TAG~b _ |ZATU662x1(N14)| _ BA _ APIN~a","N01 _ TAG~b _ |ZATU662x1(N14)| _ BA _ APIN~a",9
"P001250","1(N14) _ LAL2~a _ NESAG2~a _ SUMASZ _ KALAM~a","N14 _ LAL2~a _ NESAG2~a _ SUMASZ _ KALAM~a",9
"P001251","2(N07~a) _ SAG _ BA _ EZINU~d _ 1(N01) _ 2(N07~a)","N07~a N07~a _ SAG _ BA _ EZINU~d _ N01 _ N07~a N07~a",13
"P001252","4(N01) _ KASZ~b _ UDU~a _ ZATU762~a","N01 N01 N01 N01 _ KASZ~b _ UDU~a _ ZATU762~a",10
"P001253","7(N01) _ 1(N01) _ GU4 _ |(DUBxDISZ)~a| _ 6(N02) _ UR~a _ TE _ NUN~a _ USZ~a","N01 N01 N01 N01 N01 N01 N01 _ N01 _ GU4 _ |(DUBxDISZ)~a| _ N02 N02 N02 N02 N02 N02 _ UR~a _ TE _ NUN~a _ USZ~a",28
"P001254","2(N01) _ IB~a _ GURUSZDA _ NUN~b _ U4","N01 N01 _ IB~a _ GURUSZDA _ NUN~b _ U4",10
"P001255","1(N34) _ 1(N14) _ 7(N01) _ GAL~a _ LAGAR~a","N34 _ N14 _ N01 N01 N01 N01 N01 N01 N01 _ GAL~a _ LAGAR~a",15
"P001256","2(N34) _ 3(N14) _ ZATU677~a","N34 N34 _ N14 N14 N14 _ ZATU677~a",8
"P001257","1(N01) _ MASZ _ SANGA~a# _ UNUG~a# _ DARA4~a2# _ GU4 _ GU4#","N01 _ MASZ _ SANGA~a _ UNUG~a _ DARA4~a2 _ GU4 _ GU4",13
"P001258","1(N07~a)# _ KU3~a# _ ESZDA _ 1(N08)","N07~a _ KU3~a _ ESZDA _ N08",7
"P001259","6(N01) _ EN~b _ SAL _ |GA2~a1xSUKUD| _ 5(N01) _ |GA2~a1xSUKUD| _ SAL","N01 N01 N01 N01 N01 N01 _ EN~b _ SAL _ |GA2~a1xSUKUD| _ N01 N01 N01 N01 N01 _ |GA2~a1xSUKUD| _ SAL",22
"P001260","2(N34) _ 2(N14)# _ PAP~a# _ ERIN","N34 N34 _ N14 N14 _ PAP~a _ ERIN",9
"P001261","3(N01) _ USZ~a _ 1(N01) _ 4(N01) _ ZATU697~b","N01 N01 N01 _ USZ~a _ N01 _ N01 N01 N01 N01 _ ZATU697~b",14
"P001262","1(N01) _ DUB~b _ KUR~a _ 1(N01) _ SAL _ SANGA~a _ KISAL~a1 _ UNUG~a","N01 _ DUB~b _ KUR~a _ N01 _ SAL _ SANGA~a _ KISAL~a1 _ UNUG~a",15
"P001263","1(N01) _ KASZ~b _ TUG2~a _ LAL2~a","N01 _ KASZ~b _ TUG2~a _ LAL2~a",7
"P001264","2(N01) _ SZE~a _ MAR~a _ UDUNITA~a _ KISAL~b1 _ A _ EN~a","N01 N01 _ SZE~a _ MAR~a _ UDUNITA~a _ KISAL~b1 _ A _ EN~a",14
"P001265","2(N01) _ GURUSZDA# _ UDUNITA~a _ 1(N57) _ NIMGIR _ UNUG~a","N01 N01 _ GURUSZDA _ UDUNITA~a _ N57 _ NIMGIR _ UNUG~a",12
"P001266","2(N14) _ 7(N01) _ UDUNITA~a _ ZATU680~b _ 3(N14)# _ 9(N01)# _ MUSZEN _ EN~b# _ 5(N01)# _ 5(N01) _ USZ~a# _ AB2 _ 1(N14)# _ 8(N01)# _ 5(N01)# _ 2(N14)# _ GIR3~a# _ 1(N34) _ 3(N14) _ 1(N01) _ U8# _ 6(N01)# _ GI6# _ UD5~a# _ 5(N14)# _ 8(N01)#","N14 N14 _ N01 N01 N01 N01 N01 N01 N01 _ UDUNITA~a _ ZATU680~b _ N14 N14 N14 _ N01 N01 N01 N01 N01 N01 N01 N01 N01 _ MUSZEN _ EN~b _ N01 N01 N01 N01 N01 _ N01 N01 N01 N01 N01 _ USZ~a _ AB2 _ N14 _ N01 N01 N01 N01 N01 N01 N01 N01 _ N01 N01 N01 N01 N01 _ N14 N14 _ GIR3~a _ N34 _ N14 N14 N14 _ N01 _ U8 _ N01 N01 N01 N01 N01 N01 _ GI6 _ UD5~a _ N14 N14 N14 N14 N14 _ N01 N01 N01 N01 N01 N01 N01 N01",106
"P001267","1(N34) _ 3(N14) _ DU8~c _ 1(N34) _ 4(N14) _ 2(N14)# _ 7(N01)# _ SIG2~a3# _ 1(N51) _ 1(N34) _ 3(N14)# _ 7(N01)#","N34 _ N14 N14 N14 _ DU8~c _ N34 _ N14 N14 N14 N14 _ N14 N14 _ N01 N01 N01 N01 N01 N01 N01 _ SIG2~a3 _ N51 _ N34 _ N14 N14 N14 _ N01 N01 N01 N01 N01 N01 N01",43
"P001268","3(N34)# _ 3(N14)# _ 1(N34)# _ 4(N01)# _ 2(N34)# _ 3(N14)# _ 6(N01)# _ 2(N34)# _ 3(N14)# _ KASZ~b# _ 2(N34) _ 1(N48) _ 3(N34)# _ 3(N01)# _ KASZ~b#","N34 N34 N34 _ N14 N14 N14 _ N34 _ N01 N01 N01 N01 _ N34 N34 _ N14 N14 N14 _ N01 N01 N01 N01 N01 N01 _ N34 N34 _ N14 N14 N14 _ KASZ~b _ N34 N34 _ N48 _ N34 N34 N34 _ N01 N01 N01 _ KASZ~b",52
"P001269","3(N01)# _ UDUNITA~a# _ 2(N01) _ GUKKAL~a _ 1(N01)# _ UTUA~a# _ SANGA~a# _ ERIN# _ 3(N01) _ ESZGAR _ 2(N01) _ UD5~a# _ 1(N01) _ U8# _ 1(N14) _ 2(N01)","N01 N01 N01 _ UDUNITA~a _ N01 N01 _ GUKKAL~a _ N01 _ UTUA~a _ SANGA~a _ ERIN _ N01 N01 N01 _ ESZGAR _ N01 N01 _ UD5~a _ N01 _ U8 _ N14 _ N01 N01",38
"P001270","9(N34)# _ 1(N45)# _ 7(N14)# _ 3(N01)# _ 5(N36)# _ 1(N46)# _ 2(N14) _ 3(N01)# _ 1(N36) _ 2(N46) _ 1(N04)# _ 1(N46)# _ 1(N19)# _ 2(N01)# _ GI# _ 2(N36)# _ 1(N46)# _ 2(N19)# _ GI# _ 2(N36)# _ 1(N46)# _ 1(N01)# _ 1(N36)# _ 8(N14)# _ 1(N01)# _ DA~c _ U4#","N34 N34 N34 N34 N34 N34 N34 N34 N34 _ N45 _ N14 N14 N14 N14 N14 N14 N14 _ N01 N01 N01 _ N36 N36 N36 N36 N36 _ N46 _ N14 N14 _ N01 N01 N01 _ N36 _ N46 N46 _ N04 _ N46 _ N19 _ N01 N01 _ GI _ N36 N36 _ N46 _ N19 N19 _ GI _ N36 N36 _ N46 _ N01 _ N36 _ N14 N14 N14 N14 N14 N14 N14 N14 _ N01 _ DA~c _ U4",88
"P001271","1(N14) _ 6(N01) _ EN~a _ MAGUR~a#","N14 _ N01 N01 N01 N01 N01 N01 _ EN~a _ MAGUR~a",12
"P001272","8(N01) _ BA _ 2(N02) _ GUM~a _ TE","N01 N01 N01 N01 N01 N01 N01 N01 _ BA _ N02 N02 _ GUM~a _ TE",17
"P001273","5(N01) _ ZATU651 _ AN _ DUG~a _ U8 _ DIN _ BAR","N01 N01 N01 N01 N01 _ ZATU651 _ AN _ DUG~a _ U8 _ DIN _ BAR",17
"P001274","1(N01) _ SANGA~a _ KUR~a _ ZATU752 _ 1(N01) _ NA2~b1 _ SAL# _ BA _ DUB~b#","N01 _ SANGA~a _ KUR~a _ ZATU752 _ N01 _ NA2~b1 _ SAL _ BA _ DUB~b",17
"P001275","8(N01) _ BA _ 2(N01) _ GI# _ 1(N01) _ GU4 _ |(DUBxDISZ)~a|# _ 1(N01) _ ZATU753 _ GURUSZ~a _ 1(N01) _ AN _ MUSZ3~a _ 4(N02) _ AB~a _ TE _ PAP~a _ SZU","N01 N01 N01 N01 N01 N01 N01 N01 _ BA _ N01 N01 _ GI _ N01 _ GU4 _ |(DUBxDISZ)~a| _ N01 _ ZATU753 _ GURUSZ~a _ N01 _ AN _ MUSZ3~a _ N02 N02 N02 N02 _ AB~a _ TE _ PAP~a _ SZU",46
"P001276","1(N01) _ SAL _ 3(N01) _ GURUSZ~a _ SUKKAL _ UNUG~a _ KUR~a _ MAGUR~a","N01 _ SAL _ N01 N01 N01 _ GURUSZ~a _ SUKKAL _ UNUG~a _ KUR~a _ MAGUR~a",17
"P001277","2(N01)# _ DUG~b# _ 1(N01) _ NI~a# _ PAP~a#","N01 N01 _ DUG~b _ N01 _ NI~a _ PAP~a",10
"P001278","1(N09) _ BAR _ LAM~b _ BA _ SZUBUR _ SZESZ~a _ 1(N09)#","N09 _ BAR _ LAM~b _ BA _ SZUBUR _ SZESZ~a _ N09",13
"P001279","1(N01) _ SUHUR _ NESAG2~a _ LAL2~a","N01 _ SUHUR _ NESAG2~a _ LAL2~a",7
"P001280","1(N01) _ KISAL~b1 _ BU~a _ GURUSZDA _ BU~a _ PAP~a _ NIM~a _ DUG~b _ TUR#","N01 _ KISAL~b1 _ BU~a _ GURUSZDA _ BU~a _ PAP~a _ NIM~a _ DUG~b _ TUR",17
"P001281","5(N01) _ |LAGAB~ax2(N14)| _ NI~a _ 2(N01) _ DUG~b _ U4 _ SANGA~a","N01 N01 N01 N01 N01 _ |LAGAB~ax2(N14)| _ NI~a _ N01 N01 _ DUG~b _ U4 _ SANGA~a",18
"P001282","3(N01) _ 3(N08) _ U8 _ UR2# _ UMBIN~a _ 2(N01) _ MASZ _ GURUSZDA _ MUSZ3~a","N01 N01 N01 _ N08 N08 N08 _ U8 _ UR2 _ UMBIN~a _ N01 N01 _ MASZ _ GURUSZDA _ MUSZ3~a",22
"P001283","2(N01) _ SZE~a _ MAR~a _ UTUA~a _ GURUSZDA _ MUSZ3~a","N01 N01 _ SZE~a _ MAR~a _ UTUA~a _ GURUSZDA _ MUSZ3~a",12
"P001284","1(N01) _ SZE~a _ MAR~b _ BA _ NAM~a _ SAL _ 1(N01) _ |GA2~bxDUB~b| _ IB~a _ SAL _ UMBIN~a _ SUHUR","N01 _ SZE~a _ MAR~b _ BA _ NAM~a _ SAL _ N01 _ |GA2~bxDUB~b| _ IB~a _ SAL _ UMBIN~a _ SUHUR",23
"P001285","5(N01) _ GA2~b _ UNUG~a _ KASZ~b#","N01 N01 N01 N01 N01 _ GA2~b _ UNUG~a _ KASZ~b",11
"P001286","1(N34@f) _ UMUN2 _ DUG~b _ UNUG~a _ KAB#","N34@f _ UMUN2 _ DUG~b _ UNUG~a _ KAB",9
"P001287","1(N14) _ PAP~a _ TI _ EN~a# _ IDIGNA# _ GAL~a _ UNUG~a#","N14 _ PAP~a _ TI _ EN~a _ IDIGNA _ GAL~a _ UNUG~a",13
"P001288","1(N14) _ KAB _ UNUG~a _ UDUNITA~a _ EN@g~a","N14 _ KAB _ UNUG~a _ UDUNITA~a _ EN@g~a",9
"P001289","2(N01) _ GESZTU~b _ UKKIN~a _ UDUNITA~a _ 2(N01)# _ GURUSZDA _ ZATU697~a","N01 N01 _ GESZTU~b _ UKKIN~a _ UDUNITA~a _ N01 N01 _ GURUSZDA _ ZATU697~a",15
"P001290","4(N14) _ NUN~b _ SZITA~a1","N14 N14 N14 N14 _ NUN~b _ SZITA~a1",8
"P001291","1(N14) _ 3(N01) _ UDU~a _ ERIM~a _ UMBIN~a _ UNUG~a _ GURUSZDA","N14 _ N01 N01 N01 _ UDU~a _ ERIM~a _ UMBIN~a _ UNUG~a _ GURUSZDA",15
"P001292","4(N01) _ BA _ 1(N01) _ GU4 _ |(DUBxDISZ)~a|# _ 1(N02) _ ZATU651 _ TE _ NESAG2~a","N01 N01 N01 N01 _ BA _ N01 _ GU4 _ |(DUBxDISZ)~a| _ N02 _ ZATU651 _ TE _ NESAG2~a",20
"P001293","2(N07~a) _ |NUN~a+EN~a| _ E2~a _ BA _ ERIN _ 3(N07~a)","N07~a N07~a _ |NUN~a+EN~a| _ E2~a _ BA _ ERIN _ N07~a N07~a N07~a",14
"P001294","1(N01) _ AN _ GU4 _ |GI&GI| _ |GIxSIG2~d1| _ KU6~a","N01 _ AN _ GU4 _ |GI&GI| _ |GIxSIG2~d1| _ KU6~a",11
