"object_id","ensemble_id","archaeological_period","archaeological_unit","site_name","site_id","location","country","latitude","longitude","coord_precision","coord_reference","layer","dating_method","date_bp_min","min_lab_number","date_bp_max","max_lab_number","excavation_year","material","material_species","object_type","associated_species","length_mm","width_mm","depth_mm","preservation","collection","collection_id","sign_coding","coding_certainty","coding_clean","coding_random","num.tokens","num.types","huni.chars","hrate.chars","hrate.chars.random","ttr.chars","rm.chars"
"vhc0119",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","","ivory","Mammuthus primigenius","possible figurine","",9,5,3,"fragmented","Universität Tübingen","Find No.: 63/63-32.1","!v vv v!","certain","v vv v","v vv v",6,2,0.918295834054489,0.726489755391713,0.726489755391713,0.333333333333333,0.2
"vhc0121",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2006","bone","undetermined","tube/flute","",36,11,3,"fragmented","Universität Tübingen","Find No.: 64/63-24.2","!v v v!","very certain","v v v","v v v",5,2,0.970950594454669,0.671190309536813,0.671190309536813,0.4,0
"vhc0123",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2011","ivory","Mammuthus primigenius","rod/baton","",25,6,5,"fragmented","Universität Tübingen","Find No.: 65/62-29.1","vvvv vvv vv! _ vvv v vvvv _ vvv! _ !v vv v v v v v! _ v v v v v _ !vvvv! _ !>>>>>>>!","uncertain","vvvv vvv vv_vvv v vvvv_vvv_v vv v v v v v_v v v v v_vvvv_>>>>>>>","v vv v v v v v_>>>>>>>_vvvv_v v v v v_vvv v vvvv_vvv_vvvv vvv vv",64,4,1.606031204753,1.21284629833187,1.20904205264354,0.0625,0.365079365079365
"vhc0124",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2011","bone","undetermined","undetermined","",39,7,2,"fragmented","Universität Tübingen","Find No.: 66/61-34.1","vvvvvv","very certain","vvvvvv","vvvvvv",6,1,0,0.599129685927236,0.599129685927236,0.166666666666667,1
"vhc0125",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2011","ivory","Mammuthus primigenius","undetermined","",8,5,3,"fragmented","Universität Tübingen","Find No.: 66/64-53.1","!vvv!","uncertain","vvv","vvv",3,1,0,0.430827083453526,0.430827083453526,0.333333333333333,1
"vhc0126",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2011","bone","undetermined","undetermined","",18,5,2,"fragmented","Universität Tübingen","Find No.: 66/64-58.1","!vvvvvvv!","certain","vvvvvvv","vvvvvvv",7,1,0,0.624876355033059,0.624876355033059,0.142857142857143,1
"vhc0127",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2005","bone","undetermined","tube/flute","",20,7,4,"fragmented","Universität Tübingen","Find No.: 67/65-78.1","!vvv! _ !vvv!","certain","vvv_vvv","vvv_vvv",7,2,0.591672778582327,0.876899271716896,0.876899271716896,0.285714285714286,0.666666666666667
"vhc0128",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2011","ivory","Mammuthus primigenius","undetermined","",12,7,3,"fragmented","Universität Tübingen","Find No.: 68/62-20.1","!||!","certain","||","||",2,1,0,0.25,0.25,0.5,1
"vhc0129",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2011","bone","undetermined","tube/flute","",15,5,4,"fragmented","Universität Tübingen","Find No.: 68/62-39.1","vvvv _ vvvv","uncertain","vvvv_vvvv","vvvv_vvvv",9,2,0.503258334775646,0.906004739982319,0.906004739982319,0.222222222222222,0.75
"vhc0130",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2011","bone","undetermined","tube/flute","",21,6,2,"fragmented","Universität Tübingen","Find No.: 68/62-9.1","!vv!","very certain","vv","vv",2,1,0,0.25,0.25,0.5,1
"vhc0131",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2005","bone","undetermined","tube/flute","",17,7,4,"fragmented","Universität Tübingen","Find No.: 68/66-27.1","≠! _ vv _ vv","uncertain","≠_vv_vv","vv_vv_≠",7,3,1.37878349348618,0.918682307482693,1.06553924353835,0.428571428571429,0.333333333333333
"vhc0132",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2011","bone","undetermined","awl","",52,11,8,"almost complete","Universität Tübingen","Find No.: 69/62-55","|||||| _ vvvv vvv _ ||||! _ vvvv vv","very certain","||||||_vvvv vvv_||||_vvvv vv","||||_||||||_vvvv vvv_vvvv vv",28,4,1.66164475109792,1.19947884495828,1.30358826734438,0.142857142857143,0.62962962962963
"vhc0134",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2010","bone","undetermined","possible figurine","",11,4,4,"fragmented","Universität Tübingen","Find No.: 74/63-29.1","!XX!","certain","XX","XX",2,1,0,0.25,0.25,0.5,1
"vhc0135",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2010","bone","undetermined","spatula/lissoir","",30,10,5,"fragmented","Universität Tübingen","Find No.: 75/62-76.1","(/XXXX!) _ (XXXX!) _ >>! _","certain",">>",">>",2,1,0,0.25,0.25,0.5,1
"vhc0136",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2010","bone","undetermined","flute","",15,6,2,"fragmented","Universität Tübingen","Find No.: 75/63-13.1","||!","very certain","||","||",2,1,0,0.25,0.25,0.5,1
"vhc0137",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2010","ivory","Mammuthus primigenius","possible flute","",14,4,2,"fragmented","Universität Tübingen","Find No.: 77/66-18.1","!vvv!","very certain","vvv","vvv",3,1,0,0.430827083453526,0.430827083453526,0.333333333333333,1
"vhc0138",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2010","bone","undetermined","tube/flute","",17,6,3,"fragmented","Universität Tübingen","Find No.: 78/65-40.1","!vvvv! _ !vvvvv!","very certain","vvvv_vvvvv","vvvvv_vvvv",10,2,0.468995593589281,0.889631812760795,0.946999074740786,0.2,0.777777777777778
"vhc0139",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","undetermined","",45,18,7,"fragmented","Universität Tübingen","Find No.: 99/99-1000","!| || |!","certain","| || |","| || |",6,2,0.918295834054489,0.726489755391713,0.726489755391713,0.333333333333333,0.2
"vhc0140",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","rod/baton","",13,4,4,"fragmented","Universität Tübingen","Find No.: 99/99-1002.1","!vvv!","very certain","vvv","vvv",3,1,0,0.430827083453526,0.430827083453526,0.333333333333333,1
"vhc0141",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2009","bone","undetermined","tube/flute","",19,4,2,"fragmented","Universität Tübingen","Find No.: 99/99-1333.1","!vvvv!","very certain","vvvv","vvvv",4,1,0,0.50708020839343,0.50708020839343,0.25,1
"vhc0143",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","V","C14","30162±1,340","H 4054-3210","35810±710","PL0001337A","1931","bone","undetermined","undetermined","",60,10,2,"almost complete","Universität Tübingen","Find No.: Vg 127.2","vvv vvvv","very certain","vvv vvvv","vvv vvvv",8,2,0.543564443199596,0.869373609160239,0.869373609160239,0.25,0.714285714285714
"vhc0144",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","IV","C14","30730±750","H 4053-3211","32030±280","OxA-18456","1931","ivory","Mammuthus primigenius","figurine zoomorph","undetermined",62,23,8,"fragmented","MUT Tübingen","Find No.: Vg 17973","– – – – – _ !/////////////////! _ !///////////////!","certain","– – – – –_/////////////////_///////////////","– – – – –_/////////////////_///////////////",43,4,1.20278474366868,0.965310778564031,0.965310778564031,0.0930232558139535,0.714285714285714
"vhc0145",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","V","C14","30162±1,340","H 4054-3210","35810±710","PL0001337A","1931","ivory","Mammuthus primigenius","figurine zoomorph","Mammuthus primigenius",50,32,22,"almost complete","MUT Tübingen","Find No.: Vg 2.1","(/X)XXXXXYYY _ X(XX) _ (X/X)XXXX _ XVXXY _ °°° _ °°°°°°° _ XXXX _ >>>XXX _ ⊞ _ XXXXX","very certain","XXXXXYYY_X_XXXX_XVXXY_°°°_°°°°°°°_XXXX_>>>XXX_⊞_XXXXX","°°°°°°°_>>>XXX_XXXXXYYY_°°°_XXXX_X_XXXXX_⊞_XXXX_XVXXY",53,7,2.13169596006535,1.72780608750719,1.65892358054905,0.132075471698113,0.557692307692308
"vhc0146",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","V","C14","30162±1,340","H 4054-3210","35810±710","PL0001337A","1931","ivory","Mammuthus primigenius","figurine zoomorph","Equus ferus",48,25,8,"fragmented","MUT Tübingen","Find No.: Vg 2.2","XXXXXXXXXXXXX _ vvvvvvvvvvvvvvvvv","certain","XXXXXXXXXXXXX_vvvvvvvvvvvvvvvvv","vvvvvvvvvvvvvvvvv_XXXXXXXXXXXXX",31,3,1.16088712854526,1.05081158096833,1.0916191734796,0.0967741935483871,0.933333333333333
"vhc0147",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","V","C14","30162±1,340","H 4054-3210","35810±710","PL0001337A","1931","ivory","Mammuthus primigenius","figurine zoomorph","Panthera",68,24,14,"fragmented","MUT Tübingen","Find No.: Vg 2.4","|||||X _ [!°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°!] _ [!°°°°°°°°°°°°°°°°°!] _ ||||","certain","|||||X_||||","|||||X_||||",11,3,0.865856617457224,1.13434321773677,1.13434321773677,0.272727272727273,0.7
"vhc0148",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","","C14","26160±150","KIA 8957","35810±710","PL0001337A","1950","sandstone","","possible figurine","",54,40,32,"complete","LMW Stuttgart","Find No.: Vg 22","vvvvvvvvvvv _ [vvvvvvvvvvvvvvvvvvvvvvvv] _ [vvvvvvvvvvvvvvvvvvvvvvvvv]","certain","vvvvvvvvvvv","vvvvvvvvvvv",11,1,0,0.647357495241454,0.647357495241454,0.0909090909090909,1
"vhc0149",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","IV","C14","30730±750","H 4053-3211","32030±280","OxA-18456","1931","ivory","Mammuthus primigenius","undetermined","",38,14,5,"fragmented","Universität Tübingen","Find No.: Vg 2676, Vg 5836","!|||||||","very certain","|||||||","|||||||",7,1,0,0.624876355033059,0.624876355033059,0.142857142857143,1
"vhc0151",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","V","C14","30162±1,340","H 4054-3210","35810±710","PL0001337A","1931","fossil","","undetermined","",77,24,26,"almost complete","URMU Blaubeuren","Find No.: Vg 29.14","v v vvv vv","very certain","v v vvv vv","v v vvv vv",10,2,0.881290899230693,0.867750949704728,0.867750949704728,0.2,0.333333333333333
"vhc0152",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","V","C14","30162±1,340","H 4054-3210","35810±710","PL0001337A","1931","ivory","Mammuthus primigenius","perforated baton","",133,31,10,"almost complete","","Find No.: Vg 29.20","|||| _ //\\\ _ \\/// _ //","uncertain","||||_//\\\_\\///_//","||||_\\///_//_//\\\",19,4,1.93129528023287,1.49826096037242,1.43507598784632,0.210526315789474,0.555555555555556
"vhc0153",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","V","C14","30162±1,340","H 4054-3210","35810±710","PL0001337A","1931","ivory","Mammuthus primigenius","rod/baton","",60,10,10,"fragmented","MUT Tübingen","Find No.: Vg 29.9","|||| || | | | _ |||| || | | | _ | _ ||||| | | | _ !||| ||","very certain","|||| || | | |_|||| || | | |_|_||||| | | |_||| ||","|_||||| | | |_|||| || | | |_|||| || | | |_||| ||",48,3,1.18872187554087,0.906539178220244,0.786122484791687,0.0625,0.319148936170213
"vhc0154",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","V","C14","30162±1,340","H 4054-3210","35810±710","PL0001337A","1931","ivory","Mammuthus primigenius","figurine zoomorph","undetermined",65,26,11,"fragmented","MUT Tübingen","Find No.: Vg 2a.1","≠ _ |||||","very certain","≠_|||||","≠_|||||",7,3,1.14883485428092,0.946324308612304,0.946324308612304,0.428571428571429,0.666666666666667
"vhc0155",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","V","C14","30162±1340","H 4054-3210","35810±710","PL0001337A","1931","ivory","Mammuthus primigenius","figurine zoomorph","undetermined",64,26,17,"fragmented","MUT Tübingen","Find No.: Vg 2a.2","!vvvvvvvvvvv _ vvvvvvvv! _ vvvvvv!v _ vvvvvvvvvvvvvv _ |||| _ [CCCC] _ [CCCC] _ v!vvvXX\! _ v!vvvvv _ !vvvvv! _ \\\ _ vvv _ vvvv _ ≠ _ /// _ vvv _ \\\\ _ /// _ vvvv _ v! _ ///","certain","vvvvvvvvvvv_vvvvvvvv_vvvvvvv_vvvvvvvvvvvvvv_||||_vvvvXX\_vvvvvv_vvvvv_\\\_vvv_vvvv_≠_///_vvv_\\\\_///_vvvv_v_///","vvvvvvvvvvvvvv_vvv_vvvvvvvv_vvvv_vvvvv_vvvvvv_vvvvvvvvvvv_///_v_vvvv_vvvvXX\_\\\\_vvv_vvvvvvv_///_///_\\\_≠_||||",112,7,1.7480889736193,1.41919777999406,1.38287296390177,0.0625,0.657657657657658
"vhc0156",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","IV","C14","30730±750","H 4053-3211","32030±280","OxA-18456","1931","ivory","Mammuthus primigenius","figurine anthropomorph","",69,19,10,"fragmented","MUT Tübingen","Find No.: Vg 2a.3","°°°° °°° _ °°°°°°°° _ v°°°°°°°° _ Vv","certain","°°°° °°°_°°°°°°°°_v°°°°°°°°_Vv","Vv_°°°° °°°_v°°°°°°°°_°°°°°°°°",30,5,1.21366351255936,1.33152555511943,1.17211152669969,0.166666666666667,0.655172413793103
"vhc0157",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","V","C14","30162±1,340","H 4054-3210","35810±710","PL0001337A","1931","ivory","Mammuthus primigenius","figurine zoomorph","Mammuthus primigenius",70,54,23,"fragmented","MUT Tübingen","Find No.: Vg 2a.4","!{| |||}vvv! _ !||| _ vvvv _ vvv _ vv _ || _ ||||| _ |||| _ ! ||| _ v _ |! _ ||||| _ X! _ XX","certain","| |||vvv_|||_vvvv_vvv_vv_||_|||||_||||_ |||_v_|_|||||_X_XX","XX_ |||_vvvv_||||_v_vv_vvv_|||_X_|||||_|_||_|||||_| |||vvv",58,5,1.86921749974403,1.38138163577275,1.37321065062024,0.0862068965517241,0.473684210526316
"vhc0158",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","IV","C14","30730±750","H 4053-3211","32030±280","OxA-18456","1931","ivory","Mammuthus primigenius","figurine zoomorph","Panthera",87,34,11,"fragmented","MUT Tübingen","Find No.: Vg 3.1","⊞ _ [°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°!] _V V _ V _ vv","certain","⊞_ _V V_V_vv","⊞_V V_ _V_vv",12,5,2.18872187554087,1.46438065754891,1.4509669869286,0.416666666666667,0.0909090909090909
"vhc0159",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","IV","C14","30730±750","H 4053-3211","32030±280","OxA-18456","1931","ivory","Mammuthus primigenius","figurine zoomorph","Bison priscus",72,53,14,"fragmented","MUT Tübingen","Find No.: Vg 3.2","vvvv⚹vvvvvvvv _ ||||| _ ¤¤¤¤¤¤¤¤¤ _ [°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°!]","very certain","vvvv⚹vvvvvvvv_|||||_¤¤¤¤¤¤¤¤¤","vvvv⚹vvvvvvvv_|||||_¤¤¤¤¤¤¤¤¤",29,5,1.92148046078028,1.52944604380411,1.52944604380411,0.172413793103448,0.785714285714286
"vhc0160",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","IV","C14","30730±750","H 4053-3211","32030±280","OxA-18456","1931","antler","Rangifer tarandus","antler object","Mammuthus primigenius",69,36,29,"almost complete","MUT Tübingen","Find No.: Vg 3.3","|||| | _ | _ vv v _ |||| _ | ||","very certain","|||| |_|_vv v_||||_| ||","vv v_|||| |_| ||_|_||||",23,4,1.67071450648479,1.43015998953012,1.29940719387409,0.173913043478261,0.363636363636364
"vhc0161",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","V","C14","30162±1,340","H 4054-3210","35810±710","PL0001337A","1931","ivory","Mammuthus primigenius","perforated baton","",237,41,13,"almost complete","","Find No.: Vg 30.1","vvv vvv","certain","vvv vvv","vvv vvv",7,2,0.591672778582327,0.876899271716896,0.876899271716896,0.285714285714286,0.666666666666667
"vhc0162",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","IV","C14","30730±750","H 4053-3211","32030±280","OxA-18456","1931","bone","undetermined","spatula/lissoir","",210,14,8,"complete","URMU Blaubeuren","Find No.: Vg 31.1","(XXXXXXXXXXX!) _ >>>> <<< >>>> <<<< >> _ > <<<<< >>>> <<<<<< >>>>","very certain",">>>> <<< >>>> <<<< >>_> <<<<< >>>> <<<<<< >>>>","> <<<<< >>>> <<<<<< >>>>_>>>> <<< >>>> <<<< >>",46,4,1.61553428689637,0.993341910235994,0.991014854862425,0.0869565217391304,0.6
"vhc0163",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","IV","C14","30730±750","H 4053-3211","32030±280","OxA-18456","1931","bone","undetermined","spatula/lissoir","",10,2,1,"fragmented","","Find No.: Vg 31.14","!⊞! _ !vvvvvvvvvvvvvvvvvvv! _  !⊞!","certain","⊞_vvvvvvvvvvvvvvvvvvv_ ⊞","vvvvvvvvvvvvvvvvvvv_⊞_ ⊞",24,4,1.05535321924498,1.0329274807515,1.22423681294163,0.166666666666667,0.782608695652174
"vhc0164",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","IV","C14","30730±750","H 4053-3211","32030±280","OxA-18456","1931","ivory","Mammuthus primigenius","perforated baton","",95,30,10,"fragmented","","Find No.: Vg 31.4","vvvvvv! _ vvvvvvvv! _ [CCCCV v] _ [C||ll lll]","certain","vvvvvv_vvvvvvvv","vvvvvv_vvvvvvvv",15,2,0.353359335021421,0.879956668177217,0.879956668177217,0.133333333333333,0.857142857142857
"vhc0165",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","IV","C14","30730±750","H 4053-3211","32030±280","OxA-18456","1931","bone","undetermined","spatula/lissoir","",75,12,7,"fragmented","Universität Tübingen","Find No.: Vg 37","!vvvv v v v vv v >>>>","very certain","vvvv v v v vv v >>>>","vvvv v v v vv v >>>>",20,3,1.48547529722733,1.2353190741486,1.2353190741486,0.15,0.368421052631579
"vhc0166",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","IV","C14","30730±750","H 4053-3211","32030±280","OxA-18456","1931","antler","Rangifer tarandus","antler object","",73,44,24,"complete","Universität Tübingen","Find No.: Vg 3a","vvvvvvv _ [&]","certain","vvvvvvv","vvvvvvv",7,1,0,0.624876355033059,0.624876355033059,0.142857142857143,1
"vhc0167",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","V","C14","30162±1,340","H 4054-3210","35810±710","PL0001337A","1931","bone","undetermined","spatula/lissoir","",173,22,8,"fragmented","Universität Tübingen","Find No.: Vg 69","vvvvvvvvvvvvvvvvvv _ v!","very certain","vvvvvvvvvvvvvvvvvv_v","v_vvvvvvvvvvvvvvvvvv",20,2,0.286396957115956,0.875870286742438,0.721696040283543,0.1,0.894736842105263
"vhc0168",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","V","C14","30162±1,340","H 4054-3210","35810±710","PL0001337A","1931","bone","undetermined","spatula/lissoir","",110,19,7,"fragmented","Universität Tübingen","Find No.: Vg 90",">>>>>> ! >>>>>","very certain",">>>>>>  >>>>>",">>>>>>  >>>>>",13,2,0.619382194678764,1.00037728878019,1.00037728878019,0.153846153846154,0.833333333333333
"vhc0169",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","IV","C14","30730±750","H 4053-3211","32030±280","OxA-18456","1931","bone","undetermined","spatula/lissoir","",47,8,5,"fragmented","Universität Tübingen","Find No.: Vg 127.4","vvvvvvvvvv!","very certain","vvvvvvvvvv","vvvvvvvvvv",10,1,0,0.645261023500736,0.645261023500736,0.1,1
"vhc0170",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","possible figurine","",19,9,2,"fragmented","Universität Tübingen","Find No.: 36/74-12.1","!XXXXXXXX! _ /","very certain","XXXXXXXX_/","XXXXXXXX_/",10,3,0.921928094887362,1.15665851480804,1.15665851480804,0.3,0.777777777777778
"vhc0173",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2007","bone","undetermined","undetermined","",25,8,3,"fragmented","Universität Tübingen","Find No.: 38/68-19.1","!vvvv v!","very certain","vvvv v","vvvv v",6,2,0.650022421648354,0.94045502980361,0.94045502980361,0.333333333333333,0.6
"vhc0175",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HU/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2005","ivory","Mammuthus primigenius","rod/baton","",18,5,3,"fragmented","Universität Tübingen","Find No.: 48/68-24.1","vvv","very certain","vvv","vvv",3,1,0,0.430827083453526,0.430827083453526,0.333333333333333,1
