"object_id","ensemble_id","archaeological_unit","site_name","location","layer","dating_method","date_bp_min","min_lab_number","date_bp_max","max_lab_number","excavation_year","material","object_type","length_mm","width_mm","depth_mm","preservation","sign_coding","coding_certainty","coding_clean","coding_random","num.char","huni.chars","hrate.chars","hrate.chars.random","ttr.chars","rm.chars"
"vhc0053","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","undetermined",17,6,2,"fragmented","!X/XXX/!","","X/XXX/","X/XXX/",6,0.918295834054489,0.809823088725046,0.809823088725046,0.333333333333333,"0.4"
"vhc0054","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","possible figurine",20,9,4,"fragmented","!vvvvvvvvv!","","vvvvvvvvv","vvvvvvvvv",9,0,0.644055575992331,0.644055575992331,0.111111111111111,"1"
"vhc0055","","Aurignacien","Vogelherd",NA,"GF/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","tube/flute",9,5,2,"fragmented","!vv! _ !vvv!","","vv _ vvv","vvv _ vv",6,0.650022421648354,0.803014408229587,0.89315642205838,0.333333333333333,"0.6"
"vhc0056","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","rod/bâton",20,14,7,"fragmented","!|!","","|","|",1,0,0,0,1,"NA"
"vhc0057","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","rod/bâton",14,4,1,"fragmented","!vvv! _ !vvv!","","vvv _ vvv","vvv _ vvv",7,0.591672778582327,0.876899271716896,0.876899271716896,0.285714285714286,"0.666666666666667"
"vhc0058","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","undetermined",8,6,2,"fragmented","!≠!","","≠","≠",1,0,0,0,1,"NA"
"vhc0059","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","figurine undet.",25,15,7,"fragmented","!^^^^^^ |!","","^^^^^^ |","^^^^^^ |",8,1.06127812445913,1.17526662970263,1.17526662970263,0.375,"0.714285714285714"
"vhc0060","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","possible figurine",29,15,3,"fragmented","////////// _ l|ll!","","////////// _ l|ll","////////// _ l|ll",15,1.37527936553938,1.403637788756,1.403637788756,0.266666666666667,"0.714285714285714"
"vhc0061","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","possible flute",9,2,2,"fragmented","!vvvvvv!","","vvvvvv","vvvvvv",6,0,0.599129685927236,0.599129685927236,0.166666666666667,"1"
"vhc0062","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","personal ornament",13,5,4,"fragmented","!vvv!","","vvv","vvv",3,0,0.430827083453526,0.430827083453526,0.333333333333333,"1"
"vhc0064","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","bone","flute",22,5,4,"fragmented","vvvv _ !vvv!  _ !vvv!","","vvvv _ vvv  _ vvv","vvv  _ vvvv _ vvv",13,0.991264260535429,1.16743464708082,1.08630016035473,0.230769230769231,"0.583333333333333"
"vhc0065","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","personal ornament",13,6,2,"fragmented","!W!","","W","W",1,0,0,0,1,"NA"
"vhc0066","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","undetermined",16,6,3,"fragmented","!vv! _ vv!","","vv _ vv","vv _ vv",5,0.721928094887362,0.782518642966301,0.782518642966301,0.4,"0.5"
"vhc0067","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","awl",79,10,10,"almost complete","||||| (/||)||| _ ||","","||||| ||| _ ||","|| _ ||||| |||",12,0.816689088315021,1.24960570814732,1.14742304069559,0.25,"0.636363636363636"
"vhc0068","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","undetermined",9,4,1,"fragmented","!XX","","XX","XX",2,0,0.25,0.25,0.5,"1"
"vhc0069","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","personal ornament",10,5,4,"almost complete",">>>>! _ >>>>!","",">>>> _ >>>>",">>>> _ >>>>",9,0.503258334775646,0.906004739982319,0.906004739982319,0.222222222222222,"0.75"
"vhc0070","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","tube/flute",17,7,3,"fragmented","!vvvvvv!","","vvvvvv","vvvvvv",6,0,0.599129685927236,0.599129685927236,0.166666666666667,"1"
"vhc0071","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","undetermined",14,4,2,"fragmented","!||||!","","||||","||||",4,0,0.50708020839343,0.50708020839343,0.25,"1"
"vhc0073","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2009","ivory","possible figurine",16,9,3,"fragmented","!vvv!","","vvv","vvv",3,0,0.430827083453526,0.430827083453526,0.333333333333333,"1"
"vhc0074","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","undetermined",14,4,4,"fragmented","(!XXXXX) _ (!XXX) _ v","","v","v",1,0,0,0,1,"NA"
"vhc0075","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","undetermined",9,1,2,"fragmented","!vvvvv!","","vvvvv","vvvvv",5,0,0.571190309536813,0.571190309536813,0.2,"1"
"vhc0076","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","flute",16,3,1,"fragmented","!////!","","////","////",4,0,0.50708020839343,0.50708020839343,0.25,"1"
"vhc0077","","Aurignacien","Vogelherd",NA,"HU/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","bone","undetermined",15,5,2,"fragmented","!v v vv v!","","v v vv v","v v vv v",8,0.954434002924965,0.804747143360445,0.804747143360445,0.25,"0.142857142857143"
"vhc0078","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","figurine undet.",11,8,6,"fragmented","!vv!","","vv","vv",2,0,0.25,0.25,0.5,"1"
"vhc0080","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","undetermined",19,7,2,"fragmented","!/ / //","","/ / //","/ / //",6,0.918295834054489,0.774738799674107,0.774738799674107,0.333333333333333,"0.2"
"vhc0081","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","undetermined",20,8,5,"fragmented","!XXX! _ !vvvv!","","XXX _ vvvv","XXX _ vvvv",8,1.40563906222957,1.16783444620346,1.16783444620346,0.375,"0.714285714285714"
"vhc0082","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","possible figurine",11,6,3,"fragmented","!vvvvv!","","vvvvv","vvvvv",5,0,0.571190309536813,0.571190309536813,0.2,"1"
"vhc0083","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","possible figurine",11,9,4,"fragmented","!XXX!","","XXX","XXX",3,0,0.430827083453526,0.430827083453526,0.333333333333333,"1"
"vhc0084","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","figurine zoomorph",31,14,4,"fragmented","|||! _ v _ v _ v _ v _ v","","||| _ v _ v _ v _ v _ v","v _ v _ v _ ||| _ v _ v",13,1.54858060652285,1.01694495149311,1.13293946830435,0.230769230769231,"0.166666666666667"
"vhc0085","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","bone","undetermined",17,5,2,"fragmented","vv!","","vv","vv",2,0,0.25,0.25,0.5,"1"
"vhc0086","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","bone","undetermined",NA,NA,NA,"fragmented","!v vv vv!","","v vv vv","v vv vv",7,0.863120568566631,0.734042128859753,0.734042128859753,0.285714285714286,"0.333333333333333"
"vhc0087","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","figurine zoomorph",56,17,6,"fragmented","(XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX) _ °°°°°°°°°! _ °°°°°°! _ °! _ °! _ ¤¤¤¤¤¤","","°°°°°°°°° _ °°°°°° _ ° _ ° _ ¤¤¤¤¤¤","° _ °°°°°° _ ° _ °°°°°°°°° _ ¤¤¤¤¤¤",27,1.31056737973448,1.25022406080521,1.10999602493018,0.111111111111111,"0.692307692307692"
"vhc0088","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","rod/bâton",48,14,5,"fragmented","!W!","","W","W",1,0,0,0,1,"NA"
"vhc0089","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","undetermined",17,7,4,"fragmented",">>>>! _ >>!","",">>>> _ >>",">> _ >>>>",7,0.591672778582327,0.945082936628134,0.827276689564685,0.285714285714286,"0.666666666666667"
"vhc0090","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","figurine zoomorph",37,28,12,"complete","vvvvvv _ ≠ _ ≠","Very certain","vvvvvv _ ≠ _ ≠","vvvvvv _ ≠ _ ≠",10,1.37095059445467,1.21197387522121,1.21197387522121,0.3,"0.555555555555556"
"vhc0091","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","possible figurine",14,8,3,"fragmented","!vvvvvvvvvv!","","vvvvvvvvvv","vvvvvvvvvv",10,0,0.645261023500736,0.645261023500736,0.1,"1"
"vhc0092","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","bone","undetermined",16,3,2,"fragmented","!vvv! _ !vvvvv!","","vvv _ vvvvv","vvvvv _ vvv",9,0.503258334775646,0.867333903388696,0.969746142182309,0.222222222222222,"0.75"
"vhc0093","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","figurine undet.",61,23,8,"fragmented","!|||||! _ !|! _ !||!","","||||| _ | _ ||","|| _ ||||| _ |",10,0.721928094887362,1.00943047370155,0.841633606492663,0.2,"0.555555555555556"
"vhc0094","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","undetermined",11,5,3,"fragmented","!XX! _ !vvvvvvv!","","XX _ vvvvvvv","vvvvvvv _ XX",10,1.15677964944704,1.02770251601774,1.22050235341174,0.3,"0.777777777777778"
"vhc0095","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","undetermined",37,24,7,"fragmented","X","","X","X",1,0,0,0,1,"NA"
"vhc0096","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","undetermined",18,5,4,"fragmented","XX! _ vvvvvvvv! _ !vvvv!","","XX _ vvvvvvvv _ vvvv","vvvv _ vvvvvvvv _ XX",16,1.06127812445913,1.03941519748085,1.11553293796116,0.1875,"0.733333333333333"
"vhc0097","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","bone","tube/flute",25,6,2,"fragmented","!⊞!","","⊞","⊞",1,0,0,0,1,"NA"
"vhc0098","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","undetermined",32,10,5,"fragmented","|| ||","","|| ||","|| ||",5,0.721928094887362,0.782518642966301,0.782518642966301,0.4,"0.5"
"vhc0099","","Aurignacien","Vogelherd",NA,"DKS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","undetermined",28,8,2,"fragmented","!////","","////","////",4,0,0.50708020839343,0.50708020839343,0.25,"1"
"vhc0100","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","bone","tube/flute",10,6,2,"fragmented","!vvv!","","vvv","vvv",3,0,0.430827083453526,0.430827083453526,0.333333333333333,"1"
"vhc0101","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","ivory","possible figurine",10,7,4,"fragmented","!vv! _ !v!","","vv _ v","vv _ v",4,0.811278124459133,0.771240625180289,0.771240625180289,0.5,"0.333333333333333"
"vhc0102","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","bone","undetermined",8,8,2,"fragmented","!|||! _ !vv! _ !vvv!","","||| _ vv _ vvv","||| _ vv _ vvv",10,1.48547529722733,1.1326335040714,1.1326335040714,0.3,"0.555555555555556"
"vhc0103","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","bone","undetermined",18,5,2,"fragmented","!vvvvvv! _ !v V>>>vv!","","vvvvvv _ v V>>>vv","vvvvvv _ v V>>>vv",15,1.6879430945989,1.64791216447839,1.64791216447839,0.333333333333333,"0.571428571428571"
"vhc0104","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","undetermined",9,2,2,"fragmented","!vvv! _ !vv! _ !vv! _ !vvv!","","vvv _ vv _ vv _ vvv","vvv _ vv _ vv _ vvv",13,0.779349837292085,0.853505762904436,0.853505762904436,0.153846153846154,"0.5"
"vhc0105","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","possible flute",13,2,2,"fragmented","!vvvvvvv!","","vvvvvvv","vvvvvvv",7,0,0.624876355033059,0.624876355033059,0.142857142857143,"1"
"vhc0106","","Aurignacien","Vogelherd",NA,"DL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2005","ivory","possible figurine",17,8,3,"fragmented","!⊞!","","⊞","⊞",1,0,0,0,1,"NA"
"vhc0107","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2005","ivory","rod/bâton",29,12,5,"fragmented","/ \ _ |||! _ ||!","","/ \ _ ||| _ ||","||| _ / \ _ ||",10,1.96096404744368,1.3070655021589,1.52243324826178,0.5,"0.333333333333333"
"vhc0108","","Aurignacien","Vogelherd",NA,"HU/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2005","bone","undetermined",15,4,2,"fragmented","!XXXX!","","XXXX","XXXX",4,0,0.50708020839343,0.50708020839343,0.25,"1"
"vhc0109","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","possible flute",17,3,2,"fragmented","!vvvvvvvv!","","vvvvvvvv","vvvvvvvv",8,0,0.634341506468835,0.634341506468835,0.125,"1"
"vhc0110","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","undetermined",17,8,3,"fragmented","vvv!","","vvv","vvv",3,0,0.430827083453526,0.430827083453526,0.333333333333333,"1"
"vhc0112","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","figurine zoomorph",14,11,8,"fragmented","vv _ X","","vv _ X","X _ vv",4,1.5,1.02124062518029,0.896240625180289,0.75,"0.333333333333333"
"vhc0113","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","bone","rod/bâton",19,4,4,"fragmented","!vvv! _ !vvvv! _ vv! _ !vvvv!","","vvv _ vvvv _ vv _ vvvv","vvv _ vv _ vvvv _ vvvv",16,0.696212260125146,0.791582932073805,0.821614560433813,0.125,"0.6"
"vhc0114","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","undetermined",40,23,8,"fragmented","!||||||!","","||||||","||||||",6,0,0.599129685927236,0.599129685927236,0.166666666666667,"1"
"vhc0115","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","undetermined",11,4,2,"fragmented","!vvvv!","","vvvv","vvvv",4,0,0.50708020839343,0.50708020839343,0.25,"1"
"vhc0116","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","undetermined",18,9,3,"fragmented","!⊞!","","⊞","⊞",1,0,0,0,1,"NA"
"vhc0117","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2011","bone","tube/flute",12,6,3,"fragmented","!vvvvv!","","vvvvv","vvvvv",5,0,0.571190309536813,0.571190309536813,0.2,"1"
"vhc0118","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2011","bone","flute",19,4,3,"fragmented","v v vv v v v","","v v vv v v v","v v vv v v v",12,0.979868756651153,0.771528480233258,0.771528480233258,0.166666666666667,"0.0909090909090909"
"vhc0119","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"","ivory","possible figurine",9,5,3,"fragmented","!v vv v!","","v vv v","v vv v",6,0.918295834054489,0.726489755391713,0.726489755391713,0.333333333333333,"0.2"
"vhc0120","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2011","ivory","possible figurine",12,4,2,"fragmented","!⊞!","","⊞","⊞",1,0,0,0,1,"NA"
"vhc0121","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","bone","tube/flute",36,11,3,"fragmented","!| | |!","","| | |","| | |",5,0.970950594454669,0.671190309536813,0.671190309536813,0.4,"0"
"vhc0122","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","bone","tube/flute",11,6,2,"fragmented","v!","","v","v",1,0,0,0,1,"NA"
"vhc0123","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2011","ivory","rod/bâton",25,6,5,"fragmented","vvvv vvv vv! _ vvv v vvvv _ vvv! _ !v vv v v v v v! _ v v v v v _ !vvvv! _ !>>>>>>>!","","vvvv vvv vv _ vvv v vvvv _ vvv _ v vv v v v v v _ v v v v v _ vvvv _ >>>>>>>","vvv v vvvv _ v v v v v _ vvvv _ vvvv vvv vv _ v vv v v v v v _ >>>>>>> _ vvv",64,1.606031204753,1.21284629833187,1.23082359434114,0.0625,"0.365079365079365"
"vhc0124","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2011","bone","undetermined",39,7,2,"fragmented","vvvvvv","","vvvvvv","vvvvvv",6,0,0.599129685927236,0.599129685927236,0.166666666666667,"1"
"vhc0125","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2011","ivory","undetermined",8,5,3,"fragmented","!vvv!","","vvv","vvv",3,0,0.430827083453526,0.430827083453526,0.333333333333333,"1"
"vhc0126","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2011","bone","undetermined",18,5,2,"fragmented","!vvvvvvv! _ // /// //!","","vvvvvvv _ // /// //","// /// // _ vvvvvvv",17,1.65787643484996,1.3361640578762,1.30192679535602,0.235294117647059,"0.625"
"vhc0127","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2005","bone","tube/flute",20,7,4,"fragmented","!vv! _ !vvv!","","vv _ vvv","vvv _ vv",6,0.650022421648354,0.803014408229587,0.89315642205838,0.333333333333333,"0.6"
"vhc0128","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2011","ivory","undetermined",12,7,3,"fragmented","!||!","","||","||",2,0,0.25,0.25,0.5,"1"
"vhc0129","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2011","bone","tube/flute",15,5,4,"fragmented","vvvv _ vvvv","","vvvv _ vvvv","vvvv _ vvvv",9,0.503258334775646,0.906004739982319,0.906004739982319,0.222222222222222,"0.75"
"vhc0130","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2011","bone","tube/flute",21,6,2,"fragmented","!vv!","","vv","vv",2,0,0.25,0.25,0.5,"1"
"vhc0131","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2005","bone","tube/flute",17,7,4,"fragmented","≠!","","≠","≠",1,0,0,0,1,"NA"
"vhc0132","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2011","bone","awl",52,11,8,"almost complete","|||||| _ vvvv vvv _ ||||! _ vvvv vv","","|||||| _ vvvv vvv _ |||| _ vvvv vv","vvvv vvv _ |||| _ vvvv vv _ ||||||",28,1.66164475109792,1.19947884495828,1.21660387100555,0.142857142857143,"0.62962962962963"
"vhc0133","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2005","bone","flute",17,5,2,"fragmented","v","","v","v",1,0,0,0,1,"NA"
"vhc0134","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2010","bone","possible figurine",11,4,4,"fragmented","!XXX!","","XXX","XXX",3,0,0.430827083453526,0.430827083453526,0.333333333333333,"1"
"vhc0135","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2010","bone","spatula/lissoir",30,10,5,"fragmented","(/XXXX!) _ (XXXX!) _ >>! _","",">>",">>",2,0,0.25,0.25,0.5,"1"
"vhc0136","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2010","bone","flute",15,6,2,"fragmented","||!","","||","||",2,0,0.25,0.25,0.5,"1"
"vhc0137","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2010","ivory","possible flute",14,4,2,"fragmented","!vvv!","","vvv","vvv",3,0,0.430827083453526,0.430827083453526,0.333333333333333,"1"
"vhc0138","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2010","bone","tube/flute",17,6,3,"fragmented","!vvvv! _ !vvvvv!","","vvvv _ vvvvv","vvvvv _ vvvv",10,0.468995593589281,0.889631812760795,0.946999074740786,0.2,"0.777777777777778"
"vhc0139","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","undetermined",45,18,7,"fragmented","!| || |!","","| || |","| || |",6,0.918295834054489,0.726489755391713,0.726489755391713,0.333333333333333,"0.2"
"vhc0140","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","rod/bâton",13,4,4,"fragmented","!vvv!","","vvv","vvv",3,0,0.430827083453526,0.430827083453526,0.333333333333333,"1"
"vhc0141","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2009","bone","tube/flute",19,4,2,"fragmented","!||||!","","||||","||||",4,0,0.50708020839343,0.50708020839343,0.25,"1"
"vhc0142","","Aurignacien","Vogelherd",NA,"IV","C14","32030±280 - 26160±150",NA,NA,NA,"1931","ivory","undetermined",81,28,17,"fragmented","!≠!","","≠","≠",1,0,0,0,1,"NA"
"vhc0143","","Aurignacien","Vogelherd",NA,"V","C14","35810±710 - 25900±260",NA,NA,NA,"1931","bone","undetermined",60,10,2,"almost complete","||| ||||","","||| ||||","||| ||||",8,0.543564443199596,0.869373609160239,0.869373609160239,0.25,"0.714285714285714"
"vhc0144","","Aurignacien","Vogelherd",NA,"IV","C14","32030±280 - 26160±150",NA,NA,NA,"1931","ivory","figurine zoomorph",62,23,8,"fragmented","||||| _! /////////////////! _ !///////////////!","","||||| _ ///////////////// _ ///////////////","||||| _ ///////////////// _ ///////////////",39,0.833872975927971,0.891241349631923,0.891241349631923,0.0769230769230769,"0.894736842105263"
"vhc0145","","Aurignacien","Vogelherd",NA,"V","C14","35810±710 - 25900±260",NA,NA,NA,"1931","ivory","figurine zoomorph",50,32,22,"almost complete","(/X)XXXXXYYY _ X(XX) _ (X/X)XXXX _ XVXXY _ °°° _ °°°°°°° _ XXXX _ >>>XXX _ ⊞ _ XXXXX","","XXXXXYYY _ X _ XXXX _ XVXXY _ °°° _ °°°°°°° _ XXXX _ >>>XXX _ ⊞ _ XXXXX","XXXXXYYY _ ⊞ _ °°° _ XVXXY _ XXXX _ °°°°°°° _ >>>XXX _ X _ XXXX _ XXXXX",53,2.13169596006535,1.72780608750719,1.64671139763279,0.132075471698113,"0.557692307692308"
"vhc0146","","Aurignacien","Vogelherd",NA,"V","C14","35810±710 - 25900±260",NA,NA,NA,"1931","ivory","figurine zoomorph",48,25,8,"fragmented","XXXXXXXXXXXXX _ vvvvvvvvvvvvvvvvv","","XXXXXXXXXXXXX _ vvvvvvvvvvvvvvvvv","XXXXXXXXXXXXX _ vvvvvvvvvvvvvvvvv",31,1.16088712854526,1.05081158096833,1.05081158096833,0.0967741935483871,"0.933333333333333"
"vhc0147","","Aurignacien","Vogelherd",NA,"V","C14","35810±710 - 25900±260",NA,NA,NA,"1931","ivory","figurine zoomorph",68,24,14,"fragmented","|||||X _ (!°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°!) _ (!°°°°°°°°°°°°°°°°°!) _ ||||","","|||||X _ ||||","|||||X _ ||||",11,0.865856617457224,1.13434321773677,1.13434321773677,0.272727272727273,"0.7"
"vhc0148","","Aurignacien","Vogelherd",NA,"","C14","35810±710 - 25900±260",NA,NA,NA,"1950","sandstone","possible figurine",54,40,32,"complete","||||||||||| _ [||||||||||||||||||||||||] _ [||||||||||||||||||||||||]","","|||||||||||","|||||||||||",11,0,0.647357495241454,0.647357495241454,0.0909090909090909,"1"
"vhc0149","","Aurignacien","Vogelherd",NA,"IV","C14","32030±280 - 26160±150",NA,NA,NA,"1931","ivory","undetermined",38,14,5,"fragmented","!|||||||","","|||||||","|||||||",7,0,0.624876355033059,0.624876355033059,0.142857142857143,"1"
"vhc0151","","Aurignacien","Vogelherd",NA,"V","C14","35810±710 - 25900±260",NA,NA,NA,"1931","fossil","undetermined",77,24,26,"almost complete","v v vvv vv","","v v vvv vv","v v vvv vv",10,0.881290899230693,0.867750949704728,0.867750949704728,0.2,"0.333333333333333"
"vhc0152","","Aurignacien","Vogelherd",NA,"V","C14","35810±710 - 25900±260",NA,NA,NA,"1931","ivory","bâton percé",133,31,10,"almost complete","|||| _ ||||| _ ||||||||","","|||| _ ||||| _ ||||||||","||||| _ |||||||| _ ||||",19,0.485460760745913,0.787064285231711,0.789842537788433,0.105263157894737,"0.777777777777778"
