"tablet.id","signs.orig.vec","signs.expand.vec"
"P000628","1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ N01"
"P000629","1(N01) _ PAP~a _ 1(N01)","N01 _ PAP~a _ N01"
"P000630","1(N01) _ DUG~b _ 1(N01) _ GISZIMMAR~b1 _ 1(N01)","N01 _ DUG~b _ N01 _ GISZIMMAR~b1 _ N01"
"P000631","1(N01) _ 1(N01) _ 1(N01) _ NIMGIR _ 1(N01) _ |SZE~a.NAM2| _ 1(N01) _ GUL _ PAP~a _ 1(N01) _ GUL _ SZUBUR _ 1(N01) _ PAP~a _ 1(N01) _ GA2~a1 _ 1(N01) _ HI _ 1(N01) _ PAP~a _ EN~a _ 1(N01) _ ZATU687 _ TAK4~a _ 1(N01) _ HI _ EN~a _ 1(N01) _ EN~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N34)","N01 _ N01 _ N01 _ NIMGIR _ N01 _ |SZE~a.NAM2| _ N01 _ GUL _ PAP~a _ N01 _ GUL _ SZUBUR _ N01 _ PAP~a _ N01 _ GA2~a1 _ N01 _ HI _ N01 _ PAP~a _ EN~a _ N01 _ ZATU687 _ TAK4~a _ N01 _ HI _ EN~a _ N01 _ EN~a _ N01 _ N01 _ N01 _ N01 _ N01 _ N34"
"P000632","1(N01) _ A _ 1(N01) _ AL _ 1(N01) _ 1(N01) _ 1(N06) _ 1(N01)","N01 _ A _ N01 _ AL _ N01 _ N01 _ N06 _ N01"
"P000633","DIN _ MA _ MES _ 1(N01) _ EN~a _ A _ MES _ 1(N01) _ GISZ _ SZE3 _ A _ 1(N01) _ 1(N01) _ TUR","DIN _ MA _ MES _ N01 _ EN~a _ A _ MES _ N01 _ GISZ _ SZE3 _ A _ N01 _ N01 _ TUR"
"P000634","1(N01) _ NIM~a","N01 _ NIM~a"
"P000635","1(N01) _ GAL~a _ 1(N01)","N01 _ GAL~a _ N01"
"P000636","1(N01) _ NAM2 _ 1(N01)","N01 _ NAM2 _ N01"
"P000637","BA","BA"
"P000638","BAR _ AN _ USZ~a _ A _ A _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","BAR _ AN _ USZ~a _ A _ A _ N01 _ N01 _ N01 _ N01"
"P000639","1(N01) _ 1(N01) _ 1(N01) _ GISZ","N01 _ N01 _ N01 _ GISZ"
"P000640","1(N01) _ 1(N01) _ ABGAL _ 1(N01) _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a","N01 _ N01 _ ABGAL _ N01 _ N01 _ GAL~a _ N01 _ GAL~a"
"P000641","1(N01) _ AN _ TAK4~a _ 1(N01) _ 1(N01) _ 1(N01) _ NAGA~a _ SILA3~a _ SILA3~a _ SAG@n _ 4(N14) _ 1(N01)","N01 _ AN _ TAK4~a _ N01 _ N01 _ N01 _ NAGA~a _ SILA3~a _ SILA3~a _ SAG@n _ N14 N14 N14 N14 _ N01"
"P000642","1(N01) _ 1(N01) _ NAM2","N01 _ N01 _ NAM2"
"P000643","1(N01) _ MUSZEN _ NAGA~a _ 1(N01) _ ERIM2 _ 1(N01) _ I _ NUN~a _ 1(N01) _ GIBIL6 _ 1(N01) _ PAD~a _ 1(N01) _ E2~b _ AN _ 1(N01) _ E2~a _ NINLIL _ 1(N01) _ SAL _ |GA2~bxDUB~a| _ URI3~a _ 1(N01)","N01 _ MUSZEN _ NAGA~a _ N01 _ ERIM2 _ N01 _ I _ NUN~a _ N01 _ GIBIL6 _ N01 _ PAD~a _ N01 _ E2~b _ AN _ N01 _ E2~a _ NINLIL _ N01 _ SAL _ |GA2~bxDUB~a| _ URI3~a _ N01"
"P000644","SU~a _ HAL _ 1(N01) _ AN _ KI _ 1(N01)","SU~a _ HAL _ N01 _ AN _ KI _ N01"
"P000645","1(N01) _ 1(N01) _ IR~a _ 1(N01) _ DIN _ IR~a _ 1(N01) _ SU~a _ NI~b _ 1(N01) _ 5(N57) _ SU~a _ NI~b _ 1(N01) _ SU~a _ NI~b _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ IR~a _ N01 _ DIN _ IR~a _ N01 _ SU~a _ NI~b _ N01 _ N57 N57 N57 N57 N57 _ SU~a _ NI~b _ N01 _ SU~a _ NI~b _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01"
"P000646","1(N01) _ 1(N01) _ 1(N01) _ GAL~a","N01 _ N01 _ N01 _ GAL~a"
"P000647","GIR2~a _ DIM~c _ 1(N01) _ DIM~c _ AN _ 1(N01)","GIR2~a _ DIM~c _ N01 _ DIM~c _ AN _ N01"
"P000648","1(N01) _ SZU2 _ |DUG~bxDIN|","N01 _ SZU2 _ |DUG~bxDIN|"
"P000649","DI _ NAM2 _ 1(N01) _ RI8~b _ KAK~a _ 1(N01) _ DI _ E2~b _ 1(N01) _ KU3~a _ E2~b _ 1(N01) _ KU3~c _ E2~b _ 1(N01)","DI _ NAM2 _ N01 _ RI8~b _ KAK~a _ N01 _ DI _ E2~b _ N01 _ KU3~a _ E2~b _ N01 _ KU3~c _ E2~b _ N01"
"P000650","",""
"P000651","1(N01) _ 1(N01) _ |SIxSZE3| _ BAD _ 1(N01) _ BAD","N01 _ N01 _ |SIxSZE3| _ BAD _ N01 _ BAD"
"P000652","1(N01) _ SIG _ 1(N01) _ BANSZUR~b2 _ 1(N01) _ GISZ _ LISZ _ 1(N01) _ 1(N01)","N01 _ SIG _ N01 _ BANSZUR~b2 _ N01 _ GISZ _ LISZ _ N01 _ N01"
"P000653","1(N01)","N01"
"P000654","1(N01) _ 1(N01) _ 1(N01) _ GA~a _ 1(N01) _ GESZTU~b _ 1(N01)","N01 _ N01 _ N01 _ GA~a _ N01 _ GESZTU~b _ N01"
"P000655","1(N01) _ 1(N01) _ GAL~a _ SZUBUR _ 1(N01) _ NAM2 _ 1(N01) _ 1(N01)","N01 _ N01 _ GAL~a _ SZUBUR _ N01 _ NAM2 _ N01 _ N01"
"P000656","",""
"P000657","1(N01) _ 1(N01) _ U2~b _ 1(N01) _ BU~a _ A","N01 _ N01 _ U2~b _ N01 _ BU~a _ A"
"P000658","1(N01) _ GISZ _ 1(N01) _ U4 _ GISZ _ 1(N01) _ GISZ _ 1(N01) _ GISZ _ 1(N01) _ NIMGIR _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ GISZ _ N01 _ U4 _ GISZ _ N01 _ GISZ _ N01 _ GISZ _ N01 _ NIMGIR _ N01 _ N01 _ N01 _ N01"
"P000659","1(N01) _ 1(N01) _ SILA3~b _ 1(N01) _ |UR2xTAR| _ 1(N01) _ |UR2xTAR| _ AN _ 1(N01) _ SI _ ZATU777","N01 _ N01 _ SILA3~b _ N01 _ |UR2xTAR| _ N01 _ |UR2xTAR| _ AN _ N01 _ SI _ ZATU777"
"P000660","1(N01) _ GAL~a","N01 _ GAL~a"
"P000661","1(N01) _ 1(N01) _ NI~a _ 1(N01) _ KISAL~b1 _ 1(N01) _ 1(N01) _ 1(N01) _ HI _ EN~a _ E2~a _ NUN~a _ 1(N01) _ EN~a _ NUN~a _ 1(N01) _ 1(N34) _ 3(N01)","N01 _ N01 _ NI~a _ N01 _ KISAL~b1 _ N01 _ N01 _ N01 _ HI _ EN~a _ E2~a _ NUN~a _ N01 _ EN~a _ NUN~a _ N01 _ N34 _ N01 N01 N01"
"P000662","1(N01) _ NAMESZDA _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ NAMESZDA _ N01 _ N01 _ N01"
"P000663","GISZ _ A _ 1(N01) _ GISZ _ SI _ 1(N01) _ 1(N01)","GISZ _ A _ N01 _ GISZ _ SI _ N01 _ N01"
"P000664","SZE3 _ 1(N01) _ |SU~ax1(N58)| _ 1(N01) _ UDU~c _ 1(N01) _ LA2 _ GISZ _ 1(N01) _ SZA _ SAR~a _ 1(N01) _ 2(N34) _ 1(N01) _ 1(N01)","SZE3 _ N01 _ |SU~ax1(N58)| _ N01 _ UDU~c _ N01 _ LA2 _ GISZ _ N01 _ SZA _ SAR~a _ N01 _ N34 N34 _ N01 _ N01"
"P000665","1(N01) _ GISZ _ A _ 1(N01) _ 1(N01) _ GUM~b@n _ GUM~b _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ GISZ _ A _ N01 _ N01 _ GUM~b@n _ GUM~b _ N01 _ N01 _ N01 _ N01"
"P000666","1(N01) _ AN _ 1(N01) _ 1(N01) _ AN _ NAGAR~a","N01 _ AN _ N01 _ N01 _ AN _ NAGAR~a"
"P000667","EZEN~b _ ME~a _ SZIDIM","EZEN~b _ ME~a _ SZIDIM"
"P000668","1(N01) _ 1(N01) _ 1(N01) _ GIR2~a _ 1(N01) _ GIR2~a _ AN","N01 _ N01 _ N01 _ GIR2~a _ N01 _ GIR2~a _ AN"
"P000669","1(N01) _ MUD3~c _ SZE~b _ 1(N01) _ AN _ TE _ PAP~a _ |(DUBxDISZ)~c| _ TI _ 1(N01) _ 1(N01) _ ZI~a _ 1(N01) _ AN _ U4 _ KI _ 1(N01) _ 1(N01) _ 1(N01) _ BA","N01 _ MUD3~c _ SZE~b _ N01 _ AN _ TE _ PAP~a _ |(DUBxDISZ)~c| _ TI _ N01 _ N01 _ ZI~a _ N01 _ AN _ U4 _ KI _ N01 _ N01 _ N01 _ BA"
"P000670","1(N01) _ GAL~a _ SZITA~a1 _ 1(N01) _ ABGAL _ 1(N01) _ 1(N01) _ 1(N01) _ GAL~a _ 1(N01)","N01 _ GAL~a _ SZITA~a1 _ N01 _ ABGAL _ N01 _ N01 _ N01 _ GAL~a _ N01"
"P000671","RU","RU"
"P000672","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ EN~a _ SIG2~b _ 1(N01) _ EN~a _ TUG2~a _ 1(N01) _ TUG2~a","N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ EN~a _ SIG2~b _ N01 _ EN~a _ TUG2~a _ N01 _ TUG2~a"
"P000673","1(N01) _ GISZ _ 1(N01) _ GISZ _ DUR2 _ DARA3~c","N01 _ GISZ _ N01 _ GISZ _ DUR2 _ DARA3~c"
"P000674","1(N01) _ 1(N01) _ DUG~b","N01 _ N01 _ DUG~b"
"P000675","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ NAMESZDA _ 1(N01) _ URU~a1 _ 1(N01) _ 1(N01) _ MEN~a _ SZA3~a1 _ AN _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ N01 _ N01 _ NAMESZDA _ N01 _ URU~a1 _ N01 _ N01 _ MEN~a _ SZA3~a1 _ AN _ N01 _ N01 _ N01"
"P000676","1(N01)","N01"
"P000677","1(N01) _ 1(N01) _ AB2 _ 1(N01) _ U4 _ 1(N01) _ 1(N01) _ SZU _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ AB2 _ N01 _ U4 _ N01 _ N01 _ SZU _ N01 _ N01 _ N01 _ N01 _ N01 _ N01"
"P000678","1(N01) _ 1(N01) _ |DUG~bxMASZ| _ 1(N01)","N01 _ N01 _ |DUG~bxMASZ| _ N01"
"P000679","1(N01)","N01"
"P000680","1(N01) _ BU~a _ NUN~a _ 1(N01) _ BU~a _ A","N01 _ BU~a _ NUN~a _ N01 _ BU~a _ A"
"P000681","1(N01) _ PA~a _ NAM2 _ RAD~a _ 1(N01) _ AB~a _ ME~a _ 1(N01) _ GAL~a _ 1(N01) _ IB~a _ 1(N01) _ 1(N01) _ 1(N01) _ BU~a _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a","N01 _ PA~a _ NAM2 _ RAD~a _ N01 _ AB~a _ ME~a _ N01 _ GAL~a _ N01 _ IB~a _ N01 _ N01 _ N01 _ BU~a _ N01 _ GAL~a _ N01 _ GAL~a _ N01 _ GAL~a"
"P000682","1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01"
"P000683","AN _ TAK4~a _ BUR~a _ AN _ BUR~a _ 1(N01) _ NAGAR~b _ 1(N01) _ NAGAR~b _ AN _ 1(N01) _ 1(N01)","AN _ TAK4~a _ BUR~a _ AN _ BUR~a _ N01 _ NAGAR~b _ N01 _ NAGAR~b _ AN _ N01 _ N01"
"P000684","1(N01) _ GAL~a _ TE _ 1(N01)","N01 _ GAL~a _ TE _ N01"
"P000685","IB~a _ 1(N01) _ 1(N01)","IB~a _ N01 _ N01"
"P000686","",""
"P000687","1(N01) _ HI _ NI~b _ 1(N01) _ 12(N58) _ NI~b _ 1(N01) _ IR~a _ 1(N01) _ NE~a _ IR~a","N01 _ HI _ NI~b _ N01 _ N58 N58 N58 N58 N58 N58 N58 N58 N58 N58 N58 N58 _ NI~b _ N01 _ IR~a _ N01 _ NE~a _ IR~a"
"P000688","1(N01) _ 1(N01)","N01 _ N01"
"P000689","1(N01) _ 1(N01) _ DUG~b _ 1(N01) _ DUG~c _ 1(N01) _ |DUG~cx1(N57)| _ 1(N01) _ SZAKIR~c _ 1(N01) _ 4(N57) _ 1(N01) _ 1(N01)","N01 _ N01 _ DUG~b _ N01 _ DUG~c _ N01 _ |DUG~cx1(N57)| _ N01 _ SZAKIR~c _ N01 _ N57 N57 N57 N57 _ N01 _ N01"
"P000690","1(N01) _ 1(N01) _ DUG~c _ 1(N01) _ |DUG~cx1(N57)| _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ DUG~c _ N01 _ |DUG~cx1(N57)| _ N01 _ N01 _ N01"
"P000691","1(N01) _ |DUG~bxZATU779| _ 1(N01) _ |DUG~bxZATU780| _ 1(N01) _ |DUG~bxTAK4~a| _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ |DUG~bxZATU779| _ N01 _ |DUG~bxZATU780| _ N01 _ |DUG~bxTAK4~a| _ N01 _ N01 _ N01"
"P000692","1(N01) _ AN _ KU6~a","N01 _ AN _ KU6~a"
"P000693","1(N01) _ |ZATU737xU4| _ 1(N01) _ |ZATU737xSAL|","N01 _ |ZATU737xU4| _ N01 _ |ZATU737xSAL|"
"P000694","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ MAR~a","N01 _ N01 _ N01 _ N01 _ MAR~a"
"P000695","1(N01) _ GU4 _ 1(N01)","N01 _ GU4 _ N01"
"P000696","GAL~a _ KAK~a","GAL~a _ KAK~a"
"P000697","SANGA~a","SANGA~a"
"P000698","1(N01) _ 1(N01) _ GU4 _ GU4 _ 1(N01)","N01 _ N01 _ GU4 _ GU4 _ N01"
"P000699","1(N01) _ SI _ AK~a _ 1(N01) _ SU~a _ 1(N01) _ E2~a","N01 _ SI _ AK~a _ N01 _ SU~a _ N01 _ E2~a"
"P000700","1(N01) _ 1(N01) _ 1(N01) _ NERGAL~v _ 1(N01) _ NANSZE~b _ 1(N01) _ U4 _ USZUR3~b2 _ 1(N01) _ |ZATU737xNI~a@g| _ 1(N01)","N01 _ N01 _ N01 _ NERGAL~v _ N01 _ NANSZE~b _ N01 _ U4 _ USZUR3~b2 _ N01 _ |ZATU737xNI~a@g| _ N01"
"P000701","1(N01) _ SUHUR _ 4(N58) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ |(SUKUD+SUKUD)~a| _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ SUHUR _ N58 N58 N58 N58 _ N01 _ N01 _ N01 _ N01 _ |(SUKUD+SUKUD)~a| _ N01 _ N01 _ N01 _ N01 _ N01"
"P000702","1(N01) _ |DUG~bxZATU780| _ 1(N01) _ 1(N01) _ |DUG~bxANSZE~d| _ 1(N01) _ SIG2~b _ 1(N01) _ EN~a _ TUG2~a","N01 _ |DUG~bxZATU780| _ N01 _ N01 _ |DUG~bxANSZE~d| _ N01 _ SIG2~b _ N01 _ EN~a _ TUG2~a"
"P000703","1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ N01"
"P000704","",""
"P000705","1(N01) _ 1(N01) _ ZATU753 _ 1(N01) _ 1(N01) _ 1(N01) _ UB _ 1(N01)","N01 _ N01 _ ZATU753 _ N01 _ N01 _ N01 _ UB _ N01"
"P000706","1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01"
"P000707","1(N01) _ 1(N01) _ GESZTU~b _ 1(N01)","N01 _ N01 _ GESZTU~b _ N01"
"P000708","",""
"P000709","1(N01) _ SAL _ SAL _ 1(N01) _ UR~a _ UR~a","N01 _ SAL _ SAL _ N01 _ UR~a _ UR~a"
"P000710","1(N01) _ 1(N01)","N01 _ N01"
"P000711","",""
"P000712","1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01"
"P000713","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ NI~b _ 1(N01) _ NI~b _ 1(N01) _ NI~b _ 1(N01) _ IR~a _ 1(N01) _ 1(N01) _ GAN~a _ 1(N01) _ GAN~a _ 1(N01) _ GAN~a _ 1(N01) _ |DUG~bxSZE~a| _ 1(N01) _ |DUG~bxBALA~a| _ 1(N01) _ |DUG~bxKASKAL| _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ |DUG~bxTI| _ 1(N01) _ 1(N01) _ |DUG~bxSI4~a| _ 1(N01) _ 1(N01) _ |DUG~bxGI6| _ 1(N01) _ 1(N01) _ 1(N01) _ |DUG~bxKUR~a| _ 1(N01) _ |DUG~bxGISZ| _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ GI _ 1(N01) _ BAPPIR~b _ 1(N01) _ |DUG~bxSIG7| _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ NI~b _ N01 _ NI~b _ N01 _ NI~b _ N01 _ IR~a _ N01 _ N01 _ GAN~a _ N01 _ GAN~a _ N01 _ GAN~a _ N01 _ |DUG~bxSZE~a| _ N01 _ |DUG~bxBALA~a| _ N01 _ |DUG~bxKASKAL| _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ |DUG~bxTI| _ N01 _ N01 _ |DUG~bxSI4~a| _ N01 _ N01 _ |DUG~bxGI6| _ N01 _ N01 _ N01 _ |DUG~bxKUR~a| _ N01 _ |DUG~bxGISZ| _ N01 _ N01 _ N01 _ N01 _ GI _ N01 _ BAPPIR~b _ N01 _ |DUG~bxSIG7| _ N01 _ N01 _ N01 _ N01 _ N01 _ N01"
"P000714","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ U4 _ BALA~a _ 1(N01) _ 1(N01) _ SANGA~a _ NUN~a _ 1(N01) _ SZEN~a _ A _ 1(N01) _ A _ 1(N01) _ 1(N01) _ KI _ MA _ 1(N01) _ |SZE~a.NAM2| _ NUN~a _ 1(N01) _ BA _ SZU _ NUN~a _ 1(N01) _ ZATU647 _ 1(N01) _ DA~a _ NE~a _ 1(N01) _ KI _ AL _ SU~a _ 1(N01) _ SUG _ MASZ _ 1(N01) _ 1(N01) _ 1(N01) _ LAL2~a _ 1(N01) _ PA~a _ SUG5 _ SZUBUR _ 1(N01) _ A _ A _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ GAL~a _ KI _ 1(N01) _ NA~b _ KI _ 1(N01) _ 1(N01) _ ZATU694~c _ BA _ 1(N01) _ LAL2~a _ 1(N01) _ GAL~a _ TUR3~a _ 1(N01) _ NUN~a _ 4(N14) _ 3(N01) _ URU~a1 _ BA","N01 _ N01 _ N01 _ N01 _ N01 _ U4 _ BALA~a _ N01 _ N01 _ SANGA~a _ NUN~a _ N01 _ SZEN~a _ A _ N01 _ A _ N01 _ N01 _ KI _ MA _ N01 _ |SZE~a.NAM2| _ NUN~a _ N01 _ BA _ SZU _ NUN~a _ N01 _ ZATU647 _ N01 _ DA~a _ NE~a _ N01 _ KI _ AL _ SU~a _ N01 _ SUG _ MASZ _ N01 _ N01 _ N01 _ LAL2~a _ N01 _ PA~a _ SUG5 _ SZUBUR _ N01 _ A _ A _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ GAL~a _ KI _ N01 _ NA~b _ KI _ N01 _ N01 _ ZATU694~c _ BA _ N01 _ LAL2~a _ N01 _ GAL~a _ TUR3~a _ N01 _ NUN~a _ N14 N14 N14 N14 _ N01 N01 N01 _ URU~a1 _ BA"
"P000733","EN~a _ USZ~a","EN~a _ USZ~a"
"P000734","1(N39~a) _ 2(N01) _ 1(N24) _ 2(N01) _ 1(N26) _ 4(N01) _ 2(N58) _ 2(N01) _ DU6~b _ 1(N01) _ U4 _ 1(N01) _ |LAGAB~axSZITA~a1| _ 2(N01) _ ZATU726~c _ 2(N01) _ DU8~c _ 5(N01) _ ZATU681 _ DUG~a _ GAL~a _ SANGA~a _ NUN~a _ 1(N01) _ 4(N39~a) _ 1(N24) _ 1(N30~a) _ DUG~a _ SANGA~a _ NUN~a","N39~a _ N01 N01 _ N24 _ N01 N01 _ N26 _ N01 N01 N01 N01 _ N58 N58 _ N01 N01 _ DU6~b _ N01 _ U4 _ N01 _ |LAGAB~axSZITA~a1| _ N01 N01 _ ZATU726~c _ N01 N01 _ DU8~c _ N01 N01 N01 N01 N01 _ ZATU681 _ DUG~a _ GAL~a _ SANGA~a _ NUN~a _ N01 _ N39~a N39~a N39~a N39~a _ N24 _ N30~a _ DUG~a _ SANGA~a _ NUN~a"
"P000735","3(N01) _ 1(N39~a) _ 5(N01) _ 1(N24) _ 3(N01) _ 1(N26) _ 3(N01) _ 2(N58) _ 4(N01) _ U4 _ 1(N01) _ SIG2~a2 _ 3(N01) _ ZATU726~c _ 1(N14) _ ZATU681 _ 2(N01) _ DU6~b _ 6(N01) _ |LAGAB~axSZITA~a1| _ EN~a _ SZIM~a _ NAM2 _ 2(N39~a) _ HI@g~a _ EN~a _ SZIM~a _ 2(N01) _ 1(N24) _ 1(N30~c) _ SZE~a _ AN _ SIG _ MUSZ3~a","N01 N01 N01 _ N39~a _ N01 N01 N01 N01 N01 _ N24 _ N01 N01 N01 _ N26 _ N01 N01 N01 _ N58 N58 _ N01 N01 N01 N01 _ U4 _ N01 _ SIG2~a2 _ N01 N01 N01 _ ZATU726~c _ N14 _ ZATU681 _ N01 N01 _ DU6~b _ N01 N01 N01 N01 N01 N01 _ |LAGAB~axSZITA~a1| _ EN~a _ SZIM~a _ NAM2 _ N39~a N39~a _ HI@g~a _ EN~a _ SZIM~a _ N01 N01 _ N24 _ N30~c _ SZE~a _ AN _ SIG _ MUSZ3~a"
"P000736","2(N01) _ 2(N58) _ 2(N01) _ SIG2~a2 _ 2(N01) _ ZATU727 _ 1(N14) _ 1(N14) _ 6(N01) _ EZEN~b _ 2(N57) _ 4(N01) _ 2(N39~a) _ 1(N24) _ 1(N26) _ DUG~a","N01 N01 _ N58 N58 _ N01 N01 _ SIG2~a2 _ N01 N01 _ ZATU727 _ N14 _ N14 _ N01 N01 N01 N01 N01 N01 _ EZEN~b _ N57 N57 _ N01 N01 N01 N01 _ N39~a N39~a _ N24 _ N26 _ DUG~a"
"P000737","1(N14) _ AN _ HI _ SZITA~a1 _ 1(N14) _ SIG7 _ SZITA~a1 _ 5(N01) _ SZITA~a1 _ BU~a _ TUR","N14 _ AN _ HI _ SZITA~a1 _ N14 _ SIG7 _ SZITA~a1 _ N01 N01 N01 N01 N01 _ SZITA~a1 _ BU~a _ TUR"
"P000741","",""
"P000743","9(N01) _ UDU~a _ 1(N14) _ SZITA~b1 _ 1(N14) _ BA _ 1(N57) _ 2(N39~a) _ 1(N24) _ HI@g~a _ 2(N39~a) _ 1(N28) _ ZATU714 _ 4(N39~a) _ 1(N24) _ MU _ 1(N40)","N01 N01 N01 N01 N01 N01 N01 N01 N01 _ UDU~a _ N14 _ SZITA~b1 _ N14 _ BA _ N57 _ N39~a N39~a _ N24 _ HI@g~a _ N39~a N39~a _ N28 _ ZATU714 _ N39~a N39~a N39~a N39~a _ N24 _ MU _ N40"
"P000746","",""
"P000759","9(N01) _ UDU~a _ 1(N14) _ 1(N14) _ KU3~a _ 2(N14) _ TA~c _ HI@g~a _ 4(N42~a) _ 1(N25) _ 1(N28) _ HI@g~a _ GESZTU~b _ NAM2 _ U4","N01 N01 N01 N01 N01 N01 N01 N01 N01 _ UDU~a _ N14 _ N14 _ KU3~a _ N14 N14 _ TA~c _ HI@g~a _ N42~a N42~a N42~a N42~a _ N25 _ N28 _ HI@g~a _ GESZTU~b _ NAM2 _ U4"
"P000760","2(N01) _ SAL _ KI _ 1(N01) _ SAL _ SZA3~a1 _ 8(N01) _ |U4.SZU2| _ SA~a _ 2(N01) _ 5(N01) _ 1(N14) _ 1(N14)","N01 N01 _ SAL _ KI _ N01 _ SAL _ SZA3~a1 _ N01 N01 N01 N01 N01 N01 N01 N01 _ |U4.SZU2| _ SA~a _ N01 N01 _ N01 N01 N01 N01 N01 _ N14 _ N14"
"P000769","SZITA~b1 _ SZITA~a1","SZITA~b1 _ SZITA~a1"
"P000778","1(N01)","N01"
"P000783","1(N14) _ BA _ 8(N01) _ 2(N34) _ AB2 _ SZITA~a1 _ 1(N34) _ 4(N14) _ SZITA~a1 _ 2(N14) _ |(SZAxHI@g~a)~b| _ 4(N39~a) _ 2(N39~a) _ AN _ MEN~a","N14 _ BA _ N01 N01 N01 N01 N01 N01 N01 N01 _ N34 N34 _ AB2 _ SZITA~a1 _ N34 _ N14 N14 N14 N14 _ SZITA~a1 _ N14 N14 _ |(SZAxHI@g~a)~b| _ N39~a N39~a N39~a N39~a _ N39~a N39~a _ AN _ MEN~a"
"P000784","SZITA~b1 _ 2(N34) _ 4(N01) _ SZITA~a1 _ DU _ 2(N34) _ 4(N01) _ SZITA@g~a _ |3(N57).PIRIG~b1|","SZITA~b1 _ N34 N34 _ N01 N01 N01 N01 _ SZITA~a1 _ DU _ N34 N34 _ N01 N01 N01 N01 _ SZITA@g~a _ |3(N57).PIRIG~b1|"
"P000788","3(N01) _ 1(N01) _ IR~a _ 4(N01) _ 2(N01) _ 1(N01) _ IR~a _ 2(N01) _ MA _ 1(N01) _ DUG~b _ 1(N01) _ IR~a _ 2(N01) _ MA _ 2(N01) _ ZATU662 _ 2(N01) _ 1(N08) _ HASZHUR","N01 N01 N01 _ N01 _ IR~a _ N01 N01 N01 N01 _ N01 N01 _ N01 _ IR~a _ N01 N01 _ MA _ N01 _ DUG~b _ N01 _ IR~a _ N01 N01 _ MA _ N01 N01 _ ZATU662 _ N01 N01 _ N08 _ HASZHUR"
"P000985","",""
"P000986","",""
"P000989","9(N01) _ GAR _ 2(N01) _ 7(N01) _ ZATU762~a _ BA","N01 N01 N01 N01 N01 N01 N01 N01 N01 _ GAR _ N01 N01 _ N01 N01 N01 N01 N01 N01 N01 _ ZATU762~a _ BA"
"P000991","",""
"P000997","1(N01) _ GAL~a _ KASZ~a _ ERIN _ NAM2 _ 1(N01) _ U2~b _ SAG _ 1(N01) _ PAP~a _ 1(N01) _ MUSZEN _ ZATU659","N01 _ GAL~a _ KASZ~a _ ERIN _ NAM2 _ N01 _ U2~b _ SAG _ N01 _ PAP~a _ N01 _ MUSZEN _ ZATU659"
"P001001","EN~a _ I","EN~a _ I"
"P001018","",""
"P001019","",""
"P001020","",""
