"tablet.id","signs.orig.vec","signs.expand.vec"
"P000247","1(N01) _ 1(N01) _ NAM2 _ KAB _ 1(N01) _ NAM2 _ DI _ 1(N01) _ NAM2 _ 1(N01) _ NAM2 _ URU~a1 _ 1(N01) _ NAM2 _ ERIN _ 1(N01) _ GAL~a _ SZUBUR _ 1(N01) _ 1(N01) _ |SZE~a.NAM2| _ NAM2 _ RAD~a _ ME~a _ 1(N01) _ 1(N01) _ GAL~a _ SUKKAL _ 1(N01) _ GADA~a _ SUKKAL _ 1(N01) _ GAL~a _ 1(N01) _ SIG2~b _ 1(N01) _ GAL~a _ KISAL~b2 _ 1(N01) _ GAL~a _ NIM~a _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ 1(N01) _ SU3 _ SZAB~a _ 1(N01) _ GAL~a _ NESAG2~a _ 1(N01) _ GAL~a _ TUR3~a _ 1(N01) _ GAL~a _ UMUN2 _ UMUN2 _ 1(N01) _ GAL~a _ GAL~a _ SZA _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ |ZATU737xDI| _ 1(N01) _ |ZATU737xDI| _ 1(N01) _ |ZATU737xX| _ 1(N01) _ |ZATU737xSAL| _ 1(N01) _ GAL~a _ ISZ~b _ 1(N01) _ GAL~a _ TAG~a2 _ 1(N01) _ GAL~a _ 1(N01) _ DUB~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ ENKUM _ 1(N01) _ NINKUM _ 1(N01) _ GAL~a _ ISZ~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ MAR~a _ APIN~a _ 1(N01) _ 1(N01) _ 1(N01) _ GAL~a _ KAK~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ MUSZ3~a _ 1(N01) _ DU _ 1(N01) _ GAL~a _ ZAG~a _ 1(N01) _ ZAG~a _ 1(N01) _ 1(N01) _ DILMUN _ 1(N01) _ 1(N01) _ 1(N01) _ KUR~a _ 1(N01) _ KU~b2 _ BA _ AN","N01 _ N01 _ NAM2 _ KAB _ N01 _ NAM2 _ DI _ N01 _ NAM2 _ N01 _ NAM2 _ URU~a1 _ N01 _ NAM2 _ ERIN _ N01 _ GAL~a _ SZUBUR _ N01 _ N01 _ |SZE~a.NAM2| _ NAM2 _ RAD~a _ ME~a _ N01 _ N01 _ GAL~a _ SUKKAL _ N01 _ GADA~a _ SUKKAL _ N01 _ GAL~a _ N01 _ SIG2~b _ N01 _ GAL~a _ KISAL~b2 _ N01 _ GAL~a _ NIM~a _ N01 _ GAL~a _ N01 _ GAL~a _ N01 _ SU3 _ SZAB~a _ N01 _ GAL~a _ NESAG2~a _ N01 _ GAL~a _ TUR3~a _ N01 _ GAL~a _ UMUN2 _ UMUN2 _ N01 _ GAL~a _ GAL~a _ SZA _ N01 _ GAL~a _ N01 _ GAL~a _ N01 _ GAL~a _ |ZATU737xDI| _ N01 _ |ZATU737xDI| _ N01 _ |ZATU737xX| _ N01 _ |ZATU737xSAL| _ N01 _ GAL~a _ ISZ~b _ N01 _ GAL~a _ TAG~a2 _ N01 _ GAL~a _ N01 _ DUB~a _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ ENKUM _ N01 _ NINKUM _ N01 _ GAL~a _ ISZ~a _ N01 _ N01 _ N01 _ N01 _ N01 _ MAR~a _ APIN~a _ N01 _ N01 _ N01 _ GAL~a _ KAK~a _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ MUSZ3~a _ N01 _ DU _ N01 _ GAL~a _ ZAG~a _ N01 _ ZAG~a _ N01 _ N01 _ DILMUN _ N01 _ N01 _ N01 _ KUR~a _ N01 _ KU~b2 _ BA _ AN"
"P000248","1(N01) _ |DUG~bxGI6| _ 1(N01) _ |DUG~bxKUR@g~a| _ 1(N01) _ |DUG~bxLAM~a| _ 1(N01) _ |DUG~bxKUR~b| _ 1(N01) _ |DUG~bxGISZ| _ 1(N01) _ |DUG~bxKU6~a| _ 1(N01) _ 1(N01) _ DUG~b _ 1(N01) _ |DUG~bxSIG7| _ 1(N01) _ GI _ |DUG~bxSIG7| _ 1(N01) _ |DUG~bxSIG7| _ 1(N01) _ AGAR2 _ PU2 _ U2~b _ PU2 _ U2~b _ PU2 _ U2~b _ PU2 _ 1(N01) _ NAGA~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ NUN~a _ 1(N01) _ 1(N01) _ EN~a _ 1(N01) _ 1(N01) _ 1(N01) _ TUG2~a _ 1(N01) _ U4 _ 1(N01) _ GI6 _ TUG2~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ |DUG~bxGI6| _ N01 _ |DUG~bxKUR@g~a| _ N01 _ |DUG~bxLAM~a| _ N01 _ |DUG~bxKUR~b| _ N01 _ |DUG~bxGISZ| _ N01 _ |DUG~bxKU6~a| _ N01 _ N01 _ DUG~b _ N01 _ |DUG~bxSIG7| _ N01 _ GI _ |DUG~bxSIG7| _ N01 _ |DUG~bxSIG7| _ N01 _ AGAR2 _ PU2 _ U2~b _ PU2 _ U2~b _ PU2 _ U2~b _ PU2 _ N01 _ NAGA~a _ N01 _ N01 _ N01 _ N01 _ N01 _ NUN~a _ N01 _ N01 _ EN~a _ N01 _ N01 _ N01 _ TUG2~a _ N01 _ U4 _ N01 _ GI6 _ TUG2~a _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01"
"P000249","1(N01) _ 1(N01) _ KAR _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ A _ 1(N01) _ NI2 _ 1(N01) _ EN~a _ ZATU647 _ BA _ 1(N01) _ TUG2~a _ BA _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ KI _ 1(N01) _ DI _ NAM2 _ KI _ 1(N01) _ NIR~a _ SZAGAN _ 1(N01) _ NIR~a _ 1(N01) _ GAL~a _ SIMUG _ KI _ 1(N01) _ KU3~a _ 1(N01) _ GAL~a _ 1(N01) _ 1(N01)","N01 _ N01 _ KAR _ N01 _ N01 _ N01 _ N01 _ N01 _ A _ N01 _ NI2 _ N01 _ EN~a _ ZATU647 _ BA _ N01 _ TUG2~a _ BA _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ KI _ N01 _ DI _ NAM2 _ KI _ N01 _ NIR~a _ SZAGAN _ N01 _ NIR~a _ N01 _ GAL~a _ SIMUG _ KI _ N01 _ KU3~a _ N01 _ GAL~a _ N01 _ N01"
"P000250","1(N01) _ 1(N01) _ GAL~a _ ZAG~a _ 1(N01) _ NESAG2~a _ ZAG~a _ 1(N01) _ 1(N01) _ 1(N01) _ ZATU752 _ 1(N01) _ GAL~a _ UR3~a2 _ 1(N01) _ GI _ KAB _ 1(N01) _ UNUG~b _ 1(N01) _ SZU _ UKKIN~a _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ SZU12 _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ BULUG3 _ 1(N01) _ GAL~a _ ERIN _ E2~a _ 1(N01) _ GAL~a _ TAK4~a _ ALAN~b _ 1(N01) _ GAL~a _ KID~b _ 1(N01) _ GAL~a _ KID~b _ KID~b _ 1(N01) _ GAL~a _ |EZEN~bx6(N57)| _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ ISZ~b _ 1(N01) _ 1(N01)","N01 _ N01 _ GAL~a _ ZAG~a _ N01 _ NESAG2~a _ ZAG~a _ N01 _ N01 _ N01 _ ZATU752 _ N01 _ GAL~a _ UR3~a2 _ N01 _ GI _ KAB _ N01 _ UNUG~b _ N01 _ SZU _ UKKIN~a _ N01 _ GAL~a _ N01 _ GAL~a _ N01 _ GAL~a _ SZU12 _ N01 _ N01 _ N01 _ N01 _ GAL~a _ N01 _ GAL~a _ BULUG3 _ N01 _ GAL~a _ ERIN _ E2~a _ N01 _ GAL~a _ TAK4~a _ ALAN~b _ N01 _ GAL~a _ KID~b _ N01 _ GAL~a _ KID~b _ KID~b _ N01 _ GAL~a _ |EZEN~bx6(N57)| _ N01 _ N01 _ N01 _ N01 _ N01 _ ISZ~b _ N01 _ N01"
"P000251","1(N01) _ GAL~a _ GISZGAL _ 1(N01) _ GAL~a _ |ZATU737xDI| _ 1(N01) _ UB _ SAG _ 1(N01) _ ZATU725 _ 1(N01) _ DAM _ 1(N01) _ NUN~a _ BU3 _ 1(N01) _ ME~a _ GALGA~a _ ME~a _ 1(N01) _ ENKUM _ 1(N01) _ NINKUM _ 1(N01) _ GAL~a _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ GAL~a _ GISZGAL _ N01 _ GAL~a _ |ZATU737xDI| _ N01 _ UB _ SAG _ N01 _ ZATU725 _ N01 _ DAM _ N01 _ NUN~a _ BU3 _ N01 _ ME~a _ GALGA~a _ ME~a _ N01 _ ENKUM _ N01 _ NINKUM _ N01 _ GAL~a _ N01 _ N01 _ N01"
"P000252","IM~a _ TUR _ 1(N01) _ 1(N01) _ KAR2~a _ 1(N01) _ ME~a _ 1(N01) _ 1(N01) _ GAL~a","IM~a _ TUR _ N01 _ N01 _ KAR2~a _ N01 _ ME~a _ N01 _ N01 _ GAL~a"
"P000253","1(N01) _ 1(N01) _ 1(N01) _ DAM _ 1(N01) _ 1(N01) _ KAR2~a _ 1(N01) _ GALGA~a _ 1(N01) _ LAGAR~a _ 1(N01) _ LAGAR~a _ 1(N01) _ ME~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ DAM _ N01 _ N01 _ KAR2~a _ N01 _ GALGA~a _ N01 _ LAGAR~a _ N01 _ LAGAR~a _ N01 _ ME~a _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01"
"P000254","1(N01) _ BU3 _ 1(N01) _ KAR2~a _ ME~a _ 1(N01) _ 1(N01) _ ENKUM _ 1(N01) _ NINKUM _ 1(N01) _ GAL~a _ ISZ~a _ 1(N01) _ SANGA~a _ 1(N01) _ APIN~a","N01 _ BU3 _ N01 _ KAR2~a _ ME~a _ N01 _ N01 _ ENKUM _ N01 _ NINKUM _ N01 _ GAL~a _ ISZ~a _ N01 _ SANGA~a _ N01 _ APIN~a"
"P000255","1(N01) _ NINKUM _ 1(N01) _ GAL~a _ ISZ~a _ 1(N01) _ GAL~a _ 1(N01) _ 1(N01) _ DU _ EZEN~b _ 1(N01) _ GAL~a _ ZAG~a _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a","N01 _ NINKUM _ N01 _ GAL~a _ ISZ~a _ N01 _ GAL~a _ N01 _ N01 _ DU _ EZEN~b _ N01 _ GAL~a _ ZAG~a _ N01 _ GAL~a _ N01 _ GAL~a"
"P000256","1(N01) _ URI _ 1(N01) _ 1(N01) _ MUD3~a@g _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ SZU2 _ SZU2 _ GU _ AN _ GAL~a _ TUN3~a _ 2(N57) _ SZU _ TUN3~a _ 1(N57) _ SZU _ TUN3~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ AN _ 1(N01) _ 2(N14)","N01 _ URI _ N01 _ N01 _ MUD3~a@g _ N01 _ N01 _ N01 _ N01 _ N01 _ SZU2 _ SZU2 _ GU _ AN _ GAL~a _ TUN3~a _ N57 N57 _ SZU _ TUN3~a _ N57 _ SZU _ TUN3~a _ N01 _ N01 _ N01 _ N01 _ N01 _ AN _ N01 _ N14 N14"
"P000257","U4 _ GI6 _ TUG2~a _ 1(N01) _ GI6 _ TUG2~a@g _ 1(N01) _ GI _ TUG2~a _ 1(N01) _ GI _ TUG2~a@g _ 1(N01) _ TUG2~a _ TUG2~a@g _ 1(N01) _ 1(N01) _ 1(N01) _ TUR _ 1(N01) _ 1(N57) _ GISZ@t _ 1(N01) _ 1(N57)","U4 _ GI6 _ TUG2~a _ N01 _ GI6 _ TUG2~a@g _ N01 _ GI _ TUG2~a _ N01 _ GI _ TUG2~a@g _ N01 _ TUG2~a _ TUG2~a@g _ N01 _ N01 _ N01 _ TUR _ N01 _ N57 _ GISZ@t _ N01 _ N57"
"P000258","1(N01) _ 1(N01) _ AN _ 1(N01) _ TAK4~a _ MAR~b _ 1(N01) _ TAK4~a _ 1(N01) _ BAR","N01 _ N01 _ AN _ N01 _ TAK4~a _ MAR~b _ N01 _ TAK4~a _ N01 _ BAR"
"P000259","1(N01) _ GISZ _ GA'AR~a1 _ 1(N01) _ SZE3@t","N01 _ GISZ _ GA'AR~a1 _ N01 _ SZE3@t"
"P000260","1(N01) _ AN _ SI _ 1(N01) _ AN _ EZINU~a _ KI _ AK~a _ KI _ 1(N01) _ 1(N01) _ |AB~axZATU659| _ 1(N01) _ U4 _ 1(N01) _ 1(N01)","N01 _ AN _ SI _ N01 _ AN _ EZINU~a _ KI _ AK~a _ KI _ N01 _ N01 _ |AB~axZATU659| _ N01 _ U4 _ N01 _ N01"
"P000261","|SZE~a&SZE~a| _ 1(N01) _ ZI~a _ |GISZxSZU2~a| _ |SZE~a&SZE~a| _ 1(N01) _ NI~a _ ME~a _ 1(N01) _ DA~a _ MUSZEN _ 1(N01) _ SANGA~a _ GU _ 1(N01) _ 1(N01) _ 1(N01)","|SZE~a&SZE~a| _ N01 _ ZI~a _ |GISZxSZU2~a| _ |SZE~a&SZE~a| _ N01 _ NI~a _ ME~a _ N01 _ DA~a _ MUSZEN _ N01 _ SANGA~a _ GU _ N01 _ N01 _ N01"
"P000262","MAR~b _ 1(N01) _ AN _ TAK4~a _ MAR~b _ 1(N01) _ USZ~b _ 1(N01) _ AN _ 1(N01) _ TAR~a _ 1(N01) _ 1(N01)","MAR~b _ N01 _ AN _ TAK4~a _ MAR~b _ N01 _ USZ~b _ N01 _ AN _ N01 _ TAR~a _ N01 _ N01"
"P000263","1(N01) _ 1(N01) _ NAM2 _ 1(N01) _ NAM2 _ URU~a1 _ 1(N01) _ NAM2 _ ERIN _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ NAM2 _ N01 _ NAM2 _ URU~a1 _ N01 _ NAM2 _ ERIN _ N01 _ N01 _ N01"
"P000264","1(N01) _ NAMESZDA _ 1(N01) _ NAM2 _ KAB _ 1(N01) _ NAM2 _ DI _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ NAMESZDA _ N01 _ NAM2 _ KAB _ N01 _ NAM2 _ DI _ N01 _ N01 _ N01 _ N01"
"P000265","NAGA~a _ PAP~a","NAGA~a _ PAP~a"
"P000266","IM~a _ AD~a _ 1(N01) _ |BU~a+DU6~a| _ 2(N57) _ 1(N01) _ SAR~c _ HI _ 1(N01) _ GI6 _ 1(N04) _ 1(N01) _ TUR _ |SZE~a&SZE~a| _ SUKKAL _ E2~a","IM~a _ AD~a _ N01 _ |BU~a+DU6~a| _ N57 N57 _ N01 _ SAR~c _ HI _ N01 _ GI6 _ N04 _ N01 _ TUR _ |SZE~a&SZE~a| _ SUKKAL _ E2~a"
"P000267","1(N01) _ 1(N01) _ 1(N01) _ EN~a _ IB~a _ 1(N01) _ GAL~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ EN~a _ IB~a _ N01 _ GAL~a _ N01 _ N01 _ N01 _ N01"
"P000268","NI~b _ PA~a _ UR~a _ TI _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ MU _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ 1(N01) _ 1(N01) _ KISAL~b1 _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ 1(N01) _ NESAG2~a _ 1(N01)","NI~b _ PA~a _ UR~a _ TI _ N01 _ GAL~a _ N01 _ GAL~a _ MU _ N01 _ GAL~a _ N01 _ GAL~a _ N01 _ GAL~a _ N01 _ N01 _ KISAL~b1 _ N01 _ GAL~a _ N01 _ GAL~a _ N01 _ NESAG2~a _ N01"
"P000269","1(N01) _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ 1(N01) _ IM~a _ TUR","N01 _ N01 _ GAL~a _ N01 _ GAL~a _ N01 _ IM~a _ TUR"
"P000270","1(N01) _ IM~a","N01 _ IM~a"
"P000271","1(N01) _ BU3 _ 1(N01) _ KAR2~a","N01 _ BU3 _ N01 _ KAR2~a"
"P000272","1(N01) _ 1(N01) _ 1(N01) _ ZATU751~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ ZATU751~a _ N01 _ N01 _ N01 _ N01 _ N01"
"P000273","1(N01) _ |ZATU737xU4| _ 1(N01) _ |ZATU737xSAL| _ 1(N01)","N01 _ |ZATU737xU4| _ N01 _ |ZATU737xSAL| _ N01"
"P000274","1(N01) _ GAL~a _ UMUN2 _ 1(N01) _ AB~a _ UMUN2 _ 1(N01) _ AK~a _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ GAL~a _ UMUN2 _ N01 _ AB~a _ UMUN2 _ N01 _ AK~a _ N01 _ N01 _ N01"
"P000275","1(N14) _ 1(N01) _ MASZ2","N14 _ N01 _ MASZ2"
"P000276","1(N01) _ GAL~a _ KISAL~b3 _ 1(N01) _ GAL~a _ NIM~a","N01 _ GAL~a _ KISAL~b3 _ N01 _ GAL~a _ NIM~a"
"P000277","1(N01) _ LAGAR~a _ 1(N01) _ LAGAR~a _ 1(N01)","N01 _ LAGAR~a _ N01 _ LAGAR~a _ N01"
"P000278","BU3 _ ME~a _ 1(N01) _ 1(N01)","BU3 _ ME~a _ N01 _ N01"
"P000279","|DUG~bxSIG7| _ AGAR2 _ 1(N01) _ ALIM _ NUN~a _ 1(N01) _ |ZATU662x1(N14)| _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ SZA3~a1 _ 1(N01) _ AB2 _ 1(N01) _ 1(N01) _ LUM _ A _ TUG2~a@g _ 1(N01) _ 3(N57) _ AB2 _ 1(N01)","|DUG~bxSIG7| _ AGAR2 _ N01 _ ALIM _ NUN~a _ N01 _ |ZATU662x1(N14)| _ N01 _ N01 _ N01 _ N01 _ SZA3~a1 _ N01 _ AB2 _ N01 _ N01 _ LUM _ A _ TUG2~a@g _ N01 _ N57 N57 N57 _ AB2 _ N01"
"P000280","U2~b _ PU2 _ GA2~a1 _ U2~b _ PU2 _ U2~b _ PU2 _ U2~a _ PU2 _ U2~a _ HI _ 1(N01) _ 1(N01) _ EN~a _ 1(N01)","U2~b _ PU2 _ GA2~a1 _ U2~b _ PU2 _ U2~b _ PU2 _ U2~a _ PU2 _ U2~a _ HI _ N01 _ N01 _ EN~a _ N01"
"P000281","1(N01) _ |DUG~cx1(N57)| _ 1(N01) _ SZAKIR~c _ 1(N01) _ 1(N01) _ GAN~a _ 1(N01) _ E2~a _ GAN~a _ 1(N01) _ |DUG~bxSZE~a| _ 1(N01) _ |DUG~bxBALA~a| _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ |DUG~cx1(N57)| _ N01 _ SZAKIR~c _ N01 _ N01 _ GAN~a _ N01 _ E2~a _ GAN~a _ N01 _ |DUG~bxSZE~a| _ N01 _ |DUG~bxBALA~a| _ N01 _ N01 _ N01 _ N01 _ N01 _ N01"
"P000282","1(N01) _ |DUG~bxANSZE~b| _ 1(N01) _ |DUG~bxUH3~a| _ 1(N01) _ |DUG~bxHI| _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ |DUG~bxANSZE~b| _ N01 _ |DUG~bxUH3~a| _ N01 _ |DUG~bxHI| _ N01 _ N01 _ N01 _ N01"
"P000283","BAPPIR~d _ |DUG~bxSIG7| _ 1(N01) _ NAGA~a _ 1(N01) _ KA~a _ 1(N01)","BAPPIR~d _ |DUG~bxSIG7| _ N01 _ NAGA~a _ N01 _ KA~a _ N01"
"P000284","GA'AR~a1 _ SZE3@t _ GA'AR~a1 _ GA'AR~a1 _ GA'AR~a1 _ GA'AR~a1","GA'AR~a1 _ SZE3@t _ GA'AR~a1 _ GA'AR~a1 _ GA'AR~a1 _ GA'AR~a1"
"P000285","1(N01) _ 1(N01) _ BU~a _ 1(N01) _ NE~a _ GAR _ TUG2~a _ TUG2~a@g _ 1(N01) _ 1(N01)","N01 _ N01 _ BU~a _ N01 _ NE~a _ GAR _ TUG2~a _ TUG2~a@g _ N01 _ N01"
"P000286","1(N01) _ AN _ 1(N01) _ GIR2~a _ UDU~a _ 1(N01) _ GIR2~a _ 1(N01)","N01 _ AN _ N01 _ GIR2~a _ UDU~a _ N01 _ GIR2~a _ N01"
"P000287","SI _ 1(N01) _ NAGAR~b _ 1(N01) _ NAGAR~b _ 1(N01) _ TAK4~a","SI _ N01 _ NAGAR~b _ N01 _ NAGAR~b _ N01 _ TAK4~a"
"P000288","GIR2~a _ 1(N01) _ 1(N01) _ 1(N01) _ NAGAR~b _ 1(N01) _ AN _ NAGAR~b _ 1(N01) _ 1(N01) _ AN _ 1(N01) _ 1(N01)","GIR2~a _ N01 _ N01 _ N01 _ NAGAR~b _ N01 _ AN _ NAGAR~b _ N01 _ N01 _ AN _ N01 _ N01"
"P000289","1(N01) _ 1(N01) _ 1(N01) _ NAGAR~b _ AN _ TAK4~a _ 1(N01) _ NAGAR~b _ BUR~a","N01 _ N01 _ N01 _ NAGAR~b _ AN _ TAK4~a _ N01 _ NAGAR~b _ BUR~a"
"P000290","1(N01) _ 1(N01) _ SAR~a _ A _ 1(N01) _ 1(N01) _ 1(N01) _ BAD _ SUG _ 1(N01) _ BA _ KI _ 1(N01) _ SAR~a _ SZAGAN _ 1(N01) _ 1(N01) _ DU _ A _ 1(N01) _ IM~a _ SI _ 1(N01) _ IM~a _ MIR~a _ 1(N01)","N01 _ N01 _ SAR~a _ A _ N01 _ N01 _ N01 _ BAD _ SUG _ N01 _ BA _ KI _ N01 _ SAR~a _ SZAGAN _ N01 _ N01 _ DU _ A _ N01 _ IM~a _ SI _ N01 _ IM~a _ MIR~a _ N01"
"P000291","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ GI _ 1(N01) _ ZATU751~a _ 1(N01) _ 1(N01) _ BA _ 1(N01) _ SAR~a _ SZAGAN _ 1(N01) _ NAGAR~b _ SZAGAN","N01 _ N01 _ N01 _ N01 _ GI _ N01 _ ZATU751~a _ N01 _ N01 _ BA _ N01 _ SAR~a _ SZAGAN _ N01 _ NAGAR~b _ SZAGAN"
"P000292","1(N01) _ SAR~a _ SZAGAN _ EN~a _ BA _ GAR _ SZAGAN","N01 _ SAR~a _ SZAGAN _ EN~a _ BA _ GAR _ SZAGAN"
"P000293","TUN3~a","TUN3~a"
"P000294","NAM~d _ KU6~a _ KU6~a _ 1(N01) _ 1(N01) _ 1(N01)","NAM~d _ KU6~a _ KU6~a _ N01 _ N01 _ N01"
"P000295","1(N01) _ SU~a _ 1(N01) _ U4 _ KU6~a _ |U4x2(N57)|","N01 _ SU~a _ N01 _ U4 _ KU6~a _ |U4x2(N57)|"
"P000296","A _ KU6~a _ NU _ AN _ KU6~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ ME~a _ 1(N01) _ ME~a _ AN _ 1(N01) _ 1(N01) _ AN _ 1(N01)","A _ KU6~a _ NU _ AN _ KU6~a _ N01 _ N01 _ N01 _ N01 _ ME~a _ N01 _ ME~a _ AN _ N01 _ N01 _ AN _ N01"
"P000297","1(N01) _ 1(N01) _ KU6~a _ 1(N01) _ KU6~a _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ KU6~a _ N01 _ KU6~a _ N01 _ N01 _ N01"
"P000298","1(N01) _ KU6~a _ 1(N01) _ URI3~a _ KU6~a _ 1(N01) _ KU6~a _ 1(N01)","N01 _ KU6~a _ N01 _ URI3~a _ KU6~a _ N01 _ KU6~a _ N01"
"P000299","1(N01) _ 1(N01) _ SZU _ AB2 _ 1(N01) _ SZU _ BAR _ AB2 _ 1(N01) _ BAR _ MUL _ AB2 _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ E2~a _ 1(N01) _ NE~a _ 1(N01)","N01 _ N01 _ SZU _ AB2 _ N01 _ SZU _ BAR _ AB2 _ N01 _ BAR _ MUL _ AB2 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ E2~a _ N01 _ NE~a _ N01"
"P000300","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 3(N57) _ ZAG~a _ 1(N01) _ DARA4~a1 _ ZAG~a _ 1(N01) _ HI _ SAG _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N57 N57 N57 _ ZAG~a _ N01 _ DARA4~a1 _ ZAG~a _ N01 _ HI _ SAG _ N01 _ N01"
"P000301","AMAR _ AMAR _ 1(N01) _ GA~a _ 1(N02) _ 1(N01) _ AMAR _ 1(N01) _ 1(N01) _ 1(N01)","AMAR _ AMAR _ N01 _ GA~a _ N02 _ N01 _ AMAR _ N01 _ N01 _ N01"
"P000302","GU4 _ BAR _ AMAR _ 1(N01) _ DARA4~a1 _ AMAR _ 1(N01) _ AMAR _ 1(N01) _ DARA4~a1 _ AMAR _ 1(N01) _ SAG _ DARA4~a1 _ AMAR _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","GU4 _ BAR _ AMAR _ N01 _ DARA4~a1 _ AMAR _ N01 _ AMAR _ N01 _ DARA4~a1 _ AMAR _ N01 _ SAG _ DARA4~a1 _ AMAR _ N01 _ N01 _ N01 _ N01"
"P000303","1(N01) _ AB2 _ 1(N01) _ UDU~a _ AB2 _ 1(N01) _ SIPA _ 1(N01)","N01 _ AB2 _ N01 _ UDU~a _ AB2 _ N01 _ SIPA _ N01"
"P000304","1(N01) _ NI~b _ 1(N01) _ HI _ NI~b _ 1(N01) _ 10(N58) _ NI~b _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N34) _ 2(N14)","N01 _ NI~b _ N01 _ HI _ NI~b _ N01 _ N58 N58 N58 N58 N58 N58 N58 N58 N58 N58 _ NI~b _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N34 _ N14 N14"
"P000305","1(N01) _ GISZ _ SI _ KAK~a _ 1(N01) _ GISZ _ SI _ 1(N01) _ GISZ _ BAD _ 1(N01) _ GISZ _ |BAD&BAD| _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ GISZ _ SI _ KAK~a _ N01 _ GISZ _ SI _ N01 _ GISZ _ BAD _ N01 _ GISZ _ |BAD&BAD| _ N01 _ N01 _ N01 _ N01"
"P000306","1(N01) _ GISZ _ NU11 _ 1(N01) _ GISZ _ KIN2~c _ 1(N01) _ 1(N01) _ GISZ _ 1(N01) _ 1(N01)","N01 _ GISZ _ NU11 _ N01 _ GISZ _ KIN2~c _ N01 _ N01 _ GISZ _ N01 _ N01"
