"object_id","ensemble_id","archaeological_period","archaeological_unit","site_name","site_id","location","country","latitude","longitude","coord_precision","coord_reference","layer","dating_method","date_bp_min","min_lab_number","date_bp_max","max_lab_number","excavation_year","material","material_species","object_type","associated_species","length_mm","width_mm","depth_mm","preservation","collection","collection_id","sign_coding","coding_certainty","coding_clean","coding_random"
"vhc0024",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","figurine","undetermined",24,10,6,"fragmented","Universität Tübingen","Find No.: 36/68-68.1","!XXXXX!","very certain","XXXXX","XXXXX"
"vhc0023",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","bone","undetermined","undetermined","",23,11,5,"fragmented","Universität Tübingen","Find No.: 36/67-42.2","vv v! _v!","uncertain","vv v _v","v_vv v "
"vhc0021",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","bone","undetermined","undetermined","",13,5,2,"fragmented","Universität Tübingen","Find No.: 35/75-119.1","!vvv!","very certain","vvv","vvv"
"vhc0020",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","personal ornament","",28,10,3,"fragmented","Universität Tübingen","Find No.: 35/73-104.1","/ / / / //!","very certain","/ / / / //","/ / / / //"
"vhc0019",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","ivory","Mammuthus primigenius","possible figurine","",24,12,6,"fragmented","Universität Tübingen","Find No.: 35/71-15.1","!//! _!vvvv!","uncertain","// _vvvv","vvvv_// "
"vhc0018",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2008","antler","Rangifer tarandus","undetermined","",14,9,4,"fragmented","Universität Tübingen","Find No.: 35/71-12.1","!vvvvv!","certain","vvvvv","vvvvv"
"vhc0017",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","bone","Herbivore","spatula/lissoir","",81,20,8,"almost complete","Universität Tübingen","Find No.: 34/73-31.2","XXXXXXXX/ _ XXXX! _ XXX","very certain","XXXXXXXX/_XXXX_XXX","XXXXXXXX/_XXX_XXXX"
"vhc0016",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","figurine","undetermined",23,12,2,"fragmented","Universität Tübingen","Find No.: 34/72-101.1","!XXXXX! _ !XXXX!","very certain","XXXXX_XXXX","XXXXX_XXXX"
"vhc0015",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","bone","undetermined","possible figurine","",12,6,2,"fragmented","Universität Tübingen","Find No.: 34/71-97.1","!X/! _ !¤¤¤¤¤¤¤!","very certain","X/_¤¤¤¤¤¤¤","X/_¤¤¤¤¤¤¤"
"vhc0014",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","undetermined","",20,13,5,"fragmented","Universität Tübingen","Find No.: 34/70-55.2","!||!","certain","||","||"
"vhc0013",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","bone","undetermined","undetermined","",15,5,2,"fragmented","Universität Tübingen","Find No.: 34/70-33.2","!v vvv!","uncertain","v vvv","v vvv"
"vhc0012",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","undetermined","",12,7,3,"fragmented","Universität Tübingen","Find No.: 34/69-16.1","!///!","certain","///","///"
"vhc0011",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","possible figurine","",12,8,4,"fragmented","Universität Tübingen","Find No.: 34/68-42.1","!XX!","certain","XX","XX"
"vhc0010",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","bone","undetermined","tube/flute","",14,4,2,"fragmented","Universität Tübingen","Find No.: 33/72-97.1","!vvvvvvvv!","very certain","vvvvvvvv","vvvvvvvv"
"vhc0009",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","possible figurine","",11,8,2,"fragmented","Universität Tübingen","Find No.: 33/71-79.1","!v! _ !v!","uncertain","v_v","v_v"
"vhc0008",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","rod/baton","",24,14,6,"fragmented","Universität Tübingen","Find No.: 33/70-73","!& _ X","uncertain","&_X","&_X"
"vhc0007",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","bone","bird","tube/flute","",24,6,3,"fragmented","Universität Tübingen","Find No.: 33/70-48.1","!v v vv v v!","certain","v v vv v v","v v vv v v"
"vhc0006",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","possible flute","",12,5,3,"fragmented","Universität Tübingen","Find No.: 33/67-8.1","!vv!","certain","vv","vv"
"vhc0005",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2012","ivory","Mammuthus primigenius","undetermined","",15,7,3,"fragmented","Universität Tübingen","Find No.: 32/70-22.1","⊞ _ !vvvvvv! _ !vvv!","certain","⊞_vvvvvv_vvv","⊞_vvv_vvvvvv"
"vhc0003",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","-","C14","26160±150","KIA 8957","35810±710","PL0001337A","1952","ivory","Mammuthus primigenius","figurine zoomorph","undetermined",30,20,12,"almost complete","LMW Stuttgart","Find No.: 00/00-08","⊞ _ (||/|/|//|||/||/||| |) _ ⊞ _ || _ ⊞ _ | | | _ |||","certain","⊞_⊞_||_⊞_| | |_|||","⊞_||_|||_⊞_⊞_| | |"
"vhc0002",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2006","ivory","Mammuthus primigenius","possible figurine","",NA,NA,NA,"fragmented","Universität Tübingen","Find No.: 00/00-06","°°°°°! _ vvvvvvv!","very certain","°°°°°_vvvvvvv","°°°°°_vvvvvvv"
"vhc0001",NA,"Upper Paleolithic","Aurignacian","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","26160±150","KIA 8957","35810±710","PL0001337A","2010","ivory","Mammuthus primigenius","rod/baton","",28,12,6,"fragmented","MUT Tübingen","no find number","XXXXX!","very certain","XXXXX","XXXXX"
"hss0002",NA,"Upper Paleolithic","Aurignacian","Hohlenstein-Stadel","hss","Asselfingen","Germany",48.549555,10.172655,"precise","nespos.org","Au","AMS","35185±270","ETH-38797","","","2011","tooth","Cervus elaphus","personal ornament","",29,16,12,"complete","LAD Esslingen","Find No.: 195/173-35","vvvv _ ||||","very certain","vvvv_||||","vvvv_||||"
"hss0001",NA,"Upper Paleolithic","Aurignacian","Hohlenstein-Stadel","hss","Asselfingen","Germany",48.549555,10.172655,"precise","nespos.org","Au","AMS","35185±270","ETH-38797","","","1939/1969","ivory","Mammuthus primigenius","figurine anthropomorph","",311,NA,NA,"almost complete","Museum Ulm","","||||||| _ ≠ _ vvv _ v _ vvvvvvvv _ [!°°°°°°°°°°°°°°°°°°°°!]","certain","|||||||_≠_vvv_v_vvvvvvvv","vvv_|||||||_v_vvvvvvvv_≠"
"hfc0047",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vb","AMS","31290±180","OxA-19860","40000±500","OxA-19781","2008","ivory","Mammuthus primigenius","possible flute","",21,8,3,"fragmented","Universität Tübingen","Find No.: 89-1691.1","| | || | / _ vvvvvvvvv","very certain","| | || | /_vvvvvvvvv","| | || | /_vvvvvvvvv"
"hfc0046",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Va","AMS","31750±260","KIA 35464","35710+360/-340","KIA 16034","2008","ivory","Mammuthus primigenius","personal ornament","",61,5,3,"fragmented","Universität Tübingen","Find No.: 89-1654","!|||||||||||||||! _ !vvvvvvvvvvvvvvvvvvvvvvvvvvvvv! _ !vvvvvvvvvvvvvvvvvvvv!","very certain","|||||||||||||||_vvvvvvvvvvvvvvvvvvvvvvvvvvvvv_vvvvvvvvvvvvvvvvvvvv","vvvvvvvvvvvvvvvvvvvvvvvvvvvvv_vvvvvvvvvvvvvvvvvvvv_|||||||||||||||"
"hfc0045",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Va","AMS","31750±260","KIA 35464","35710+360/-340","KIA 16034","2008","ivory","Mammuthus primigenius","flute","",12,4,2,"fragmented","Universität Tübingen","Find No.: 89-1648.1","!vv","very certain","vv","vv"
"hfc0044",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Va","AMS","31750±260","KIA 35464","35710+360/-340","KIA 16034","2008","ivory","Mammuthus primigenius","personal ornament","",40,6,3,"fragmented","URMU Blaubeuren","Find No.: 89-1637","!||||||||||||||||||| _ !vvvvvvvvvvvvvv _ !vvvvvvvvvvvvvvvvvvv","very certain","|||||||||||||||||||_vvvvvvvvvvvvvv_vvvvvvvvvvvvvvvvvvv","vvvvvvvvvvvvvv_vvvvvvvvvvvvvvvvvvv_|||||||||||||||||||"
"hfc0043",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","28750±750","OxA-4980","33090+260/-250","KIA 16036","1977","ivory","Mammuthus primigenius","undetermined","",29,12,5,"fragmented","URMU Blaubeuren","Find No.: 88-1046.1","≠ v _ |v||V _ >>","certain","≠ v_|v||V_>>",">>_≠ v_|v||V"
"hfc0042",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","28750±750","OxA-4980","33090+260/-250","KIA 16036","2002","ivory","Mammuthus primigenius","rod/baton","",41,10,5,"fragmented","URMU Blaubeuren","Find No.: 87-275","X || _ | _ / _ | || |","certain","X ||_|_/_| || |","X ||_| || |_/_|"
"hfc0041",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vb","AMS","31290±180","OxA-19860","40000±500","OxA-19781","2006","ivory","Mammuthus primigenius","personal ornament","",23,7,6,"almost complete","URMU Blaubeuren","Find No.: 87-1709.1","OO","very certain","OO","OO"
"hfc0040",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IIIa-V","AMS","29710+210/-200","KIA 32056","40000+500","OxA-19781","2004","ivory","Mammuthus primigenius","undetermined","",23,7,3,"fragmented","Universität Tübingen","Find No.: 87-1340.1","!|l||","certain","|l||","|l||"
"hfc0039",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IIIb","AMS","29780+330/-310","KIA 18878","29990+340/-330","KIA 3505","2004","ivory","Mammuthus primigenius","undetermined","",28,5,2,"fragmented","Universität Tübingen","Find No.: 87-1324.1","!||||| _ |||||!","very certain","|||||_|||||","|||||_|||||"
"hfc0035",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","28750±750","OxA-4980","33090+260/-250","KIA 16036","2001/2002","ivory","Mammuthus primigenius","figurine zoomorph","Anatidae",48,13,9,"almost complete","URMU Blaubeuren","Find No.: 78-2385","≠ _ ≠","certain","≠_≠","≠_≠"
"hfc0033",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vb","AMS","31290±180","OxA-19860","40000±500","OxA-19781","2005","ivory","Mammuthus primigenius","undetermined","",18,6,3,"fragmented","Universität Tübingen","Find No.: 77-2035.1","!|XX |X X!","uncertain","|XX |X X","|XX |X X"
"hfc0032",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IIIb","AMS","29780+330/-310","KIA 18878","29990+340/-330","KIA 3505","2002","ivory","Mammuthus primigenius","undetermined","",15,6,4,"fragmented","Universität Tübingen","Find No.: 77-1815.1","!\\\\ \\\\\ _ !\ \\\ /","uncertain","\\\\ \\\\\_\ \\\ /","\\\\ \\\\\_\ \\\ /"
"hfc0031",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","28750±750","OxA-4980","33090+260/-250","KIA 16036","2002","ivory","Mammuthus primigenius","rod/baton","",49,17,5,"fragmented","Universität Tübingen","Find No.: 77-1785","|||","very certain","|||","|||"
"hfc0029",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IIIb","AMS","29780+330/-310","KIA 18878","29990+340/-330","KIA 3505","2007","ivory","Mammuthus primigenius","rod/baton","",71,10,5,"fragmented","URMU Blaubeuren","Find No.: 69-2027.1","W W","uncertain","W W","W W"
"hfc0026",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IId","AMS","29560+240/-230","KIA 8964","30010±220","KIA 8965","20047","ivory","Mammuthus primigenius","figurine zoomorph","Ursus",21,16,8,"fragmented","URMU Blaubeuren","Find No.: 65-1178.1","!|||! _ !≠! _ | _ |||||||! _ ||||||! _ ||||||||||! _ vv! _ ///!","certain","|||_≠_|_|||||||_||||||_||||||||||_vv_///","||||||_|_≠_|||_|||||||_||||||||||_///_vv"
"hfc0025",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","28750±750","OxA-4980","33090+260/-250","KIA 16036","2001","bone","undetermined","awl","",30,5,2,"fragmented","Universität Tübingen","Find No.: 58-2062.1","!v v v vv! _ v v v _ (//|) _ !v v vv vv vv vv _ ≠! _ vvv _ !vvvvvvv","certain","v v v vv_v v v_v v vv vv vv vv_≠_vvv_vvvvvvv","v v vv vv vv vv_≠_vvvvvvv_v v v_vvv_v v v vv"
"hfc0024",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","28750±750","OxA-4980","33090+260/-250","KIA 16036","2002","ivory","Mammuthus primigenius","figurine anthropomorph","",26,7,5,"fragmented","URMU Blaubeuren","Find No.: 57-3361.1","v _ v","certain","v_v","v_v"
"hfc0021",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vaa","AMS","31750±260","KIA 35464","35710+360/-340","KIA 16034","2016","ivory","Mammuthus primigenius","personal ornament","",27,7,5,"almost complete","Universität Tübingen","Find No.: 32-1825","OO","very certain","OO","OO"
"hfc0020",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IIIa","AMS","29710+210/-200","KIA 32056","31140+250/-240","KIA 16039","2015","ivory","Mammuthus primigenius","undetermined","",12,7,2,"fragmented","Universität Tübingen","Find No.: 31-837.1","!XX!","uncertain","XX","XX"
"hfc0018",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vaa","AMS","31750±260","KIA 35464","35710+360/-340","KIA 16034","2016","ivory","Mammuthus primigenius","figurine anthropomorph","",33,12,7,"fragmented","Universität Tübingen","Find No.: 31-2110","|||||||||||| _ ||||| _ !|||||||","certain","||||||||||||_|||||_|||||||","||||||||||||_|||||||_|||||"
"hfc0015",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vb","AMS","31290±180","OxA-19860","40000±500","OxA-19781","2008","ivory","Mammuthus primigenius","figurine anthropomorph","",60,34,31,"almost complete","URMU Blaubeuren","Find No.: 30-1197","|||||||||| _ ¤¤¤¤¤¤¤¤¤¤¤¤¤ _ Y/\\\\VV\\[°°°° °°] _ [|||| _ ||||||] _ vvvvvvvv! _ C _ |||| _ /// _ [CCCC] _ ||| _ ||| _ v","very certain","||||||||||_¤¤¤¤¤¤¤¤¤¤¤¤¤_Y/\\\\VV\\_vvvvvvvv_C_||||_///_|||_|||_v","C_Y/\\\\VV\\_¤¤¤¤¤¤¤¤¤¤¤¤¤_v_///_||||||||||_|||_|||_||||_vvvvvvvv"
"hfc0013",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","28750±750","OxA-4980","33090+260/-250","KIA 16036","2006","ivory","Mammuthus primigenius","undetermined","",102,41,14,"fragmented","URMU Blaubeuren","Find No.: 29-1594","!≠ ≠ ≠!","very certain","≠ ≠ ≠","≠ ≠ ≠"
"hfc0012",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vab","AMS","31750±260","KIA 35464","40000±500","OxA-19781","2014","ivory","Mammuthus primigenius","personal ornament","",23,5,4,"complete","Universität Tübingen","Find No.: 28-2279","OO","very certain","OO","OO"
"hfc0011",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vab","AMS","31750±260","KIA 35464","40000±500","OxA-19781","2014","ivory","Mammuthus primigenius","personal ornament","",50,16,14,"complete","Universität Tübingen","Find No.: 28-2091","|| |||","certain","|| |||","|| |||"
"hfc0010",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vab","AMS","31750±260","KIA 35464","40000±500","OxA-19781","2014","ivory","Mammuthus primigenius","personal ornament","",27,6,5,"complete","Universität Tübingen","Find No.: 28-2061.1","OO","very certain","OO","OO"
"hfc0009",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vaa","AMS","31750±260","KIA 35464","35710+360/-340","KIA 16034 Va","2014","bone","Capra ibex","undetermined","",87,21,7,"almost complete","Universität Tübingen","Find No.: 28-1796","l llXl ll| |  XX| |  ≠≠≠ ≠≠ llll _ | | | | | | | | | | l _ (–ll) ll ll ll ll","certain","l llXl ll| |  XX| |  ≠≠≠ ≠≠ llll_| | | | | | | | | | l_ ll ll ll ll","l llXl ll| |  XX| |  ≠≠≠ ≠≠ llll_| | | | | | | | | | l_ ll ll ll ll"
"hfc0008",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","28750±750","OxA-4980","33090+260/-250","KIA 16036","2009","bone","undetermined","spatula/lissoir","",49,7,6,"fragmented","Universität Tübingen","Find No.: 27-546.1","!vvvvvvvvvvvv!","very certain","vvvvvvvvvvvv","vvvvvvvvvvvv"
"hfc0007",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vab","AMS","31750±260","KIA-35464","40000±500","OxA 19781","2014","bone","undetermined","tube/flute","",23,6,3,"fragmented","Universität Tübingen","Find No.: 27-2318","!vvvvv!","very certain","vvvvv","vvvvv"
"hfc0006",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IIda","AMS","29560+240/-230","KIA 8964","30010±220","KIA 8965","2010","bone","","undetermined","Capra ibex",128,27,10,"almost complete","Universität Tübingen","Find No.: 26-459","||| X V\\ / \\/ \\ ≠ _ °°°°°°°","certain","||| X V\\ / \\/ \\ ≠_°°°°°°°","°°°°°°°_||| X V\\ / \\/ \\ ≠"
"hfc0005",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vab","AMS","31750±260","KIA 35464","35710+360/-340","KIA 16034","2014","ivory","Mammuthus primigenius","figurine anthropomorph","",25,21,12,"fragmented","Universität Tübingen","Find No.: 25-1354.1","vvvvv _ >> _ ||||CC _ !¤¤¤¤¤¤¤¤¤¤¤¤ _ !||||","uncertain","vvvvv_>>_||||CC_¤¤¤¤¤¤¤¤¤¤¤¤_||||","vvvvv_>>_||||_¤¤¤¤¤¤¤¤¤¤¤¤_||||CC"
"hfc0004",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Va","AMS","31750±260","KIA 35464","35710+360/-340","KIA 16034","2007","ivory","Mammuthus primigenius","rod/baton","",89,15,7,"fragmented","Universität Tübingen","Find No.: 24-1634","X(X\)!XX(XX)! _ || _ v _ v","uncertain","XXX_||_v_v","XXX_v_||_v"
"hfc0003",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Va","AMS","31750±260","KIA 35464","35710+360/-340","KIA 16034","2014","ivory","Mammuthus primigenius","possible figurine","",9,6,3,"fragmented","Universität Tübingen","Find No.: 24-1610.4","[°°°°°°°°°°] _ | _ |","uncertain","|_|","|_|"
"hfc0001",NA,"Upper Paleolithic","Aurignacian","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IIIb","AMS","29780+330/-310","KIA 18878","29990+340/-330","KIA 3505","2002","ivory","Mammuthus primigenius","personal ornament","",61,7,3,"fragmented","URMU Blaubeuren","Find No.: 24-1231.2","v vvv vv _ vvv! v","certain","v vvv vv_vvv v","v vvv vv_vvv v"
"gkl0030",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","III","C14","30100±550","OxA-6256","36560+410/-390","KIA 16032","1983","bone","undetermined","undetermined","",6,3,1,"fragmented","Universität Tübingen","Find No.: 75-413","!||!","certain","||","||"
"gkl0029",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1983","ivory","Mammuthus primigenius","possible flute","",26,10,5,"fragmented","Universität Tübingen","Find No.: 75-374","!vvvvvvvvvvv","certain","vvvvvvvvvvv","vvvvvvvvvvv"
"gkl0028",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1979","antler","Rangifer tarandus","antler object","",42,25,18,"complete","URMU Blaubeuren","Find No.: 68-378","|||| _ –XXXX _ ¤¤¤¤¤¤¤¤¤ _ vvvvv vv vvvvvv _ ////////////","very certain","||||_–XXXX_¤¤¤¤¤¤¤¤¤_vvvvv vv vvvvvv_////////////","¤¤¤¤¤¤¤¤¤_–XXXX_////////////_vvvvv vv vvvvvv_||||"
"gkl0027",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1983","ivory","Mammuthus primigenius","perforated baton","",147,27,8,"fragmented","LMW Stuttgart","Find No.: 67-1016","!vvvvvvvvvvvv!","uncertain","vvvvvvvvvvvv","vvvvvvvvvvvv"
"gkl0026",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1983","ivory","Mammuthus primigenius","figurine zoomorph","Ovibos moschatus",25,14,6,"fragmented","LMW Stuttgart","Find No.: 65-431","| ||||| | _ | | | || || | | | | |","very certain","| ||||| |_| | | || || | | | | |","| ||||| |_| | | || || | | | | |"
