"object_id","ensemble_id","archaeological_unit","site_name","location","location__short_name","location__location","location__country","latitude","longitude","location__coord_precision","location__coord_reference","layer","dating_method","date_bp_min","min_lab_number","date_bp_max","max_lab_number","excavation_year","material","object_type","length_mm","width_mm","depth_mm","preservation","sign_coding","coding_certainty","coding_clean"
"vhc0018","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","antler","undetermined",14,9,4,"fragmented","!vvvvv!","Very certain","vvvvv"
"vhc0017","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","bone","spatula/lissoir",81,20,8,"almost complete","XXXXXXXX/ _ XXXX!","Certain","XXXXXXXX/ _ XXXX"
"vhc0016","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","figurine undet.",23,12,2,"fragmented","!XXXXX! _ !XXXX!","Very certain","XXXXX _ XXXX"
"vhc0015","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","bone","possible figurine",12,6,2,"fragmented","!X|! _ !¤¤¤¤¤¤¤!","Very certain","X| _ ¤¤¤¤¤¤¤"
"vhc0014","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","undetermined",20,13,5,"fragmented","!||!","Very certain","||"
"vhc0013","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","bone","undetermined",15,5,2,"fragmented","!v vvv!","Certain","v vvv"
"vhc0012","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","undetermined",12,7,3,"fragmented","!///!","Certain","///"
"vhc0011","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","possible figurine",12,8,4,"fragmented","!XX!","Very certain","XX"
"vhc0010","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","bone","tube/flute",14,4,2,"fragmented","!vvvvvvvv!","Very certain","vvvvvvvv"
"vhc0009","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","possible figurine",11,8,2,"fragmented","!v! _ !v!","Uncertain","v _ v"
"vhc0008","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","rod/bâton",24,14,6,"fragmented","!& _ X","Uncertain","& _ X"
"vhc0007","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","bone","tube/flute",24,6,3,"fragmented","!v v vv v v!","Certain","v v vv v v"
"vhc0006","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","possible flute",12,5,3,"fragmented","!vv!","Certain","vv"
"vhc0005","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2012","ivory","undetermined",15,7,3,"fragmented","⊞ _ !vvvvvv! _ !vvv!","Very certain","⊞ _ vvvvvv _ vvv"
"vhc0003","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","-","C14","35810±710 - 25900±260",NA,NA,NA,"1952","ivory","figurine zoomorph",30,20,12,"almost complete","⊞ _ (||/|/|//|||/||/||| |) _ ⊞ _ || _  ⊞ _ | | | _ |||","Certain","⊞ _ ⊞ _ || _  ⊞ _ | | | _ |||"
"vhc0002","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","possible figurine",NA,NA,NA,"fragmented","°°°°°! _ vvvvvvv!","Certain","°°°°° _ vvvvvvv"
"vhc0001","","Aurignacien","Vogelherd","Vogelherd","vhc","Niederstotzingen-Stetten","Germany",48.559,10.194,"precise","nespos.org","HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2010","ivory","rod/bâton",28,12,6,"fragmented","XXXXX!","Very certain","XXXXX"
"hss0002","","Aurignacien","Hohlenstein-Stadel","Hohlenstein-Stadel","hss","Asselfingen","Germany",48.549555,10.172655,"precise","nespos.org","Au","AMS","35185±270",NA,NA,NA,"2011","animal tooth","personal ornament",29,16,12,"complete","vvvv _ ||||","Very certain","vvvv _ ||||"
"hss0001","","Aurignacien","Hohlenstein-Stadel","Hohlenstein-Stadel","hss","Asselfingen","Germany",48.549555,10.172655,"precise","nespos.org","Au","AMS","35185±270",NA,NA,NA,"1939/1969","ivory","figurine anthropomorph",311,NA,NA,"almost complete","||||||| _ ≠ _ vvv _ v","Certain","||||||| _ ≠ _ vvv _ v"
"hfc0047","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vb","AMS","40000±500 - 31290±180",NA,NA,NA,"2008","ivory","possible flute",21,8,3,"fragmented","| | || | >","Certain","| | || | >"
"hfc0046","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Va","AMS","34570±260 - 31750±260",NA,NA,NA,"2008","ivory","personal ornament",61,5,3,"fragmented","!|||||||||||||||! _ !vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv! _ !vvvvvvvvvvvvvvvvvvvv!","Very certain","||||||||||||||| _ vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv _ vvvvvvvvvvvvvvvvvvvv"
"hfc0045","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Va","AMS","34570±260 - 31750±260",NA,NA,NA,"2008","ivory","flute",12,4,2,"fragmented","!vv","Very certain","vv"
"hfc0044","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Va","AMS","34570±260 - 31750±260",NA,NA,NA,"2008","ivory","personal ornament",40,6,3,"fragmented","!||||||||||||||||||| _ !vvvvvvvvvvvvvv _ !vvvvvvvvvvvvvvvvvvv","Very certain","||||||||||||||||||| _ vvvvvvvvvvvvvv _ vvvvvvvvvvvvvvvvvvv"
"hfc0043","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","33090+260/-250 - 28750±750",NA,NA,NA,"1977","ivory","undetermined",29,12,5,"fragmented","≠ v _ ||v|V _ >>","Uncertain","≠ v _ ||v|V _ >>"
"hfc0042","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","33090+260/-250 - 28750±750",NA,NA,NA,"2002","ivory","rod/bâton",41,10,5,"fragmented","X || _ | _ | || |","Certain","X || _ | _ | || |"
"hfc0041","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vb","AMS","40000±500 - 31290±180",NA,NA,NA,"2006","ivory","personal ornament",23,7,6,"almost complete","OO","Very certain","OO"
"hfc0040","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IIIa-V","AMS","40000+500 - 29710+210/-200",NA,NA,NA,"2004","ivory","undetermined",23,7,3,"fragmented","!|l||","Uncertain","|l||"
"hfc0039","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IIIb","AMS","29990+340/-330 - 29780+330/-310",NA,NA,NA,"2004","ivory","undetermined",28,5,2,"fragmented","!||||||||||!","Certain","||||||||||"
"hfc0035","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","33090+260/-250 - 28750±750",NA,NA,NA,"2001/2002","ivory","figurine zoomorph",48,13,9,"almost complete","≠ _ ≠","Uncertain","≠ _ ≠"
"hfc0033","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vb","AMS","40000±500 - 31290±180",NA,NA,NA,"2005","ivory","undetermined",18,6,3,"fragmented","!|XX |X X!","Uncertain","|XX |X X"
"hfc0032","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IIIb","AMS","29990+340/-330 - 29780+330/-310",NA,NA,NA,"2002","ivory","undetermined",15,6,4,"fragmented","!\\\\ \\\\\ _ !\ \\\ /","Uncertain","\\\\ \\\\\ _ \ \\\ /"
"hfc0031","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","33090+260/-250 - 28750±750",NA,NA,NA,"2002","ivory","rod/bâton",49,17,5,"fragmented","|||","Very certain","|||"
"hfc0029","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IIIb","AMS","29990+340/-330 - 29780+330/-310",NA,NA,NA,"2007","ivory","rod/bâton",71,10,5,"fragmented","W W","Uncertain","W W"
"hfc0027","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Iid","AMS","30010±220 - 29560+240/-230",NA,NA,NA,"1999","ivory","figurine zoomorph",36,16,10,"fragmented","|||||||! _ ||||||! _ ||||||||||! _ vv! _ ///!","","||||||| _ |||||| _ |||||||||| _ vv _ ///"
"hfc0026","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Iid","AMS","30010±220 - 29560+240/-230",NA,NA,NA,"20047","ivory","figurine zoomorph",21,16,8,"fragmented","!|||! _ !≠! _ |","","||| _ ≠ _ |"
"hfc0025","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","33090+260/-250 - 28750±750",NA,NA,NA,"2001","bone","awl",30,5,2,"fragmented","!v v v vv! _ v v v _ (//|) _ !v v vv vv vv vv _ ≠! _ vvv _ !vvvvvvv","Certain","v v v vv _ v v v _ v v vv vv vv vv _ ≠ _ vvv _ vvvvvvv"
"hfc0024","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","33090+260/-250 - 28750±750",NA,NA,NA,"2002","ivory","figurine anthropomorph",26,7,5,"fragmented","v _ v","Very certain","v _ v"
"hfc0021","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vaa","AMS","34570±260 - 31750±260",NA,NA,NA,"2016","ivory","personal ornament",27,7,5,"almost complete","OO","Very certain","OO"
"hfc0020","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IIIa","AMS","31140+250/-240 - 29710+210/-200",NA,NA,NA,"2015","ivory","undetermined",12,7,2,"fragmented","!XX!","Certain","XX"
"hfc0018","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vaa","AMS","34570±260 - 31750±260",NA,NA,NA,"2016","ivory","figurine anthropomorph",33,12,7,"fragmented","|||||||||||| _ ||||| _ !|||||||","Certain","|||||||||||| _ ||||| _ |||||||"
"hfc0015","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vb","AMS","40000±500 - 31290±180",NA,NA,NA,"2008","ivory","figurine anthropomorph",60,34,31,"almost complete","|||||||||| _ ¤¤¤¤¤¤¤¤¤¤¤¤¤ _ Y/\\\\VV\\[°°°° °°] _ [|||| _ ||||||] _ vvvvvvvv! _ C _ |||| _ /// _ [CCCC] _ ||| _ ||| _ v","Very certain","|||||||||| _ ¤¤¤¤¤¤¤¤¤¤¤¤¤ _ Y/\\\\VV\\ _ vvvvvvvv _ C _ |||| _ /// _ ||| _ ||| _ v"
"hfc0013","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","33090+260/-250 - 28750±750",NA,NA,NA,"2006","ivory","undetermined",102,41,14,"fragmented","!≠ ≠ ≠?!","Certain","≠ ≠ ≠"
"hfc0012","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vab","AMS","34570±260 - 31750±260",NA,NA,NA,"2014","ivory","personal ornament",23,5,4,"complete","OO","Very certain","OO"
"hfc0011","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vab","AMS","34570±260 - 31750±260",NA,NA,NA,"2014","ivory","personal ornament",50,16,14,"complete","|| |||","Certain","|| |||"
"hfc0010","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vab","AMS","34570±260 - 31750±260",NA,NA,NA,"2014","ivory","personal ornament",27,6,5,"complete","OO","Very certain","OO"
"hfc0009","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vaa","AMS","34570±260 - 31750±260",NA,NA,NA,"2014","bone","undetermined",87,21,7,"almost complete","l llXl ll| |  XX| |  ≠≠≠ ≠≠ llll _ | | | | | | | | | | l _ (–ll) ll ll ll ll","Uncertain","l llXl ll| |  XX| |  ≠≠≠ ≠≠ llll _ | | | | | | | | | | l _  ll ll ll ll"
"hfc0008","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IV","AMS","33090+260/-250 - 28750±750",NA,NA,NA,"2009","bone","spatula/lissoir",49,7,6,"fragmented","!vvvvvvvvvvvv!","Very certain","vvvvvvvvvvvv"
"hfc0007","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vab","AMS","34570±260 - 31750±260",NA,NA,NA,"2014","bone","tube/flute",23,6,3,"fragmented","!vvvvv!","Very certain","vvvvv"
"hfc0006","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IIda","AMS","30010±220 - 29560+240/-230",NA,NA,NA,"2010","bone","undetermined",128,27,10,"almost complete","||| X V\\ / \\/ \\ ≠ _ °°°°°°°","Very certain","||| X V\\ / \\/ \\ ≠ _ °°°°°°°"
"hfc0005","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Vab","AMS","34570±260 - 31750±260",NA,NA,NA,"2014","ivory","figurine anthropomorph",25,21,12,"fragmented","vvvvv _ >> _ ||||CC _ !¤¤¤¤¤¤¤¤¤¤¤¤ _ !||||","Certain","vvvvv _ >> _ ||||CC _ ¤¤¤¤¤¤¤¤¤¤¤¤ _ ||||"
"hfc0004","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Va","AMS","34570±260 - 31750±260",NA,NA,NA,"2007","ivory","rod/bâton",89,15,7,"fragmented","X(X\)!XX(XX)! _ || _ v _ v","Certain","XXX _ || _ v _ v"
"hfc0003","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","Va","AMS","34570±260 - 31750±260",NA,NA,NA,"2014","ivory","possible figurine",9,6,3,"fragmented","[°°°°°°°°°°] _ | _ |","Uncertain","| _ |"
"hfc0001","","Aurignacien","Hohle Fels","Hohle Fels","hfc","Schelklingen","Germany",48.379117,9.754103,"precise","wikipedia","IIIb","AMS","29990+340/-330 - 29780+330/-310",NA,NA,NA,"2002","ivory","personal ornament",61,7,3,"fragmented","v vvv v v _ vvv! v","Very certain","v vvv v v _ vvv v"
"gkl0030","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","III","C14","38900±1000 - 30100±550",NA,NA,NA,"1983","bone","undetermined",6,3,1,"fragmented","!||!","Certain","||"
"gkl0029","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1983","ivory","possible flute",26,10,5,"fragmented","!vvvvvvvvvvv","Certain","vvvvvvvvvvv"
"gkl0028","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1979","antler","antler object",42,25,18,"complete","|||| _ –XXXX _ ¤¤¤¤¤¤¤¤¤ _ vvvvvvvvvvvvv _ ////////////","Very certain","|||| _ –XXXX _ ¤¤¤¤¤¤¤¤¤ _ vvvvvvvvvvvvv _ ////////////"
"gkl0026","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1983","ivory","figurine zoomorph",25,14,6,"fragmented","| ||||| | _ | | | || || | | | | |","Very certain","| ||||| | _ | | | || || | | | | |"
"gkl0025","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1979","ivory","plaquette",38,14,5,"almost complete","vvvvvvvvvvvvv _ vvvvvvvvvvvvv _ vvvvvvv _ vvvvvv _ >>>>\\\  _ >>>! _  ^^^^ _ °°°°°°°°°°°°° _ °°°°°°°°°° _ °°°°°°°°°°°° _ °°°°°°°°°°°°°","Very certain","vvvvvvvvvvvvv _ vvvvvvvvvvvvv _ vvvvvvv _ vvvvvv _ >>>>\\\  _ >>> _  ^^^^ _ °°°°°°°°°°°°° _ °°°°°°°°°° _ °°°°°°°°°°°° _ °°°°°°°°°°°°°"
"gkl0024","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1974","ivory","possible flute",5,3,2,"fragmented","!vvvv!","Very certain","vvvv"
"gkl0023","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","III","C14","38900±1000 - 30100±550",NA,NA,NA,"1989","ivory","possible flute",47,3,2,"fragmented","!vvvvvvvvvvvvvvvvvvv!","Very certain","vvvvvvvvvvvvvvvvvvv"
"gkl0022","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","III","C14","38900±1000 - 30100±550",NA,NA,NA,"1987","ivory","rod/bâton",11,3,4,"fragmented","!OOOOO!","Very certain","OOOOO"
"gkl0021","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1974 2004","ivory","flute",187,12,11,"almost complete","vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv! _ vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv!","Very certain","vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv _ vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv"
"gkl0020","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1974","ivory","possible flute",17,2,2,"fragmented","!vvvvv!","Very certain","vvvvv"
"gkl0019","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1974","ivory","possible flute",24,6,2,"fragmented","!vvvvvvvv","Very certain","vvvvvvvv"
"gkl0018","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1973","bone","tube/flute",30,8,4,"fragmented","!v v v vv vv! _ !v v vv!","Very certain","v v v vv vv _ v v vv"
"gkl0017","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1973","bone","tube/flute",35,6,2,"fragmented","!v vv vv","Very certain","v vv vv"
"gkl0015","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1973","bone","tube/flute",50,8,6,"fragmented","!vvvvvvvv! _ !vvvvvvvvv!","Very certain","vvvvvvvv _ vvvvvvvvv"
"gkl0014","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"","antler","personal ornament",132,5,4,"almost complete","v!vvvvv!vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv _ vvvvv!vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv","Very certain","vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv _ vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv"
"gkl0013","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1974","ivory","possible flute",25,8,3,"fragmented","!vvvvvvvv","Certain","vvvvvvvv"
"gkl0012","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1975","ivory","figurine zoomorph",67,38,3,"fragmented","||||| _ ¤¤¤¤¤¤¤¤¤¤¤¤¤¤¤ _ ///// _ ||||| _ ¤¤¤¤¤¤¤ _ ||| |||| _ || _ | | || | | | _ lllll | | _ ////! _ ///! ¤¤¤¤!","Certain","||||| _ ¤¤¤¤¤¤¤¤¤¤¤¤¤¤¤ _ ///// _ ||||| _ ¤¤¤¤¤¤¤ _ ||| |||| _ || _ | | || | | | _ lllll | | _ //// _ /// ¤¤¤¤"
"gkl0011","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1977","ivory","figurine zoomorph",50,21,19,"fragmented","||||||| _ ¤¤¤¤¤¤¤¤¤! _ !// _ ¤¤¤¤¤¤¤¤¤! _ |||! _ V","Certain","||||||| _ ¤¤¤¤¤¤¤¤¤ _ // _ ¤¤¤¤¤¤¤¤¤ _ ||| _ V"
"gkl0010","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1974","ivory","possible flute",12,7,2,"fragmented","!vvvvvv","Certain","vvvvvv"
"gkl0009","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1974","ivory","undetermined",18,3,2,"fragmented","!vvvv","Certain","vvvv"
"gkl0008","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1974","ivory","possible flute",20,3,2,"fragmented","!vvvvvvvv!","Very certain","vvvvvvvv"
"gkl0007","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1990","ivory","possible flute",20,8,3,"fragmented","!vvvvvv!","Certain","vvvvvv"
"gkl0006","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"","ivory","personal ornament",42,5,3,"fragmented","||||","Very certain","||||"
"gkl0005","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1991","ivory","undetermined",11,3,2,"fragmented","!|||!","Certain","|||"
"gkl0004","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1975","bone","tube",76,13,9,"complete","vvvvvvvvvvvvvv","Very certain","vvvvvvvvvvvvvv"
"gkl0003","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1973 1990","bone","flute",126,10,9,"almost complete","vvvv vvvv","Very certain","vvvv vvvv"
"gkl0002","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1977","bone","tube/flute",21,6,2,"fragmented","!vvvvv!","Very certain","vvvvv"
"gkl0001","","Aurignacien","Geissenklösterle","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","35700±700 - 30625±796",NA,NA,NA,"1976","ivory","undetermined",36,12,2,"fragmented","||| //////! _ V","Very certain","||| ////// _ V"
