object_id,ensemble_id,archaeological_unit,site_name,location,location__short_name,location__location,location__country,latitude,longitude,location__coord_precision,location__coord_reference,layer,dating_method,date_bp_min,min_lab_number,date_bp_max,max_lab_number,excavation_year,material,object_type,associated_species,length_mm,width_mm,depth_mm,preservation,short_description,references,sign_coding,coding_certainty
vhc0037,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,bone,tube/flute,,27.0,15.0,10.0,fragmented,A severed epiphysis of a tubular bone (species undetermined).,"AABW 2015; Dutkiewicz 2021: Taf. 36-2; Conard & Bolus 2003, 2008",vv!,Very certain
vhc0036,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,bone,undetermined,,17.0,5.0,3.0,fragmented,Tube-shaped bone fragment with markings.,"Dutkiewicz 2021: Taf. 59.3; Conard & Bolus 2003, 2008",!vvvvvv!,Very certain
vhc0035,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,figurine zoomorph,,14.0,10.0,6.0,fragmented,"Small Fragment of a figurine, very likely belonging to Vg 2a.2.","AABW 2015; Dutkiewicz 2021: Taf. 16a.2 16b.12; Conard & Bolus 2003, 2008",[!CCCC!],Very certain
vhc0034,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2009,ivory,undetermined,,12.0,8.0,5.0,fragmented,"This short, rod-like ivory object with an oval cross-section.","AABW 2009; Wolf 2015, Taf. 43.4; Dutkiewicz 2021: Taf. 56.6; Conard & Bolus 2003, 2008",!≠!,Certain
vhc0033,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2009,ivory,possible figurine,,14.0,6.0,4.0,fragmented,Small ivory fragment with notches.,"Dutkiewicz 2021: Taf. 28.9; Conard & Bolus 2003, 2008",!vv!,Uncertain
vhc0032,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2009,bone,undetermined,,17.0,4.0,2.0,fragmented,Tiny marked bone fragment.,"Dutkiewicz 2021: Taf. 59.2; Conard & Bolus 2003, 2008",!||||!,Very certain
vhc0031,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2009,bone,undetermined,,35.0,7.0,3.0,fragmented,Semi-tubular bone fragment with markings.,"Dutkiewicz 2021: Taf. 59.1; Conard & Bolus 2003, 2008",!vvvvvvv!,Very certain
vhc0030,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,bone,tube/flute,,23.0,11.0,4.0,fragmented,"Cropped epiphysis of a radius, approximately the size of a swan or goose.","Dutkiewicz 2021: Taf. 36.1; Conard & Bolus 2003, 2008",v v v vv! _ v v v vv!,Very certain
vhc0029,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,rod/bâton,,23.0,10.0,3.0,fragmented,Heavily weathered fragment of a decorated round rod.,"Dutkiewicz 2021: Taf. 51.10; Conard & Bolus 2003, 2008",!| |||| | | ||||! _ v vvv!,Uncertain
vhc0028,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,undetermined,,11.0,7.0,3.0,fragmented,"Small, heavily weathered ivory fragment.","AABW 2010; Wolf 2015, Taf. 43.3; Dutkiewicz 2021: Taf. 56.5; Conard & Bolus 2003, 2008",(!|////|/|//!),Uncertain
vhc0171,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,possible figurine,,11.0,8.0,2.0,fragmented,"Long ivory fragment with a convex curved, reworked surface.","AABW 2010; Wolf 2015, Taf. 43.2; Dutkiewicz 2021: Taf. 28.8; Conard & Bolus 2003, 2008",X!,Very certain
vhc0170,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,possible figurine,,19.0,9.0,2.0,fragmented,"This is an elongated ivory fragment with a convex curved, reworked surface.","AABW 2010; Wolf 2015, Taf. 43.2; Dutkiewicz 2021: Taf. 28.7; Conard & Bolus 2003, 2008",!XXXXXXXX! _ /,Certain
vhc0027,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,personal ornament,,33.0,10.0,3.0,fragmented,"A long, narrow, flat ivory pendant. The piece is broken at the base. It is likely related to the object with the find number 36/71-83.1 below, but cannot be directly matched.","Wolf 2015, Taf. 42.9; Dutkiewicz 2021: Taf. 37.7; Conard & Bolus 2003, 2008",!//,Very certain
vhc0026,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,possible figurine,,28.0,17.0,4.0,fragmented,Convex ivory fragment with deep lateral incisions.,"AABW 2010; Wolf 2015, Taf. 43.1; Dutkiewicz 2021: Taf. 28.6; Conard & Bolus 2003, 2008",vvvvv! _ vvvvv!,Certain
vhc0025,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,undetermined,,12.0,6.0,2.0,fragmented,Tiny fragment of a reworked ivory plate,"Dutkiewicz 2021: Taf. 56.4; Conard & Bolus 2003, 2008",/XX!,Certain
vhc0024,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,figurine undet.,,24.0,10.0,6.0,fragmented,"This is a reshaped, slightly concave ivory fragment with a cross line decoration.","AABW 2008; Wolf 2015, Taf. 42.5; Dutkiewicz E2021: Taf. 27.3; Conard & Bolus 2003, 2008",!XXXXX!,Certain
vhc0023,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,bone,undetermined,,23.0,11.0,5.0,fragmented,"This is a bone fragment that has been intentionally reshaped, featuring lateral notches on its sides.","Dutkiewicz 2021: Taf. 58.8; Conard & Bolus 2003, 2008",vv v! _v!,Certain
vhc0022,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2009,ivory,figurine zoomorph,,41.0,11.0,9.0,fragmented,"This fragment of an animal figurine is oriented along the longitudinal axis of the tusk. The lower half of the torso is clearly visible, and the leg attachments and abdominal line unmistakably identify it as an animal representation. The figure is notably slender, and its longitudinal axis suggests a dynamic, in-motion appearance. The leg attachments are well-defined, and the robust legs would most likely indicate a mammoth (Mammuthus primigenius) depiction. Although the slim form is unusual, it finds a good comparison in the complete mammoth figurine found in 2006. It is noteworthy that the surface is not smoothed, and traces of workmanship are clearly visible in many areas. It's possible that this figurine was not completed.","AABW 2009; Dutkiewicz 2021: Taf. 26.1.-2; Conard & Bolus 2003, 2008",[°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°] _ v,Certain
vhc0021,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,bone,undetermined,,13.0,5.0,2.0,fragmented,Tube-like bone fragment with markings.,"Dutkiewicz 2021: Taf. 58.7; Conard & Bolus 2003, 2008",!vvv!,Very certain
vhc0020,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,personal ornament,,28.0,10.0,3.0,fragmented,Thin and elongated pendant made of ivory.,"Dutkiewicz 2021: Taf. 37.6; Conard & Bolus 2003, 2008",/ / / / //!,Very certain
vhc0019,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,ivory,possible figurine,,24.0,12.0,6.0,fragmented,"Heavily rounded, reworked ivory fragment.","Dutkiewicz 2021: Taf. 28.5; Conard & Bolus 2003, 2008",!//! _!vvvv!,Very certain
vhc0018,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2008,antler,undetermined,,14.0,9.0,4.0,fragmented,Small antler fragment with notches.,"Dutkiewicz 2021: Taf. 58.5; Conard & Bolus 2003, 2008",!vvvvv!,Very certain
vhc0017,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,bone,spatula/lissoir,,81.0,20.0,8.0,almost complete,"Medial fragment of a smoother, possibly from the rib of a large herbivore (Mammoth?).","AABW 2012; Dutkiewicz 2021: Taf. 45.5-9; Conard & Bolus 2003, 2008",XXXXXXXX/ _ XXXX! _ XXX,Very certain
vhc0016,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,ivory,figurine undet.,,23.0,12.0,2.0,fragmented,"Flat, elongated fragment with two intersecting rows of crosses converging towards each other.","AABW 2012; Wolf 2015, Taf. 42.17; Dutkiewicz 2021: Taf. 27.2; Conard & Bolus 2003, 2008",!XXXXX! _ !XXXX!,Very certain
vhc0015,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,bone,possible figurine,,12.0,6.0,2.0,fragmented,Small reworked bone fragment with decorations.,"AABW 2014; Dutkiewicz 2021: Taf. 29.11; Conard & Bolus 2003, 2008",!X/! _ !¤¤¤¤¤¤¤!,Very certain
vhc0014,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,ivory,undetermined,,20.0,13.0,5.0,fragmented,Marked ivory fragment.,"Dutkiewicz 2021: Taf. 56.3; Conard & Bolus 2003, 2008",!||!,Very certain
vhc0013,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,bone,undetermined,,15.0,5.0,2.0,fragmented,Semi-tubular bone fragment.,"Dutkiewicz 2021: Taf. 58.6; Conard & Bolus 2003, 2008",!v vvv!,Certain
vhc0012,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,ivory,undetermined,,12.0,7.0,3.0,fragmented,Marked ivory fragment.,"Dutkiewicz 2021: Taf. 56.2; Conard & Bolus 2003, 2008",!///!,Certain
vhc0011,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,ivory,possible figurine,,12.0,8.0,4.0,fragmented,Reworked ivory fragment with markings.,"AABW 2014; Dutkiewicz 2021: Taf. 27.1; Conard & Bolus 2003, 2008",!XX!,Very certain
vhc0010,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,bone,tube/flute,,14.0,4.0,2.0,fragmented,Small elongated bone fragment with markings.,"AABW 2014; Dutkiewicz 2021: Taf. 35.7; Conard & Bolus 2003, 2008",!vvvvvvvv!,Very certain
vhc0009,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,ivory,possible figurine,,11.0,8.0,2.0,fragmented,Small reworked ivory fragment.,"Dutkiewicz 2021: Taf. 28.4; Conard & Bolus 2003, 2008",!v! _ !v!,Uncertain
vhc0008,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,ivory,rod/bâton,,24.0,14.0,6.0,fragmented,"Decorated round rod fragment, intentionally broken at a utilitarian notch.","Wolf 2015, Taf. 42.4; Dutkiewicz 2021: Taf. 51.9; Conard & Bolus 2003, 2008",!& _ X,Uncertain
vhc0007,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,bone,tube/flute,,24.0,6.0,3.0,fragmented,Fragment of a bird bone with markings.,"Dutkiewicz 2021: Taf. 35.6; Conard & Bolus 2003, 2008",!v v vv v v!,Certain
vhc0006,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,ivory,possible flute,,12.0,5.0,3.0,fragmented,"Ivory fragment with parallel notches, possibly a flute fragment.","AABW 2015; Dutkiewicz 2021: Taf. 32.13; Conard & Bolus 2003, 2008",!vv!,Certain
vhc0005,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,ivory,undetermined,,15.0,7.0,3.0,fragmented,"Elongated, all-around reworked ivory fragment with markings all around.","Dutkiewicz 2021: Taf. 56.1; Conard & Bolus 2003, 2008",⊞ _ !vvvvvv! _ !vvv!,Very certain
vhc0004,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2012,ivory,figurine undet.,,15.0,5.0,3.0,fragmented,"Reworked ivory fragment, possibly part of a figurine (leg?) with marking.","AABW 2014; Dutkiewicz 2021: Taf. 28.3; Conard & Bolus 2003, 2008",!v!,Uncertain
vhc0003,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,-,C14,26160±150,KIA 8957,35810±710,PL0001337A,1952,ivory,figurine zoomorph,,30.0,20.0,12.0,almost complete,"Figurine of a lion head. The head is carved along the longitudinal axis of a tusk. The surface is highly smoothed. The figurine is unmistakably recognizable as the head of a felid. All features are rendered in masterful detail. The crown gently transitions into the slightly sloping nasal area. The nose itself is separated from the snout by a depression. The upper lip subtly protrudes forward. The mouth is represented by a cleanly cut notch. The lip cleft starts below the nose and tapers towards the mouth. Above the jaw muscles are the eyes, with the breakage edge on the right side. The eyes are crafted as deep, slightly oval indentations. On the inside of the left eye, several gently curved lines depict the tearduct characteristic of felids. Additionally, two thin, parallel lines mark the nose. Directly behind the eyes, the ears emerge. They stand slightly away from the head, are rounded, and have a depression in the center. Towards the neck, the figurine becomes narrow and then breaks off with deeply incised markings at the back.","Riek 1954; Mauser 1973; Dutkiewicz 2021: Taf. 21; Hahn 1986; Conard & Bolus 2003, 2008",⊞ _ (||/|/|//|||/||/||| |) _ ⊞ _ || _ ⊞ _ | | | _ |||,Certain
vhc0002,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2006,ivory,possible figurine,,,,,fragmented,"Fragment of a possible figurine. It is elongated, slightly curved, and reworked all around.","AABW 2006; Dutkiewicz 2021: Taf. 27.9; Conard & Bolus 2003, 2008",°°°°°! _ vvvvvvv!,Certain
vhc0001,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,HL/KS,C14,26160±150,KIA 8957,35810±710,PL0001337A,2010,ivory,rod/bâton,,28.0,12.0,6.0,fragmented,"Round rod fragment, irregularly broken with reworked surface.","AABW 2010; Dutkiewicz 2021: Taf. 51.8; Conard & Bolus 2003, 2008",XXXXX!,Very certain
hss0002,,Aurignacien,Hohlenstein-Stadel,Hohlenstein-Stadel,hss,Asselfingen,Germany,48.549555,10.172655,precise,nespos.org,Au,AMS,35185±270,ETH-38797,,,2011,animal tooth,personal ornament,,29.0,16.0,12.0,complete,"This tooth pendant was found in 2011 during the excavations inside the Stadel Cave. It was located in the area identified as the spoil from the 1939 excavation, where, among other findings, missing fragments of the Lion Man were discovered. Since additional pieces of personal ornaments from this area come from Wetzels' excavation, this object is also attributed to the Aurignacian. It is a particularly large pendant made from a red deer's antler (Cervus elaphus).",AABW 2012; Wolf et al. 2013; Kind et al. 2014; Dutkiewicz 2021: Taf. 37.11,vvvv _ ||||,Very certain
hss0001,,Aurignacien,Hohlenstein-Stadel,Hohlenstein-Stadel,hss,Asselfingen,Germany,48.549555,10.172655,precise,nespos.org,Au,AMS,35185±270,ETH-38797,,,1939/1969,ivory,figurine anthropomorph,,311.0,,,almost complete,"The so-called Lion Man figurine was found in 1939, but recognized in refitted in 1969, and for a second time in 2013. The figurine was crafted from the right tusk of a mammoth. The head is oriented towards the tip of the tusk, and the pulp cavity forms the crotch of the figurine. The outer sides of the arms are made of cement, as well as the upper part of the back. Many parts of the figurine are missing or could not be matched. Additionally, the surfaces are partially heavily weathered. The figure stands upright, with the legs slightly apart. The head is clearly that of a lion, but the position of the head is comparable to that of a human due to the upright posture. The neck starts below the skull, and the face is oriented forward. The snout is broad, with two deep lines marking the nose and mouth. There is no lip cleft, which would be typical for a lion. The eyes are located laterally but facing forward. The ears, in their round shape, are typical lion ears. The neck and the back of the head are noticeably wide and almost seamlessly transition into the back and shoulders. The shoulder blades are distinctly carved. The arms, which have lion-like paws instead of hands, are slightly bent at the body but do not touch the torso. The torso is columnar and elongated, giving the proportions an overstretched appearance. Although the original surface is largely missing in the front torso area, some areas are preserved along the collarbones and in the lower abdominal region. This is evident in the large, deep-set navel and a apron-like extension carved in the front pelvic area. The legs are spread approximately shoulder-width apart. They exhibit distinctly human features such as knees, curved calves, ankles, and heels. It is notable that the feet are not horizontal, suggesting that the figure seems to be standing on tiptoes. The dots are uncertain. They appear on the head area, however, it is not possible to distinguish them from the waething effects in this part of the figurine. here, a fictional number of 20 is applied, however no certain counting is possible.",Hahn 1970; Wehrberger 2013; Kind et al. 2014; Ebinger-Rist et al. 2014; Dutkiewicz 2021: Taf. 11a-11b,||||||| _ ≠ _ vvv _ v _ vvvvvvvv _ [!°°°°°°°°°°°°°°°°°°°°!],Certain
hfc0050,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IV,AMS,28750±750,OxA-4980,33090+260/-250,KIA 16036,2006,ivory,undetermined,,17.0,11.0,3.0,fragmented,Fragment of a thin ivory plate with a wide hatching.,"Wolf 2015, Taf. 20.3; Dutkiewicz 2021: Taf. 52.6; Conard & Bolus 2003, 2008",!≠!,Certain
hfc0049,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IV,AMS,28750±750,OxA-4980,33090+260/-250,KIA 16036,2006,ivory,undetermined,,26.0,8.0,3.0,fragmented,Thin decorated ivory splinter.,"Wolf 2015, Taf. 20.2; Dutkiewicz 2021: Taf. 52.5; Conard & Bolus 2003, 2008",!≠!,Uncertain
hfc0048,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IV,AMS,28750±750,OxA-4980,33090+260/-250,KIA 16036,2006,ivory,rod/bâton,,42.0,10.0,6.0,fragmented,Half of a round rod with decorations.,"AABW 2006; Dutkiewicz 2021: Taf. 51.4; Conard & Bolus 2003, 2008",[X//] _ X!,Uncertain
hfc0047,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Vb,AMS,31290±180,OxA-19860,40000±500,OxA-19781,2008,ivory,possible flute,,21.0,8.0,3.0,fragmented,"This fragment of an ivory flute was found in 2008 in the lowest Aurignacian horizon, AH Vb. The flute-like features of this piece include its hollow-cylindrical shape and the broken parallel notches along the edge. Additionally, there are parallel notches on the upper side, a characteristic more typical of bone flutes, although there is nothing to rule out such markings on ivory flutes. This could be a semi-finished product, as no finger holes are present, and the shape is not entirely reworked.","AABW 2008, Conard et al. 2009; Dutkiewicz 2021: Taf. 32.1; Conard 2009",| | || | / _ vvvvvvvvv,Certain
hfc0046,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Va,AMS,31750±260,KIA 35464,35710+360/-340,KIA 16034,2008,ivory,personal ornament,,61.0,5.0,3.0,fragmented,Medial fragment of a slightly curved ivory band.,"AABW 2008, Wolf 2015, Taf. 30.11; Dutkiewicz 2021: Taf. 38.2; Conard & Bolus 2003, 2008",!|||||||||||||||! _ !vvvvvvvvvvvvvvvvvvvvvvvvvvvvv! _ !vvvvvvvvvvvvvvvvvvvv!,Very certain
hfc0045,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Va,AMS,31750±260,KIA 35464,35710+360/-340,KIA 16034,2008,ivory,flute,,12.0,4.0,2.0,fragmented,Tiny fragment of an ivory flute with the finger hole partially preserved.,"AABW 2008, Conard et al. 2009; Dutkiewicz 2021: Taf. 32.2; Conard & Bolus 2003, 2008",!vv,Very certain
hfc0044,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Va,AMS,31750±260,KIA 35464,35710+360/-340,KIA 16034,2008,ivory,personal ornament,,40.0,6.0,3.0,fragmented,"Terminal fragment of a long, slightly curved ivory band.","Wolf 2015, Taf. 30.10; Dutkiewicz 2021: Taf. 38.1; Conard & Bolus 2003, 2008",!||||||||||||||||||| _ !vvvvvvvvvvvvvv _ !vvvvvvvvvvvvvvvvvvv,Very certain
hfc0043,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IV,AMS,28750±750,OxA-4980,33090+260/-250,KIA 16036,1977,ivory,undetermined,,29.0,12.0,5.0,fragmented,Ivory fragment with markings.,"Wolf 2015, Taf. 20.5; Dutkiewicz 2021: Taf. 52.3; Conard & Bolus 2003, 2008",≠ v _ |v||V _ >>,Uncertain
hfc0042,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IV,AMS,28750±750,OxA-4980,33090+260/-250,KIA 16036,2002,ivory,rod/bâton,,41.0,10.0,5.0,fragmented,Carefully crafted half-round rod with markings.,"Dutkiewicz 2021: Taf. 51.3; Conard & Bolus 2003, 2008",X || _ | _ / _ | || |,Certain
hfc0041,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Vb,AMS,31290±180,OxA-19860,40000±500,OxA-19781,2006,ivory,personal ornament,,23.0,7.0,6.0,almost complete,Triple-perforated bead.,"AABW 2006; Wolf 2015, Taf. 31.7; Dutkiewicz 2021: Taf. 37.1; Conard 2009",OO,Very certain
hfc0040,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IIIa-V,AMS,29710+210/-200,KIA 32056,40000+500,OxA-19781,2004,ivory,undetermined,,23.0,7.0,3.0,fragmented,Decorated small ivory fragment,"Dutkiewicz 2021: Taf. 53.7; Conard & Bolus 2003, 2008; Conard 2009",!|l||,Uncertain
hfc0039,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IIIb,AMS,29780+330/-310,KIA 18878,29990+340/-330,KIA 3505,2004,ivory,undetermined,,28.0,5.0,2.0,fragmented,The narrow ivory fragment displays two rows of parallel lines that interlock in a zipper-like fashion.,"Wolf 2015, Taf. 8.2; Dutkiewicz 2021: Taf. 53.3; Conard & Bolus 2003, 2008",!||||| _ |||||!,Certain
hfc0038,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IIIa,AMS,29710+210/-200,KIA 32056,31140+250/-240,KIA 16039,2004,ochre,undetermined,,31.0,28.0,12.0,almost complete,"The large, all-around processed lump of ochre was found in 2004 at AH IIIa. It bears markings on the flat surface, and its purpose or use is currently unknown.","Velliky et al. 2018; Dutkiewicz 2021: Taf. 54.13; Conard & Bolus 2003, 2008",[|°°|],Certain
hfc0037,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,Va,AMS,31750±260,KIA 35464,35710+360/-340,KIA 16034,2002,ivory,awl,,93.0,7.0,7.0,complete,"This is an ivory point with a long, cylindrical shaft, no special elaboration at the base, and a short, pencil-like tip. Below the tip, there is a marking consisting of 122 short, irregularly placed notches arranged in a ring around the entire point.","AABW 2002; Wolf 2015, Taf. 18.2; Dutkiewicz 2021: Taf. 46.5-6; Conard & Bolus 2003, 2008",≠,Uncertain
hfc0036,,Aurignacien,Hohle Fels,Hohle Fels,hfc,Schelklingen,Germany,48.379117,9.754103,precise,wikipedia,IId,AMS,29560+240/-230,KIA 8964,30010±220,KIA 8965,1999,ivory,undetermined,,19.0,16.0,3.0,fragmented,Fragment of a thin ivory plate with wide hatching.,"AABW 1999; Wolf 2015, Taf. 4.3; Dutkiewicz 2021: Taf. 53.6; Conard & Bolus 2003, 2008",!≠!,Uncertain
