object_id,ensemble_id,archaeological_unit,site_name,location,location__short_name,location__location,location__country,latitude,longitude,location__coord_precision,location__coord_reference,layer,dating_method,date_bp_min,min_lab_number,date_bp_max,max_lab_number,excavation_year,material,object_type,associated_species,length_mm,width_mm,depth_mm,preservation,short_description,references,sign_coding,coding_certainty
gar0013,,Aurignacien,Gargas,,,,,,,,,4,AMS,31540±720,,,,,bone,spatula/lissoir,,162.0,24.0,13.0,fragmented,notched rib fragment,San Juan C. et al.  2007: p. 99 fig. 4.6; Vercoutère C. et al. 2006,,
laf0027,,Aurignacien,La Ferrassie,,,,,,,,,H?,OSL,37200±1900,,,,,bone,spatula/lissoir,,,,,almost complete,notched lissoir,Guerin G. et al. 2015; Peyrony D. 1934: p.53 fig. 54.9,,
laf0026,,Aurignacien,La Ferrassie,La Ferrassie,laf,Savignac-de-Miremont,France,44.952000,0.928000,precise,nespos.org,F?,OSL,37200±1900,,,,,antler,figurine undet.,,,,,almost complete,anthropomorphic figurine,Guerin G. et al. 2015; Peyrony D. 1934: p.51 fig. 50,,
laf0025,,Aurignacien,La Ferrassie,,,,,,,,,H''?,OSL,37200±1900,,,,,bone,tube,,,,,fragmented,decorated bone fragment,Guerin G. et al. 2015; Peyrony D. 1934: p.72 fig. 74.6,,
laf0024,,Aurignacien,La Ferrassie,,,,,,,,,H'?,OSL,37200±1900,,,,,bone,chisel,,,,,almost complete,decorated bone chisel,Guerin G. et al. 2015; Peyrony D. 1934: p. 62 fig. 62.6,,
laf0023,,Aurignacien,La Ferrassie,,,,,,,,,F?,OSL,37200±1900,,,,,animal tooth,personal ornament,,,,,complete,pendant element with a cross as decoration,Guerin G. et al. 2015; Peyrony D. 1934: p. 49 fig. 47.12,,
laf0022,,Aurignacien,La Ferrassie,,,,,,,,,F?,OSL,37200±1900,,,,,animal tooth,personal ornament,,,,,complete,decoreted pendant element,Guerin G. et al. 2015; Peyrony D. 1934: p. 49 fig. 47.11,,
laf0021,,Aurignacien,La Ferrassie,,,,,,,,,F?,OSL,37200±1900,,,,,bone,personal ornament,,,,,complete,notched bone used as ornament,Guerin G. et al. 2015; Peyrony D. 1934: p. 49 fig. 47.10,,
mur0002,,Aurignacien,Muralovka,,,,,,,,,,,,,,,,antler,undetermined,,,,,fragmented,engraved fragment of antler,Hahn J. 1977: tafel 183 - 12,,
mur0001,,Aurignacien,Muralovka,,,,,,,,,,,,,,,,bone,undetermined,,,,,fragmented,bone fragment with anthropomorph decoration,Hahn J. 1977: Tafel 183 - 15,,
psc0001,,Aurignacien,Peskő Cave,,,,,,,,,,AMS,38300 - 33500,,,,,bone,spatula/lissoir,,,,,fragmented,notched bone fragment,Hahn J. 1977: tafel 149 - 2; Chu W. 2018,,
mla0004,,Aurignacien,Mladeč,,,,,,,,,,AMS,34930+520/-490 - 31190+400/-390,,,,,antler,awl,,,,,almost complete,decorated bone,Wild E. M. et al. 2005; Hahn J. 1977: tafel 127 - 5,,
btb0001,,Aurignacien,Breitenbach,,,,,,,,,,C14,"30000 - 27000
26000 - 28 000 BP",,,,1920s,bone,other,,,,,fragmented,decoreted rib fragment,Hahn J. 1977: Tafel 91 -8; Terberger T. & Street M. 20??,,
wsh0001,,Aurignacien,Wildscheuer,,,,,,,,,III,C14,34300 - 30000,,,,19th century,ivory,spatula/lissoir,,,,,almost complete,decorated lissoir,Hahn J. 1977: Tafel 74 -3; Terberger T. & Street M. 20??,,
gfh0001,,Aurignacien,Göpfelsteinhöhle,,,,,,,,,,C14,,,,,,bone,undetermined,,,,,fragmented,decorated bone fragment,Zilhão  J. 2007; Hahn J. 1977: tafel 69 - 10,,
sgt0001,,Aurignacien,Sirgenstein Cave,,,,,,,,,III - VI,C14,30360+230/-220 - 26730+170/-160,,,,1906,ivory,rod/bâton,,,,,fragmented,notched ivory rod,Hahn J. 1977: Tafel 67 - 9; Conard N. & Bolus M. 2003,,
bst0003,,Aurignacien,Bockstein-Törle,,,,,,,,,VI,C14,31530±230 - 20400±220,,,,1953-1956,ivory,other,,,,,fragmented,scribbled piece of ivory,Hahn J. 1977: Tafel 12 - 9; Conard N. & Bolus M. 2003,,
bst0002,,Aurignacien,Bockstein-Törle,Bockstein-Törle,bst,Rammingen,Germany,48.553000,10.155000,precise,nespos.org,VI,C14,31530±230 - 20400±220,,,,1953-1956,ivory,rod/bâton,,,,,fragmented,fragmented ivory rod,Hahn J. 1977: Tafel 8 - 5; Conard N. & Bolus M. 2003,,
msc0007,,Aurignacien,Maisières-Canal,,,,,,,,,,C14,33000 - 32000,,,,,bone,tube,,,,,almost complete,notched bone tube,Dinnis R. & Flas D. 2016; Otte M. 1979: p. 553 fig. 242.4,,
msc0006,,Aurignacien,Maisières-Canal,,,,,,,,,,C14,33000 - 32000,,,,,ivory,undetermined,,,,,fragmented,lame d’ivoire entaillée,Dinnis R. & Flas D. 2016; Otte M. 1979: p. 555 fig. 243.6,,
msc0005,,Aurignacien,Maisières-Canal,,,,,,,,,,C14,33000 - 32000,,,,,ivory,personal ornament,,,,,fragmented,ivory pin decorated,Dinnis R. & Flas D. 2016; Otte M. 1979: p. 555 fig. 243.5,,
msc0004,,Aurignacien,Maisières-Canal,,,,,,,,,,C14,33000 - 32000,,,,,ivory,undetermined,,,,,fragmented,Bords de récipients en ivoire decorèe,Dinnis R. & Flas D. 2016; Otte M. 1979: p. 555 fig. 243.2,,
msc0003,,Aurignacien,Maisières-Canal,,,,,,,,,,C14,33000 - 32000,,,,,ivory,undetermined,,,,,fragmented,Bords de récipients en ivoire decorèe,Dinnis R. & Flas D. 2016; Otte M. 1979: p. 555 fig. 243.1,,
msc0002,,Aurignacien,Maisières-Canal,,,,,,,,,,C14,33000 - 32000,,,,,bone,tube,,,,,fragmented,notched tube bone,Dinnis R. & Flas D. 2016; Otte M. 1979: p. 553 fig. 242.6,,
msc0001,,Aurignacien,Maisières-Canal,,,,,,,,,,C14,33000 - 32000,,,,,bone,tube,,,,,fragmented,notched bone tube,Dinnis R. & Flas D. 2016; Otte M. 1979: p. 553 fig. 242.5,,
gff0001,,Aurignacien,Grottes de Fonds-de-Forêt,,,,,,,,,C6 с d - C7 a,C14,33830±1790 - 29470±640,,,,,bone,personal ornament,,,,,complete,notched bone pendad,Zilhão  J. 2007; Otte M. 1979: p. 513 fig. 219.6; Dewez M. 1989,,
egh0001,,Aurignacien,d'Engihoul,,,,,,,,,,,,,,,1931,bone,other,,,,,fragmented,notched rib,Otte M. 1979: p. 471 fig. 202.4,,
taw0001,,Aurignacien,Trou al'Wesse,,,,,,,,,,C14,33600±550 - 30750±850,,,,,antler,point,,,,,almost complete,antler point,Miller R. et al. 2011; Otte M. 1979: p. 431 fig. 186.4,,
gdg0014,,Aurignacien,Grotte de Goyet,,,,,,,,,,C14,35160 - 33140,,,,,bone,undetermined,,,,,almost complete,engraved bone,Qiaomei F. et al. 2016; Otte M. 1979: p. 415 fig. 182.5,,
gdg0013,,Aurignacien,Grotte de Goyet,,,,,,,,,,C14,35160 - 33140,,,,,bone,spatula/lissoir,,,,,fragmented,decorated rib fragment,Qiaomei F. et al. 2016; Otte M. 1979: p. 415 fig. 182.4,,
gdg0012,,Aurignacien,Grotte de Goyet,,,,,,,,,,C14,35160 - 33140,,,,,bone,undetermined,,,,,fragmented,decorated rib fragment,Qiaomei F. et al. 2016; Otte M. 1979: p. 415 fig. 182.3,,
gdg0011,,Aurignacien,Grotte de Goyet,,,,,,,,,,C14,35160 - 33140,,,,,bone,point,,,,,almost complete,decorated bone point,Qiaomei F. et al. 2016; Otte M. 1979: p. 415 fig. 182.2,,
gdg0010,,Aurignacien,Grotte de Goyet,,,,,,,,,,C14,35160 - 33140,,,,,bone,tube,,,,,fragmented,decoreted bone,Qiaomei F. et al. 2016; Otte M. 1979: p. 415 fig. 182.1,,
gdg0009,,Aurignacien,Grotte de Goyet,,,,,,,,,,C14,35160 - 33140,,,,,bone,tube,,,,,fragmented,decoreted bone tube,Qiaomei F. et al. 2016; Otte M. 1979: p. 413 fig. 181.15,,
gdg0008,,Aurignacien,Grotte de Goyet,,,,,,,,,,C14,35160 - 33140,,,,,bone,tube,,,,,fragmented,fragmented bone tube decorated,Qiaomei F. et al. 2016; Otte M. 1979: p. 413 fig. 181.14,,
gdg0007,,Aurignacien,Grotte de Goyet,,,,,,,,,,C14,35160 - 33140,,,,,ivory,personal ornament,,,,,complete,decorated ivory pendant,Qiaomei F. et al. 2016; Otte M. 1979: p. 413 fig. 181.13,,
gdg0003,,Aurignacien,Grotte de Goyet,,,,,,,,,,C14,35160 - 33140,,,,,animal tooth,personal ornament,,,,,fragmented,perfored animal tooth with decorations,Qiaomei F. et al. 2016; Otte M. 1979: p. 413 fig. 181.5,,
gdg0006,,Aurignacien,Grotte de Goyet,,,,,,,,,,C14,35160 - 33140,,,,,undetermined,spatula/lissoir,,,,,fragmented,possible blade cutter,Qiaomei F. et al. 2016; Otte M. 1979: p. 408 fig. 180.2,,
gdg0005,,Aurignacien,Grotte de Goyet,,,,,,,,,,C14,35160 - 33140,,,,,bone,point,,,,,fragmented,sagaie à base massive,Qiaomei F. et al. 2016; Otte M. 1979: p. 405 fig. 178.7,,
gdg0004,,Aurignacien,Grotte de Goyet,,,,,,,,,,C14,35160 - 33140,,,,,bone,point,,,,,fragmented,sagaie à base massive,Qiaomei F. et al. 2016; Otte M. 1979: p. 405 fig. 178.4,,
gdg0002,,Aurignacien,Grotte de Goyet,,,,,,,,,,C14,35160 - 33140,,,,,antler,undetermined,,,,,fragmented,Bois de renneentailléet fracturé,Qiaomei F. et al. 2016; Otte M. 1979: p. 403 fig. 177.1,,
gpp0004,,Aurignacien,Grotte De La Princesse Pauline,,,,,,,,,,AMS,25580±170,,,,,ivory,personal ornament,,,,,fragmented,Fragment d’anneau en ivoire encoché,Otte M. 1979: p. 329 fig. 139,,
gpp0003,,Aurignacien,Grotte De La Princesse Pauline,,,,,,,,,,AMS,25580±170,,,,,ivory,undetermined,,,,,fragmented,engraved ivory blade,Otte M. 1979: p. 327 fig. 137.6; Flas D. 2005,,
gpp0002,,Aurignacien,Grotte De La Princesse Pauline,,,,,,,,,,AMS,25580±170,,,,,antler,bâton percé,,,,,fragmented,lame en bois de cervidé perforée et encochée,Otte M. 1979: p. 327 fig. 137.4; Flas D. 2005,,
gpp0001,,Aurignacien,Grotte De La Princesse Pauline,,,,,,,,,,AMS,25580±170,,,,,ivory,spatula/lissoir,,,,,fragmented,"lame d'ivoire entaillée et
sectionnée",Otte M. 1979: p. 326 fig. 136.4; Flas D. 2005,,
spy0027,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,bone,tube,,,,,almost complete,Tube en os couvert de stries organisées,Pirson S. et al. 2013; Otte M. 1979: p. 306 fig. 128,,
spy0026,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,bone,tube,,,,,almost complete,bone tube decorated,Pirson S. et al. 2013; Otte M. 1979: p. 306 fig. 127.6,,
spy0025,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,bone,tube,,,,,fragmented,decorated bone tube,Pirson S. et al. 2013; Otte M. 1979: p. 306 fig. 127.5,,
spy0024,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,bone,tube,,,,,fragmented,decorted bone tube,Pirson S. et al. 2013; Otte M. 1979: p. 306 fig. 127.4,,
spy0023,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,bone,tube,,,,,fragmented,decorated bone tube,Pirson S. et al. 2013; Otte M. 1979: p. 306 fig. 127.3,,
spy0022,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,bone,tube,,,,,fragmented,decorated bone tube,Pirson S. et al. 2013; Otte M. 1979: p. 306 fig. 127.2,,
spy0021,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,antler,undetermined,,,,,complete,decorated deer antler,Pirson S. et al. 2013; Otte M. 1979: p. 306 fig. 127.1,,
spy0020,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,bone,undetermined,,,,,fragmented,decorated fragment of bone,Pirson S. et al. 2013; Otte M. 1979: p. 299 fig. 125.7,,
spy0019,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,ivory,undetermined,,,,,undetermined,fragment of ivory decorated with cross motifs,Pirson S. et al. 2013; Otte M. 1979: p. 299 fig. 125.6,,
spy0018,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,bone,undetermined,,,,,fragmented,decorated bone fragment,Pirson S. et al. 2013; Otte M. 1979: p. 299 fig. 125.5,,
spy0017,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,ivory,rod/bâton,,,,,fragmented,decorated ivory fragment,Pirson S. et al. 2013; Otte M. 1979: p. 299 fig. 125.4,,
spy0016,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,ivory,undetermined,,,,,fragmented,engraved piece of ivory,Pirson S. et al. 2013; Otte M. 1979: p. 299 fig. 125.3,,
spy0015,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,bone,awl,,,,,fragmented,decorated bone awl with parallel and sub-parallel incisions,Pirson S. et al. 2013; Otte M. 1979: p. 299 fig. 125.2,,
spy0014,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,shell,personal ornament,,,,,complete,decorated seashell,Pirson S. et al. 2013; Otte M. 1979: p. 299 fig. 125.1,,
spy0013,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,ivory,personal ornament,,,,,almost complete,Cône en ivoire incisé,Pirson S. et al. 2013; Otte M. 1979: p. 299 fig. 124.21,,
spy0012,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,ivory,personal ornament,,,,,fragmented,pendeloques en ivoire,Pirson S. et al. 2013; Otte M. 1979: p. 299 fig. 123.32,,
spy0011,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,antler,spatula/lissoir,,,,,fragmented,Engraved spatula,Pirson S. et al. 2013; Otte M. 1979: p. 294 fig. 120.7,,
spy0010,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,ivory,awl,,,,,fragmented,Coin en ivoire,Pirson S. et al. 2013; Otte M. 1979: p. 294 fig. 120.6,,
spy0009,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,bone,awl,,,,,fragmented,Poinçons encochés,Pirson S. et al. 2013; Otte M. 1979: p. 294 fig. 120.3,,
spy0008,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,bone,awl,,,,,fragmented,Poinçons encochés,Pirson S. et al. 2013; Otte M. 1979: p. 294 fig. 120.2,,
spy0007,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,bone,awl,,,,,fragmented,Poinçons encochés,Pirson S. et al. 2013; Otte M. 1979: p. 294 fig. 120.1,,
spy0006,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,bone,point,,,,,fragmented,engraved sagaie point,Pirson S. et al. 2013; Otte M. 1979: p. 291 fig. 118.2,,
spy0005,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,bone,chisel,,,,,fragmented,,Pirson S. et al. 2013; Otte M. 1979: p. 291 fig. 118.1,,
spy0004,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,bone,undetermined,,,,,fragmented,,Pirson S. et al. 2013; Otte M. 1979: p. 290 fig. 117.6,,
trm0013,,Aurignacien,Trou Magrite,,,,,,,,,,C14,28640±480 - 25080±320,,,,,ivory,rod/bâton,,,,,almost complete,decorated ivory rod,Lejeune M. 2007;Otte M. 1979: p. 161 fig. 55.10,,
trm0012,,Aurignacien,Trou Magrite,,,,,,,,,,C14,28640±480 - 25080±320,,,,,bone,undetermined,,,,,fragmented,engraved bone fragment,Lejeune M. 2007;Otte M. 1979: p. 161 fig. 55.8,,
trm0011,,Aurignacien,Trou Magrite,,,,,,,,,,C14,28640±480 - 25080±320,,,,,bone,undetermined,,,,,fragmented,engraved bone fragment,Lejeune M. 2007;Otte M. 1979: p. 161 fig. 55.6,,
trm0010,,Aurignacien,Trou Magrite,,,,,,,,,,C14,28640±480 - 25080±320,,,,,bone,tube,,,,,fragmented,engraved bone fragment,Lejeune M. 2007;Otte M. 1979: p. 161 fig. 55.3,,
trm0009,,Aurignacien,Trou Magrite,,,,,,,,,,C14,28640±480 - 25080±320,,,,,bone,undetermined,,,,,fragmented,engraved bone fragment,Lejeune M. 2007;Otte M. 1979: p. 161 fig. 55.2,,
trm0008,,Aurignacien,Trou Magrite,,,,,,,,,,C14,28640±480 - 25080±320,,,,,bone,undetermined,,,,,fragmented,engraved bone fragment,Lejeune M. 2007; Otte M. 1979: p. 161 fig. 55.1,,
trm0007,,Aurignacien,Trou Magrite,,,,,,,,,Niveu 1°?,C14,28640±480 - 25080±320,,,,,antler,rod/bâton,,,,,fragmented,Worked antler rod with incisions,Lejeune M. 2007; Otte M. 1979: p. 153 fig. 50.4,,
trm0006,,Aurignacien,Trou Magrite,,,,,,,,,Niveu 1°?,C14,28640±480 - 25080±320,,,,,ivory,undetermined,,,,,almost complete,Decorated piece of worked ivory,Lejeune M. 2007; Otte M. 1979: p. 153 fig. 50.2,,
tdr0002,,Aurignacien,Le Trou Du Renard,,,,,,,,,Couche B,C14,33000 - 32000,,,,,bone,undetermined,,,,,almost complete,Engraved bone blade,Otte M. 1979: p. 101 fig. 24.2,,
tdr0001,,Aurignacien,Le Trou Du Renard,,,,,,,,,Couche B,C14,33000 - 32000,,,,,bone,undetermined,,,,,fragmented,Engraved bone blade,Otte M. 1979: p. 101 fig. 24.1,,
laf0020,,Aurignacien,La Ferrassie,,,,,,,,,,OSL,37200±1900,,,,,bone,point,,,,,almost complete,Point losangique avec gravures,Guerin G. et al. 2015; Delporte H. 1984: fig. 9.18,,
sol0007,,Aurignacien,Solutré,,,,,,,,,,C14,34010±610 - 29020±170,,,,,bone,point,,95.0,11.0,,fragmented,Pointe de sagaie décorée,Floss H. et al. 2013; Combier J. & Montet-White A.  2002: p. 261 fig. 19-19,,
sol0006,,Aurignacien,Solutré,,,,,,,,,,C14,34010±610 - 29020±170,,,,,bone,plaquette,,,,,fragmented,Plaquette en os percée decoré,Floss H. et al. 2013; Combier J. & Montet-White A.  2002: p. 261 fig. 19-17,,
sol0002,,Aurignacien,Solutré,,,,,,,,,,C14,34010±610 - 29020±170,,,,,limestone,plaquette,,95.0,70.0,,fragmented,Fragment de plaquettes de calcaire à borde encoché,Floss H. et al. 2013; Combier J. & Montet-White A.  2002: p.259 fig. 19-12B,,
sol0001,,Aurignacien,Solutré,,,,,,,,,,C14,34010±610 - 29020±170,,,,,limestone,plaquette,,55.0,35.0,,fragmented,Fragment de plaquettes de calcaire à borde encoché,Floss H. et al. 2013; Combier J. & Montet-White A.  2002: p.259 fig. 19-12A,,
gdr0010,,Aurignacien,Grotte du Renne,,,,,,,,,,AMS,36500±1300 - 34050±750,,,,,bone,undetermined,,,,,fragmented,engraved scapula fragment,Zilhão  J. 2007; Schmider B. 2002: p. 69 fig. 37,,
gdr0009,,Aurignacien,Grotte du Renne,,,,,,,,,,AMS,36500±1300 - 34050±750,,,,,bone,undetermined,,145.0,20.0,12.0,fragmented,Engraved rib,Zilhão  J. 2007; Schmider B. 2002: fig. 129.2,,
gdr0008,,Aurignacien,Grotte du Renne,Grotte du Renne,gdr,Arcy-sur-Cure,France,47.603611,3.740833,precise,wikipedia,,AMS,36500±1300 - 34050±750,,,,,bone,undetermined,,142.0,25.0,14.0,fragmented,Engraved rib,Zilhão  J. 2007; Schmider B. 2002: fig. 129.1,,
vhc0168,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,V,C14,"30162±1,340",H 4054-3210,35810±710,PL0001337A,1931,bone,spatula/lissoir,,110.0,19.0,7.0,fragmented,"This is a fragment of a smoother made from the rib of a herbivore, which consists of the pieces Vg 90 and Vg 61. Both were found in Layer V in 1931.","Riek 1934, Taf. XXIX.10; Hahn 1977, Taf. 36.3; Dutkiewicz 2021: Taf. 43.3; Conard & Bolus 2003, 2008",>>>>>> ! >>>>>,Very certain
vhc0167,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,V,C14,"30162±1,340",H 4054-3210,35810±710,PL0001337A,1931,bone,spatula/lissoir,,173.0,22.0,8.0,fragmented,"This is a smoother made from the rib of a large herbivore (Mammoth?). This piece was found in two parts during Riek's excavation in Layer V in 1931 (Riek 1934: 157-158). The medial fragment is now lost. The dimensions of the entire object and the number of notches on the lost fragment are based on Riek's descriptions. Of the 18 notches, seven are on the terminal fragment that was originally examined.. See plate Dutkiewicz for complete picture","Riek 1934, Taf. XXIX.11; Hahn 1977; Dutkiewicz 2021: Taf. 43.1 und 43.2; Hahn 1977; Conard & Bolus 2003, 2008",vvvvvvvvvvvvvvvvvv _ v!,Uncertain
vhc0166,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,IV,C14,30730±750,H 4053-3211,32030±280,OxA-18456,1931,antler,antler object,,73.0,44.0,24.0,complete,"This antler object was found during Riek's excavations in 1931 in Layer IV. Unlike the other piece, it does not feature a figurative representation but only some geometric markings.","Riek 1934, 295; Dutkiewicz 2021: Taf. 41.1; Hahn 1977; Conard & Bolus 2003, 2008",vvvvvvv _ [&],Very certain
vhc0165,,Aurignacien,Vogelherd,Vogelherd,vhc,Niederstotzingen-Stetten,Germany,48.559000,10.194000,precise,nespos.org,IV,C14,30730±750,H 4053-3211,32030±280,OxA-18456,1931,bone,spatula/lissoir,,75.0,12.0,7.0,fragmented,"A narrow, medial fragment of a smoother made from a rib.","Riek 1934, XXXI.11; Hahn 1977, Taf. 59.3; Dutkiewicz 2021: Taf. 45.1; Conard & Bolus 2003, 2008",!vvvv v v v vv v >>>>,Very certain
